Exemplar_Size,Method,Task 2,Task 3
100,Random,0.9878568123662056,0.9908326569464284
299,Random,0.9859282830358079,0.9845538865085547
894,Random,0.9883388385525265,0.9829580536959177
2674,Random,0.9856702223802524,0.9832567269427417
135,Random,0.9888707597326439,0.9868310001529605
100,EWC_Replay,0.988266405472228,0.988131233817981
299,EWC_Replay,0.9870912680701582,0.9853876760593534
894,EWC_Replay,0.9867265985982527,0.983697395315845
2674,EWC_Replay,0.9870493828579033,0.9819123001175306
135,EWC_Replay,0.9886656946752171,0.9866246598303418
100,iCaRL,0.7189929952728412,0.9607882988756893
299,iCaRL,0.7597844369955761,0.9595658926204431
894,iCaRL,0.6935336601622794,0.9419168085895514
2674,iCaRL,0.5777217119242338,0.9717079444473226
135,iCaRL,0.7106615824884365,0.9326620597595429
100,LUCIR,0.9411577180360446,0.9786727060658094
299,LUCIR,0.9358213397500845,0.9812915005251986
894,LUCIR,0.9141037142078811,0.9702889719857116
2674,LUCIR,0.8459281567714272,0.9646470222779076
135,LUCIR,0.9463332531502319,0.9748805195818494
100,VAE_BBox,0.9912639341644506,0.9932064424622147
299,VAE_BBox,0.9912639341644506,0.9932064424622147
894,VAE_BBox,0.9912639341644506,0.9932064424622147
2674,VAE_BBox,0.9912639341644506,0.9932064424622147
135,VAE_BBox,0.9912639341644506,0.9932064424622147
100,VAE_Filter,0.9911997683418272,0.9935807907324462
299,VAE_Filter,0.9911997683418272,0.9935807907324462
894,VAE_Filter,0.9911997683418272,0.9935807907324462
2674,VAE_Filter,0.9911997683418272,0.9935807907324462
135,VAE_Filter,0.9911997683418272,0.9935807907324462
100,VAE_GMM,0.9918892722400818,0.9940979597177892
299,VAE_GMM,0.9918892722400818,0.9940979597177892
894,VAE_GMM,0.9918892722400818,0.9940979597177892
2674,VAE_GMM,0.9918892722400818,0.9940979597177892
135,VAE_GMM,0.9918892722400818,0.9940979597177892
