Exemplar_Size,Method,Task 1,Task 2
100,Random,0.8396924807166862,0.4336917562724014
235,Random,0.837721464399633,0.43808243727598567
554,Random,0.8401019720794116,0.4589605734767025
1303,Random,0.8418794021984539,0.4473118279569892
95,Random,0.8459181798486175,0.4314516129032258
100,EWC_Replay,0.8409325930570044,0.4318100358422939
235,EWC_Replay,0.8423108340221591,0.4483870967741935
554,EWC_Replay,0.843073701626109,0.4414874551971326
1303,EWC_Replay,0.8527151235132545,0.4396057347670251
95,EWC_Replay,0.8429977558697703,0.4271505376344086
100,iCaRL,0.8558805876335114,0.17562724014336914
235,iCaRL,0.85365236434871,0.13458781362007163
554,iCaRL,0.8499973967109131,0.13637992831541215
1303,iCaRL,0.8599472070080981,0.12482078853046592
95,iCaRL,0.8505389855935309,0.17356630824372757
100,LUCIR,0.8629104631912294,0.38136200716845875
235,LUCIR,0.8560651053445393,0.3772401433691756
554,LUCIR,0.858653352258844,0.3551971326164874
1303,LUCIR,0.8537319254287237,0.321505376344086
95,LUCIR,0.8627615590407511,0.39202508960573473
100,VAE_BBox,0.8432172906782103,0.6258781362007169
235,VAE_BBox,0.8432172906782103,0.6258781362007169
554,VAE_BBox,0.8432172906782103,0.6258781362007169
1303,VAE_BBox,0.8432172906782103,0.6258781362007169
95,VAE_BBox,0.8432172906782103,0.6258781362007169
100,VAE_Filter,0.8361662503877282,0.6298566308243727
235,VAE_Filter,0.8361662503877282,0.6298566308243727
554,VAE_Filter,0.8361662503877282,0.6298566308243727
1303,VAE_Filter,0.8361662503877282,0.6298566308243727
95,VAE_Filter,0.8361662503877282,0.6298566308243727
100,VAE_GMM,0.8433248588790092,0.7507347670250897
235,VAE_GMM,0.8433248588790092,0.7507347670250897
554,VAE_GMM,0.8433248588790092,0.7507347670250897
1303,VAE_GMM,0.8433248588790092,0.7507347670250897
95,VAE_GMM,0.8433248588790092,0.7507347670250897
