Exemplar_Size,Method,Task 1,Task 2
100,Random,0.9659289942043671,0.4913533834586466
303,Random,0.9671010746106127,0.5532581453634084
921,Random,0.9653458086962456,0.5920217209690894
2795,Random,0.9640245669087925,0.5949456975772766
95,Random,0.9655860282254068,0.4801587301587302
100,EWC_Replay,0.9647820412445217,0.5091478696741853
303,EWC_Replay,0.966792417267301,0.5362155388471178
921,EWC_Replay,0.9661664836164134,0.6017543859649124
2795,EWC_Replay,0.9654438116593997,0.576608187134503
95,EWC_Replay,0.9675757481795337,0.5116959064327485
100,iCaRL,0.9717306335244,0.4429406850459482
303,iCaRL,0.9718096749160487,0.444110275689223
921,iCaRL,0.9699794652642216,0.42305764411027563
2795,iCaRL,0.9721604112658425,0.3561403508771929
95,iCaRL,0.9703764147319311,0.43337510442773597
100,LUCIR,0.9683453741465814,0.5656641604010025
303,LUCIR,0.9684076382359839,0.5802840434419382
921,LUCIR,0.9696471514130962,0.5881370091896407
2795,LUCIR,0.9698236340000893,0.5616541353383459
95,LUCIR,0.968214659903968,0.5796574770258981
100,VAE_BBox,0.9657899570534056,0.7298997493734336
303,VAE_BBox,0.9657899570534056,0.7298997493734336
921,VAE_BBox,0.9657899570534056,0.7298997493734336
2795,VAE_BBox,0.9657899570534056,0.7298997493734336
95,VAE_BBox,0.9657899570534056,0.7298997493734336
100,VAE_Filter,0.9650238826021535,0.7321386800334169
303,VAE_Filter,0.9650238826021535,0.7321386800334169
921,VAE_Filter,0.9650238826021535,0.7321386800334169
2795,VAE_Filter,0.9650238826021535,0.7321386800334169
95,VAE_Filter,0.9650238826021535,0.7321386800334169
100,VAE_GMM,0.965266915486645,0.8817794486215539
303,VAE_GMM,0.965266915486645,0.8817794486215539
921,VAE_GMM,0.965266915486645,0.8817794486215539
2795,VAE_GMM,0.965266915486645,0.8817794486215539
95,VAE_GMM,0.965266915486645,0.8817794486215539
