Exemplar_Size,Method,Task 2,Task 3
100,Random,0.41868453801917993,0.2761287248504105
142,Random,0.42139981136818166,0.24076606780206425
201,Random,0.43970230635324525,0.2509099714060205
286,Random,0.4292697348871483,0.2789301594902999
135,Random,0.42664129129520056,0.2550046203918021
100,EWC_Replay,0.3985760968471957,0.27285767368910474
142,EWC_Replay,0.44551883849720963,0.2651643552038635
201,EWC_Replay,0.42803045466542194,0.2600174072342641
286,EWC_Replay,0.4448580191611358,0.2804865283969761
135,EWC_Replay,0.45055817956997163,0.2669994324278784
100,iCaRL,0.5006821501540432,0.22403975411964872
142,iCaRL,0.4791002851857107,0.22220822928900183
201,iCaRL,0.48845369951589906,0.23073042477959066
286,iCaRL,0.4821476763459478,0.22019114891546845
135,iCaRL,0.47448191128859546,0.21979983454259128
100,LUCIR,0.5459905592005332,0.33346160716661155
142,LUCIR,0.544705102207998,0.32650452854140294
201,LUCIR,0.5620811455191698,0.3367753947350084
286,LUCIR,0.5569098453586617,0.38047498818613834
135,LUCIR,0.5608419461285241,0.33653297809399646
100,VAE_BBox,0.7320509814749747,0.5558008784698864
142,VAE_BBox,0.7320509814749747,0.5558008784698864
201,VAE_BBox,0.7320509814749747,0.5558008784698864
286,VAE_BBox,0.7320509814749747,0.5558008784698864
135,VAE_BBox,0.7320509814749747,0.5558008784698864
100,VAE_Filter,0.7283590882452124,0.5370807966786895
142,VAE_Filter,0.7283590882452124,0.5370807966786895
201,VAE_Filter,0.7283590882452124,0.5370807966786895
286,VAE_Filter,0.7283590882452124,0.5370807966786895
135,VAE_Filter,0.7283590882452124,0.5370807966786895
100,VAE_GMM,0.8542275444744174,0.6864382087525196
142,VAE_GMM,0.8542275444744174,0.6864382087525196
201,VAE_GMM,0.8542275444744174,0.6864382087525196
286,VAE_GMM,0.8542275444744174,0.6864382087525196
135,VAE_GMM,0.8542275444744174,0.6864382087525196
