Exemplar_Size,Method,Task 2,Task 3,Task 4
100,Random,0.9979779448891651,0.9983000076634723,0.9995283103970454
393,Random,0.9945426612765776,0.9926597935282719,0.9971891336387401
1547,Random,0.9907938653846637,0.9853250382147317,0.9921895421605486
6085,Random,0.9862114114640392,0.9798723467928777,0.9878881626358392
175,Random,0.9972052718043692,0.9963006060485994,0.998680165587356
100,EWC_Replay,0.9977858787473878,0.9979857885417047,0.9994609734874779
393,EWC_Replay,0.9939111013833529,0.9917676320799733,0.9972067135881121
1547,EWC_Replay,0.9881811837773181,0.9852914249761869,0.9925754334599899
6085,EWC_Replay,0.9872868599216891,0.9789070872802198,0.9893105397512982
175,EWC_Replay,0.9969803157184816,0.9964971692327008,0.9986552385801272
100,iCaRL,0.9888505770519992,0.9926844543470816,0.9950654521846461
393,iCaRL,0.9487442416138337,0.9806253151796135,0.988839939970811
1547,iCaRL,0.984694014367666,0.9822036354564695,0.9915022707617334
6085,iCaRL,0.9822126228385206,0.9726372974009513,0.9840002654929797
175,iCaRL,0.9783160139212033,0.9916200800872497,0.99583910817734
100,LUCIR,0.9986957728884283,0.9989101349743988,0.9995114116680248
393,LUCIR,0.9972168723448894,0.9973395370543618,0.9990273971180119
1547,LUCIR,0.993818699565722,0.9922003272512947,0.995548606062712
6085,LUCIR,0.9923773894306339,0.9864621491472498,0.9918518965598118
175,LUCIR,0.9981998324881354,0.9985258550433661,0.9995179922932216
100,VAE_BBox,0.9995055533645467,0.9991135210513992,0.999614171313457
393,VAE_BBox,0.9995055533645467,0.9991135210513992,0.999614171313457
1547,VAE_BBox,0.9995055533645467,0.9991135210513992,0.999614171313457
6085,VAE_BBox,0.9995055533645467,0.9991135210513992,0.999614171313457
175,VAE_BBox,0.9995055533645467,0.9991135210513992,0.999614171313457
100,VAE_Filter,0.9992547977258107,0.9991733038675065,0.9995359489294373
393,VAE_Filter,0.9992547977258107,0.9991733038675065,0.9995359489294373
1547,VAE_Filter,0.9992547977258107,0.9991733038675065,0.9995359489294373
6085,VAE_Filter,0.9992547977258107,0.9991733038675065,0.9995359489294373
175,VAE_Filter,0.9992547977258107,0.9991733038675065,0.9995359489294373
100,VAE_GMM,0.9992039377394197,0.9994272721214748,0.9998531925590749
393,VAE_GMM,0.9992039377394197,0.9994272721214748,0.9998531925590749
1547,VAE_GMM,0.9992039377394197,0.9994272721214748,0.9998531925590749
6085,VAE_GMM,0.9992039377394197,0.9994272721214748,0.9998531925590749
175,VAE_GMM,0.9992039377394197,0.9994272721214748,0.9998531925590749
