Exemplar_Size,Method,Task 2,Task 3
100,Random,0.9957290266912787,0.9962504692121017
394,Random,0.9945150867108262,0.9949005709869352
1550,Random,0.990506413066201,0.9908032683482708
6100,Random,0.9919746994559594,0.986880339866824
135,Random,0.9959454310829388,0.9964109389357924
100,EWC_Replay,0.996326229593084,0.9963864472095344
394,EWC_Replay,0.9942482243862644,0.9944756462915756
1550,EWC_Replay,0.9910665962249458,0.9921901897669148
6100,EWC_Replay,0.9912810783228508,0.9875388741926404
135,EWC_Replay,0.9957605994978704,0.9963510113776916
100,iCaRL,0.9801350507382353,0.9447719181033688
394,iCaRL,0.9823389808173286,0.9647115837925789
1550,iCaRL,0.9877494903449927,0.9858596539791245
6100,iCaRL,0.9697362882618952,0.9968694854938934
135,iCaRL,0.9756009051651446,0.9383882519618311
100,LUCIR,0.9970891656302396,0.9972851327835544
394,LUCIR,0.9971877905803999,0.997644595743504
1550,LUCIR,0.9961501522058447,0.9973140460793994
6100,LUCIR,0.9964905230962253,0.9957914748349032
135,LUCIR,0.9978197846564181,0.9978939455588347
100,VAE_BBox,0.9979147650640738,0.9981267729172593
394,VAE_BBox,0.9979147650640738,0.9981267729172593
1550,VAE_BBox,0.9979147650640738,0.9981267729172593
6100,VAE_BBox,0.9979147650640738,0.9981267729172593
135,VAE_BBox,0.9979147650640738,0.9981267729172593
100,VAE_Filter,0.9979169292522294,0.9978048514059438
394,VAE_Filter,0.9979169292522294,0.9978048514059438
1550,VAE_Filter,0.9979169292522294,0.9978048514059438
6100,VAE_Filter,0.9979169292522294,0.9978048514059438
135,VAE_Filter,0.9979169292522294,0.9978048514059438
100,VAE_GMM,0.9968054770350894,0.9967532766932526
394,VAE_GMM,0.9968054770350894,0.9967532766932526
1550,VAE_GMM,0.9968054770350894,0.9967532766932526
6100,VAE_GMM,0.9968054770350894,0.9967532766932526
135,VAE_GMM,0.9968054770350894,0.9967532766932526
