Exemplar_Size,Method,Task 2,Task 3
100,Random,0.19549448985352658,0.10633377381099023
394,Random,0.25739033675799056,0.16417101038435417
1550,Random,0.3005889214570348,0.18191424263826775
6100,Random,0.3440155818961055,0.20129986660410296
135,Random,0.20586714555090302,0.11948480712728268
100,EWC_Replay,0.17312448757317178,0.11410489001463776
394,EWC_Replay,0.24343330703285995,0.1492096854345234
1550,EWC_Replay,0.2957637209928154,0.19409982146188381
6100,EWC_Replay,0.3350558418606978,0.20069889153791545
135,EWC_Replay,0.20692716039196796,0.12711880199429143
100,iCaRL,0.20315915997045988,0.1171054493014249
394,iCaRL,0.2645492216228451,0.155928590252876
1550,iCaRL,0.29265809225420536,0.16361803432842179
6100,iCaRL,0.3220894138568219,0.16170648615364586
135,iCaRL,0.21556033709507585,0.13035946259566575
100,LUCIR,0.3023034129302408,0.16674836601394286
394,LUCIR,0.2867195954061292,0.18829502315150454
1550,LUCIR,0.3070488501520519,0.18777479980722575
6100,LUCIR,0.33646273104341967,0.2154884989101624
135,LUCIR,0.2644948742033436,0.17603759613049796
100,VAE_BBox,0.7243780055240656,0.4701746646476449
394,VAE_BBox,0.7243780055240656,0.4701746646476449
1550,VAE_BBox,0.7243780055240656,0.4701746646476449
6100,VAE_BBox,0.7243780055240656,0.4701746646476449
135,VAE_BBox,0.7243780055240656,0.4701746646476449
100,VAE_Filter,0.7352090845292015,0.4809269352797545
394,VAE_Filter,0.7352090845292015,0.4809269352797545
1550,VAE_Filter,0.7352090845292015,0.4809269352797545
6100,VAE_Filter,0.7352090845292015,0.4809269352797545
135,VAE_Filter,0.7352090845292015,0.4809269352797545
100,VAE_GMM,0.8730092875876455,0.6204560301260071
394,VAE_GMM,0.8730092875876455,0.6204560301260071
1550,VAE_GMM,0.8730092875876455,0.6204560301260071
6100,VAE_GMM,0.8730092875876455,0.6204560301260071
135,VAE_GMM,0.8730092875876455,0.6204560301260071
