method,exemplar_size,each_exemplar_time,whole_exemplar_time,each_task_time,whole_task_time,total_time
VAE_BBox,100,13.492996954777007,67.46498477388505,12.62811567028904,63.140578351445185,130.60556312533024
VAE_Filter,100,13.206226324296034,66.0311316214802,12.565558789226149,62.82779394613071,128.85892556761092
VAE_GMM,100,14.859966291611823,74.29983145805913,12.876568443685377,64.38284221842687,138.682673676486
VAE_BBox,300,13.492996954777007,67.46498477388505,12.62811567028904,63.140578351445185,130.60556312533024
VAE_Filter,300,13.206226324296034,66.0311316214802,12.565558789226149,62.82779394613071,128.85892556761092
VAE_GMM,300,14.859966291611823,74.29983145805913,12.876568443685377,64.38284221842687,138.682673676486
VAE_BBox,898,13.492996954777007,67.46498477388505,12.62811567028904,63.140578351445185,130.60556312533024
VAE_Filter,898,13.206226324296034,66.0311316214802,12.565558789226149,62.82779394613071,128.85892556761092
VAE_GMM,898,14.859966291611823,74.29983145805913,12.876568443685377,64.38284221842687,138.682673676486
VAE_BBox,2692,13.492996954777007,67.46498477388505,12.62811567028904,63.140578351445185,130.60556312533024
VAE_Filter,2692,13.206226324296034,66.0311316214802,12.565558789226149,62.82779394613071,128.85892556761092
VAE_GMM,2692,14.859966291611823,74.29983145805913,12.876568443685377,64.38284221842687,138.682673676486
VAE_BBox,215,13.492996954777007,67.46498477388505,12.62811567028904,63.140578351445185,130.60556312533024
VAE_Filter,215,13.206226324296034,66.0311316214802,12.565558789226149,62.82779394613071,128.85892556761092
VAE_GMM,215,14.859966291611823,74.29983145805913,12.876568443685377,64.38284221842687,138.682673676486
EWC_Replay,100,1.8206880843987066,9.103440421993534,0.04621777514119938,0.2310888757059971,9.33452929769953
EWC_Replay,215,2.0337996569586294,10.16899828479315,0.059689817645897425,0.29844908822948735,10.467447373022637
EWC_Replay,300,1.9248642391189932,9.624321195594968,0.060047530328234,0.30023765164117017,9.924558847236138
EWC_Replay,898,2.1469710937837765,10.73485546891888,0.07890566425522162,0.39452832127610843,11.12938379019499
EWC_Replay,2692,2.503370363519837,12.516851817599186,0.10793737964828805,0.5396868982414404,13.056538715840626
LUCIR,100,3.0092957742512225,15.046478871256113,0.9315437577118477,4.657718788559238,19.70419765981535
LUCIR,215,3.762213412260016,18.81106706130008,0.9726810964892308,4.863405482446154,23.674472543746234
LUCIR,300,3.01966736993442,15.098336849672098,1.02103662921985,5.105183146099249,20.203519995771348
LUCIR,898,3.386821113483774,16.934105567418868,1.2542253221538333,6.271126610769166,23.205232178188034
LUCIR,2692,4.04848136164248,20.2424068082124,1.5877106048613785,7.938553024306893,28.180959832519292
Random,100,1.102848719805479,5.514243599027395,0.05482424057523404,0.2741212028761705,5.788364801903565
Random,215,1.1630780218852064,5.815390109426032,0.059138476951668614,0.2956923847583433,6.111082494184375
Random,300,1.1441724485754967,5.720862242877483,0.06360680477321143,0.3180340238660574,6.03889626674354
Random,898,1.264358014980952,6.32179007490476,0.08068748439517279,0.4034374219758643,6.725227496880624
Random,2692,1.4566478193886578,7.283239096943289,0.10946036408344897,0.5473018204172452,7.830540917360534
iCaRL,100,1.7444838446825741,8.72241922341287,0.9429748496462901,4.7148742482314505,13.43729347164432
iCaRL,215,2.6374592794924974,13.187296397462486,1.02853644738098,5.142682236904899,18.329978634367386
iCaRL,300,1.700085929406186,8.50042964703093,1.0314023057172694,5.157011528586348,13.65744117561728
iCaRL,898,1.8690489538229176,9.345244769114588,1.2554547968324687,6.277273984162344,15.622518753276932
iCaRL,2692,2.1810083694967135,10.905041847483565,1.576291625859837,7.881458129299183,18.78649997678275
