dataset,scenario,person,method,vae_sampling,filter,iteration,exemplar_size,each_exemplar_time,whole_exemplar_time,each_task_time,whole_task_time
hhar,2,1, ce_ewc_random,none, none,0,100,5.846409861184656,11.692819722369313,0.1516812493403752,0.3033624986807505
hhar,2,1, ce_ewc_random,none, none,0,393,5.838219769050678,11.676439538101356,0.1680485273711383,0.3360970547422767
hhar,2,1, ce_ewc_random,none, none,0,1547,6.054624181985855,12.10924836397171,0.2210020690535505,0.4420041381071011
hhar,2,1, ce_ewc_random,none, none,0,6085,6.744150676811114,13.488301353622228,0.2688809740977982,0.5377619481955965
hhar,2,1, ce_ewc_random,none, none,0,95,5.979429517189661,11.958859034379325,0.1561639204000433,0.3123278408000866
hhar,2,1, ce_ewc_random,none, none,1,100,5.7168248295784,11.4336496591568,0.1526059466724594,0.3052118933449189
hhar,2,1, ce_ewc_random,none, none,1,393,5.979240279272199,11.958480558544398,0.1689660411638518,0.3379320823277036
hhar,2,1, ce_ewc_random,none, none,1,1547,6.420420954893861,12.840841909787722,0.2210972025783525,0.4421944051567051
hhar,2,1, ce_ewc_random,none, none,1,6085,7.187649793364107,14.375299586728216,0.2684380585638185,0.536876117127637
hhar,2,1, ce_ewc_random,none, none,1,95,5.7175059670582415,11.435011934116485,0.1680096397797266,0.3360192795594533
hhar,2,1, ce_ewc_random,none, none,2,100,4.576953896383444,9.153907792766889,0.1523787398512164,0.3047574797024329
hhar,2,1, ce_ewc_random,none, none,2,393,4.672701134129117,9.345402268258232,0.1694208792410791,0.3388417584821582
hhar,2,1, ce_ewc_random,none, none,2,1547,4.897030666387743,9.794061332775486,0.2228835930840836,0.4457671861681673
hhar,2,1, ce_ewc_random,none, none,2,6085,5.532186412500838,11.064372825001676,0.2705508808294932,0.5411017616589864
hhar,2,1, ce_ewc_random,none, none,2,95,6.086894842920204,12.173789685840408,0.1591188516467809,0.3182377032935619
hhar,2,1, ce_ewc_random,none, none,3,100,4.869700399537881,9.739400799075762,0.1511006863166888,0.3022013726333777
hhar,2,1, ce_ewc_random,none, none,3,393,5.3862424666062,10.7724849332124,0.1722827021343012,0.3445654042686025
hhar,2,1, ce_ewc_random,none, none,3,1547,5.940961818997231,11.88192363799446,0.2243675067192978,0.4487350134385957
hhar,2,1, ce_ewc_random,none, none,3,6085,6.726828189395989,13.453656378791978,0.2695788445727279,0.5391576891454558
hhar,2,1, ce_ewc_random,none, none,3,95,5.788029467004041,11.57605893400808,0.1529356195901831,0.3058712391803662
hhar,2,1, ce_ewc_random,none, none,4,100,6.279884440265596,12.559768880531191,0.1535029318804542,0.3070058637609084
hhar,2,1, ce_ewc_random,none, none,4,393,6.088634970908363,12.177269941816729,0.1743771735889216,0.3487543471778432
hhar,2,1, ce_ewc_random,none, none,4,1547,6.173744363089402,12.347488726178804,0.2264675656540526,0.4529351313081052
hhar,2,1, ce_ewc_random,none, none,4,6085,7.0178162955213335,14.035632591042669,0.2767705572613825,0.5535411145227651
hhar,2,1, ce_ewc_random,none, none,4,95,5.71663010623306,11.43326021246612,0.1651285263399283,0.3302570526798566
hhar,2,1, ce_random,none, none,0,100,3.750393404625356,7.500786809250712,0.1685939752807219,0.3371879505614439
hhar,2,1, ce_random,none, none,0,393,3.945071698135386,7.890143396270772,0.1782650370771686,0.3565300741543372
hhar,2,1, ce_random,none, none,0,1547,4.162851449660957,8.325702899321914,0.2295554261861576,0.4591108523723152
hhar,2,1, ce_random,none, none,0,6085,4.3098117279509705,8.619623455901941,0.27478089852569,0.5495617970513801
hhar,2,1, ce_random,none, none,0,95,4.150601954633991,8.301203909267981,0.1540284546092152,0.3080569092184305
hhar,2,1, ce_random,none, none,1,100,4.308420977120599,8.616841954241197,0.1673415611808498,0.3346831223616997
hhar,2,1, ce_random,none, none,1,393,4.385250113749255,8.77050022749851,0.1788811984471977,0.3577623968943954
hhar,2,1, ce_random,none, none,1,1547,4.365294273590876,8.730588547181751,0.2316337600971261,0.4632675201942523
hhar,2,1, ce_random,none, none,1,6085,4.40771001103955,8.8154200220791,0.2745725574592749,0.5491451149185499
hhar,2,1, ce_random,none, none,1,95,4.022961276148757,8.045922552297514,0.1685323258861899,0.3370646517723799
hhar,2,1, ce_random,none, none,2,100,4.133450653962791,8.266901307925583,0.1683223159983754,0.3366446319967508
hhar,2,1, ce_random,none, none,2,393,4.333211747805278,8.666423495610555,0.1761632018412152,0.3523264036824305
hhar,2,1, ce_random,none, none,2,1547,4.504660931705601,9.009321863411202,0.2266104312199685,0.4532208624399371
hhar,2,1, ce_random,none, none,2,6085,4.929558031897371,9.859116063794742,0.2828868903685361,0.5657737807370722
hhar,2,1, ce_random,none, none,2,95,4.137143702867131,8.274287405734261,0.1542179930334289,0.3084359860668579
hhar,2,1, ce_random,none, none,3,100,4.203488190720479,8.406976381440957,0.1674075874189536,0.3348151748379072
hhar,2,1, ce_random,none, none,3,393,4.228030737520506,8.456061475041013,0.1761226891539991,0.3522453783079982
hhar,2,1, ce_random,none, none,3,1547,4.485973716506527,8.971947433013055,0.2271910923843582,0.4543821847687165
hhar,2,1, ce_random,none, none,3,6085,4.751610818707074,9.503221637414148,0.2722371900919825,0.544474380183965
hhar,2,1, ce_random,none, none,3,95,3.991054249616961,7.982108499233921,0.154052308263878,0.308104616527756
hhar,2,1, ce_random,none, none,4,100,4.200091249557833,8.400182499115665,0.1714246380453308,0.3428492760906617
hhar,2,1, ce_random,none, none,4,393,4.229347429703921,8.458694859407842,0.1780984912688533,0.3561969825377067
hhar,2,1, ce_random,none, none,4,1547,4.349848280578024,8.699696561156047,0.2304672069847583,0.4609344139695167
hhar,2,1, ce_random,none, none,4,6085,4.475913369609043,8.951826739218086,0.2756609690065185,0.5513219380130371
hhar,2,1, ce_random,none, none,4,95,4.225204929895699,8.450409859791398,0.1627807152767976,0.3255614305535952
hhar,2,1, kd_kldiv_icarl,none, none,0,100,7.4012213513876,14.8024427027752,5.129097357826928,10.258194715653856
hhar,2,1, kd_kldiv_icarl,none, none,0,393,7.519503075784693,15.039006151569389,5.766518904082477,11.533037808164954
hhar,2,1, kd_kldiv_icarl,none, none,0,1547,7.9085603555043535,15.817120711008709,8.781445176464816,17.56289035292963
hhar,2,1, kd_kldiv_icarl,none, none,0,6085,8.627717962814495,17.25543592562899,19.287978483348464,38.57595696669693
hhar,2,1, kd_kldiv_icarl,none, none,0,95,12.137178885440033,24.274357770880066,4.714044049863393,9.428088099726786
hhar,2,1, kd_kldiv_icarl,none, none,1,100,7.373795749681691,14.747591499363384,5.3251197614396615,10.650239522879325
hhar,2,1, kd_kldiv_icarl,none, none,1,393,7.716817846242338,15.433635692484676,6.0316197567619385,12.063239513523875
hhar,2,1, kd_kldiv_icarl,none, none,1,1547,8.245838652923704,16.491677305847407,9.205935589969158,18.41187117993832
hhar,2,1, kd_kldiv_icarl,none, none,1,6085,9.407338425470517,18.81467685094104,19.84895045924932,39.69790091849863
