Exemplar_Size,Method,Task 1,Task 2,Task 3,Task 4,Task 5
100,Random,0.9960633644101319,0.4782208228384633,0.33055350291977253,0.2602167502903756,0.2306866129650939
393,Random,0.996884523928011,0.5304644241617253,0.39278565933956916,0.30072461992283583,0.27053317990026843
1547,Random,0.9964085883381667,0.6038659740205841,0.42455361551443954,0.3388549590192118,0.2900038358266206
6085,Random,0.9964068193274256,0.590529722831749,0.4418146463384283,0.3502995712057793,0.3091369390103567
215,Random,0.996704542981342,0.5374215650139409,0.37419137144410997,0.2800763708727535,0.24383199079401605
100,EWC_Replay,0.9968358920548688,0.4823643383923715,0.3468564186955012,0.26693534035506,0.2298810893747602
393,EWC_Replay,0.9970074501162802,0.5537962592863906,0.3897683068505807,0.30416680946901714,0.2691139240506329
1547,EWC_Replay,0.9965739852166998,0.5947348817443711,0.4371991715379197,0.3470250378328105,0.29361718450326035
6085,EWC_Replay,0.996743778076178,0.597865839379096,0.44491333066643196,0.36504531169718923,0.31133103183736094
215,EWC_Replay,0.9967066733649897,0.5358746728274303,0.36684998253049456,0.2791537983056423,0.253970080552359
100,iCaRL,0.997737027056205,0.5497980253874654,0.37330727497058586,0.2976467056293505,0.27075182201764475
393,iCaRL,0.9978621690335906,0.5764269918561351,0.4227035008416142,0.33948846711778535,0.3146835443037974
1547,iCaRL,0.9978368000222452,0.5797473888773415,0.4311391997953771,0.3679255521270587,0.3094092827004219
6085,iCaRL,0.9979270775461175,0.6053441732004995,0.43904618000118967,0.36162343096215255,0.30150747986191023
215,iCaRL,0.998227199484642,0.5664190031210906,0.4044112584110415,0.3295282991690912,0.2884925201380897
100,LUCIR,0.9980527329368656,0.5669846886401779,0.4301894740634389,0.32699141999278697,0.2799386267740697
393,LUCIR,0.998107585862919,0.6007126627348797,0.4258735914187275,0.3381392159695809,0.3079324894514768
1547,LUCIR,0.9980628579125034,0.6433422427953074,0.45254768615474955,0.3670722172894371,0.32306098964326807
6085,LUCIR,0.998061617237592,0.6315805644536432,0.447188650032657,0.3692790380251738,0.32459532029152277
215,LUCIR,0.9981474437343801,0.5553272113647674,0.4133803883011578,0.33194442891816645,0.29658611430763326
100,VAE_BBox,0.9965376540207426,0.9090863275046835,0.5995705685179893,0.4708203048109982,0.4202454929037207
393,VAE_BBox,0.9965376540207426,0.9090863275046835,0.5995705685179893,0.4708203048109982,0.4202454929037207
1547,VAE_BBox,0.9965376540207426,0.9090863275046835,0.5995705685179893,0.4708203048109982,0.4202454929037207
6085,VAE_BBox,0.9965376540207426,0.9090863275046835,0.5995705685179893,0.4708203048109982,0.4202454929037207
215,VAE_BBox,0.9965376540207426,0.9090863275046835,0.5995705685179893,0.4708203048109982,0.4202454929037207
100,VAE_Filter,0.9965689001891815,0.9067495000138464,0.6083906581609767,0.49124063901121107,0.41718833908707326
393,VAE_Filter,0.9965689001891815,0.9067495000138464,0.6083906581609767,0.49124063901121107,0.41718833908707326
1547,VAE_Filter,0.9965689001891815,0.9067495000138464,0.6083906581609767,0.49124063901121107,0.41718833908707326
6085,VAE_Filter,0.9965689001891815,0.9067495000138464,0.6083906581609767,0.49124063901121107,0.41718833908707326
215,VAE_Filter,0.9965689001891815,0.9067495000138464,0.6083906581609767,0.49124063901121107,0.41718833908707326
100,VAE_GMM,0.9966492195054563,0.8870752356355163,0.6125104792763235,0.4602786739299099,0.3992865362485615
393,VAE_GMM,0.9966492195054563,0.8870752356355163,0.6125104792763235,0.4602786739299099,0.3992865362485615
1547,VAE_GMM,0.9966492195054563,0.8870752356355163,0.6125104792763235,0.4602786739299099,0.3992865362485615
6085,VAE_GMM,0.9966492195054563,0.8870752356355163,0.6125104792763235,0.4602786739299099,0.3992865362485615
215,VAE_GMM,0.9966492195054563,0.8870752356355163,0.6125104792763235,0.4602786739299099,0.3992865362485615
