Exemplar_Size,Method,Task 2,Task 3,Task 4,Task 5
100,Random,0.9799682685722702,0.9789972057698174,0.9795466854866159,0.9848563228563016
300,Random,0.934439982643554,0.9522688907014597,0.9632593180733217,0.9721559706941318
898,Random,0.9537168976919126,0.9613802982548775,0.9590123326582477,0.9454658188620446
2692,Random,0.9511270365662767,0.9482050199540937,0.9431750853080498,0.914716858401865
215,Random,0.9668314258606668,0.975703939310793,0.9727444333646322,0.9745662609323247
100,EWC_Replay,0.9800974206276604,0.9790626853560499,0.975366209267032,0.9855014602192449
300,EWC_Replay,0.944996323587389,0.9527856085186973,0.9650368849637178,0.9698996980163438
898,EWC_Replay,0.9594412401791546,0.9649537783161531,0.9654037742448859,0.9582178873502013
2692,EWC_Replay,0.9510882482487883,0.927844243895045,0.9409318686469844,0.9204905577863646
215,EWC_Replay,0.9683577841308868,0.9794814149216683,0.9738239208368241,0.975521565589854
100,iCaRL,0.8550416557686975,0.8738328580855106,0.9098915545342136,0.9035762727809765
300,iCaRL,0.8013577625424537,0.8109655521889497,0.8319664957138985,0.8925653583927615
898,iCaRL,0.8146763520424208,0.8293117602041143,0.8922891178970233,0.8430067140563329
2692,iCaRL,0.7616156802967896,0.7020862655225941,0.8397050776176708,0.8339037749950351
215,iCaRL,0.842403601014125,0.8433922670486304,0.8970983672685324,0.8922560788652736
100,LUCIR,0.9287755138741276,0.9271196819537092,0.9249634426809653,0.9737649740733049
300,LUCIR,0.8831416643142332,0.863175144148112,0.9081505272840293,0.953221891942381
898,LUCIR,0.8937277039538014,0.9069519837971752,0.9264845481071002,0.8967582112175078
2692,LUCIR,0.8406585948254366,0.7455824959711709,0.818260754255668,0.864614284188971
215,LUCIR,0.910511672115074,0.9064307412323237,0.9450706777210561,0.9575996679593491
100,VAE_BBox,0.9940202671204726,0.994587561317269,0.9968608890427342,0.9994525164602165
300,VAE_BBox,0.9940202671204726,0.994587561317269,0.9968608890427342,0.9994525164602165
898,VAE_BBox,0.9940202671204726,0.994587561317269,0.9968608890427342,0.9994525164602165
2692,VAE_BBox,0.9940202671204726,0.994587561317269,0.9968608890427342,0.9994525164602165
215,VAE_BBox,0.9940202671204726,0.994587561317269,0.9968608890427342,0.9994525164602165
100,VAE_Filter,0.9932580224849962,0.993150849742759,0.9892263958210273,0.9954741467849989
300,VAE_Filter,0.9932580224849962,0.993150849742759,0.9892263958210273,0.9954741467849989
898,VAE_Filter,0.9932580224849962,0.993150849742759,0.9892263958210273,0.9954741467849989
2692,VAE_Filter,0.9932580224849962,0.993150849742759,0.9892263958210273,0.9954741467849989
215,VAE_Filter,0.9932580224849962,0.993150849742759,0.9892263958210273,0.9954741467849989
100,VAE_GMM,0.9942226172860732,0.9955267350336527,0.9979903542515427,0.9990110685398041
300,VAE_GMM,0.9942226172860732,0.9955267350336527,0.9979903542515427,0.9990110685398041
898,VAE_GMM,0.9942226172860732,0.9955267350336527,0.9979903542515427,0.9990110685398041
2692,VAE_GMM,0.9942226172860732,0.9955267350336527,0.9979903542515427,0.9990110685398041
215,VAE_GMM,0.9942226172860732,0.9955267350336527,0.9979903542515427,0.9990110685398041
