EWC Replay - 195,EWC Replay - 379,EWC Replay - 737,EWC Replay - 95,Random - 195,Random - 379,Random - 737,Random - 95,iCaRL - 195,iCaRL - 379,iCaRL - 737,iCaRL - 95,LUCIR - 195,LUCIR - 379,LUCIR - 737,LUCIR - 95,VAE - BBox,VAE - Filter,VAE_GMM
0.9846153846153848,0.9804195804195804,0.9762237762237764,0.9776223776223776,0.981818181818182,0.979020979020979,0.986013986013986,0.9832167832167832,0.986013986013986,0.9832167832167832,0.9888111888111888,0.9818181818181818,0.9916083916083916,0.9874125874125872,0.9902097902097902,0.986013986013986,0.9804195804195804,0.9776223776223776,0.9748251748251752
0.982608695652174,0.9843478260869568,0.9860869565217392,0.9860869565217392,0.982608695652174,0.9808695652173912,0.982608695652174,0.9739130434782608,0.982608695652174,0.9860869565217392,0.9843478260869564,0.982608695652174,0.982608695652174,0.982608695652174,0.9843478260869568,0.9843478260869568,0.9826086956521738,0.982608695652174,0.9756521739130436
0.8882352941176471,0.8294117647058824,0.85,0.8926470588235293,0.8647058823529411,0.8897058823529411,0.8573529411764707,0.9029411764705882,0.9102941176470588,0.9338235294117648,0.923529411764706,0.9426470588235294,0.9205882352941176,0.9191176470588236,0.9147058823529411,0.8926470588235296,0.9176470588235294,0.9088235294117648,0.925
0.9151515151515152,0.9078787878787878,0.9272727272727272,0.9175757575757576,0.9236363636363636,0.9042424242424244,0.8921212121212122,0.9175757575757576,0.9115151515151516,0.9236363636363636,0.9369696969696972,0.9066666666666666,0.9345454545454546,0.9175757575757576,0.9175757575757576,0.9163636363636364,0.9103030303030304,0.8945454545454545,0.9066666666666666
0.9395061728395062,0.9283950617283953,0.9271604938271604,0.9209876543209876,0.9283950617283953,0.9160493827160494,0.9246913580246912,0.9320987654320988,0.925925925925926,0.9320987654320988,0.9234567901234568,0.9444444444444444,0.9185185185185184,0.9246913580246916,0.9407407407407408,0.9358024691358026,0.9395061728395062,0.9098765432098764,0.9148148148148147
0.9762237762237762,0.9846153846153848,0.967832167832168,0.979020979020979,0.9762237762237762,0.9776223776223776,0.9776223776223776,0.9720279720279722,0.9734265734265736,0.9832167832167832,0.9818181818181818,0.9776223776223776,0.9846153846153848,0.9818181818181818,0.9832167832167832,0.9832167832167832,0.9804195804195804,0.9748251748251748,0.9776223776223776
0.9234567901234568,0.9197530864197532,0.9246913580246916,0.9209876543209876,0.9222222222222222,0.9197530864197532,0.9135802469135804,0.9271604938271604,0.9209876543209876,0.9234567901234568,0.934567901234568,0.9382716049382716,0.8790123456790123,0.8876543209876543,0.9419753086419752,0.9234567901234568,0.9209876543209876,0.9358024691358026,0.925925925925926
0.9842857142857144,0.9814285714285716,0.9842857142857144,0.9828571428571428,0.9785714285714284,0.98,0.9828571428571428,0.9857142857142858,0.9885714285714288,0.9871428571428572,0.9842857142857144,0.9885714285714288,0.99,0.99,0.99,0.9857142857142858,0.9857142857142858,0.9842857142857142,0.9742857142857144
0.9688524590163932,0.9737704918032788,0.9508196721311476,0.962295081967213,0.9737704918032788,0.960655737704918,0.9688524590163932,0.9737704918032788,0.9704918032786884,0.9721311475409836,0.9704918032786886,0.9672131147540984,0.9803278688524588,0.9721311475409836,0.9803278688524588,0.9721311475409834,0.9557377049180328,0.9737704918032783,0.9688524590163932
0.9748251748251748,0.9790209790209792,0.9804195804195804,0.9804195804195804,0.9762237762237764,0.9748251748251748,0.9874125874125872,0.9804195804195804,0.9846153846153848,0.9818181818181818,0.986013986013986,0.9874125874125876,0.986013986013986,0.9818181818181818,0.9916083916083916,0.9902097902097902,0.9762237762237762,0.9832167832167832,0.9818181818181818
0.9842857142857144,0.9814285714285716,0.9828571428571428,0.9842857142857144,0.9814285714285716,0.9885714285714288,0.9885714285714288,0.9857142857142858,0.9885714285714288,0.9871428571428572,0.9842857142857144,0.9842857142857144,0.9928571428571428,0.9914285714285712,0.99,0.9885714285714288,0.98,0.9828571428571428,0.9842857142857144
0.8881987577639752,0.9043478260869564,0.8968944099378883,0.9229813664596276,0.920496894409938,0.9304347826086956,0.9217391304347826,0.8658385093167702,0.9229813664596274,0.924223602484472,0.9192546583850932,0.9217391304347826,0.9440993788819876,0.9180124223602484,0.9304347826086956,0.9167701863354036,0.9192546583850932,0.9329192546583852,0.9180124223602484
0.9773913043478262,0.9843478260869568,0.982608695652174,0.9808695652173912,0.9843478260869564,0.9808695652173912,0.9808695652173912,0.9826086956521738,0.9860869565217392,0.982608695652174,0.9843478260869568,0.982608695652174,0.982608695652174,0.982608695652174,0.9843478260869568,0.982608695652174,0.9843478260869568,0.9773913043478262,0.9756521739130436
