Exemplar_Size,Method,Task 2,Task 3
100,Random,0.9866336147213691,0.9851651735722284
197,Random,0.9835560705291815,0.982695287272555
390,Random,0.9749869709131314,0.9833824553213099
770,Random,0.9776431043206047,0.9766516372630925
135,Random,0.9740894800791136,0.9861344407117084
100,EWC_Replay,0.9830245877974012,0.9880818402388951
197,EWC_Replay,0.9833780710889714,0.9843609022556392
390,EWC_Replay,0.9810916585006202,0.9846327698679322
770,EWC_Replay,0.9818507513232375,0.9782892009609617
135,EWC_Replay,0.9745118335642214,0.9866959064327485
100,iCaRL,0.7276292417526394,0.9170306084359836
197,iCaRL,0.5298360048476215,0.7740509156879125
390,iCaRL,0.4197125381211985,0.712106492590815
770,iCaRL,0.43178161035517587,0.595926230016705
135,iCaRL,0.5755289334211983,0.8274281086703688
100,LUCIR,0.8469530023508249,0.908675290384911
197,LUCIR,0.8312851179515988,0.9287289301685586
390,LUCIR,0.787689233332437,0.9222245482117197
770,LUCIR,0.8345470823085026,0.8829183661768802
135,LUCIR,0.7859161073374689,0.923553020623454
100,VAE_BBox,0.987958116618242,0.9847160009953964
197,VAE_BBox,0.987958116618242,0.9847160009953964
390,VAE_BBox,0.987958116618242,0.9847160009953964
770,VAE_BBox,0.987958116618242,0.9847160009953964
135,VAE_BBox,0.987958116618242,0.9847160009953964
100,VAE_Filter,0.9846630198761898,0.9854953651860148
197,VAE_Filter,0.9846630198761898,0.9854953651860148
390,VAE_Filter,0.9846630198761898,0.9854953651860148
770,VAE_Filter,0.9846630198761898,0.9854953651860148
135,VAE_Filter,0.9846630198761898,0.9854953651860148
100,VAE_GMM,0.9870668590580888,0.9880552444942143
197,VAE_GMM,0.9870668590580888,0.9880552444942143
390,VAE_GMM,0.9870668590580888,0.9880552444942143
770,VAE_GMM,0.9870668590580888,0.9880552444942143
135,VAE_GMM,0.9870668590580888,0.9880552444942143
