method,exemplar_size,each_exemplar_time,whole_exemplar_time,each_task_time,whole_task_time,total_time
VAE_BBox,100,13.700634866366991,27.401269732733983,12.06042506703424,24.120850134068483,51.52211986680247
VAE_Filter,100,13.534360442349273,27.068720884698546,11.962083234490828,23.924166468981657,50.9928873536802
VAE_GMM,100,14.401663676679547,28.803327353359094,12.336007432162555,24.67201486432511,53.4753422176842
VAE_BBox,237,13.700634866366991,27.401269732733983,12.06042506703424,24.120850134068483,51.52211986680247
VAE_Filter,237,13.534360442349273,27.068720884698546,11.962083234490828,23.924166468981657,50.9928873536802
VAE_GMM,237,14.401663676679547,28.803327353359094,12.336007432162555,24.67201486432511,53.4753422176842
VAE_BBox,562,13.700634866366991,27.401269732733983,12.06042506703424,24.120850134068483,51.52211986680247
VAE_Filter,562,13.534360442349273,27.068720884698546,11.962083234490828,23.924166468981657,50.9928873536802
VAE_GMM,562,14.401663676679547,28.803327353359094,12.336007432162555,24.67201486432511,53.4753422176842
VAE_BBox,1332,13.700634866366991,27.401269732733983,12.06042506703424,24.120850134068483,51.52211986680247
VAE_Filter,1332,13.534360442349273,27.068720884698546,11.962083234490828,23.924166468981657,50.9928873536802
VAE_GMM,1332,14.401663676679547,28.803327353359094,12.336007432162555,24.67201486432511,53.4753422176842
VAE_BBox,95,13.700634866366991,27.401269732733983,12.06042506703424,24.120850134068483,51.52211986680247
VAE_Filter,95,13.534360442349273,27.068720884698546,11.962083234490828,23.924166468981657,50.9928873536802
VAE_GMM,95,14.401663676679547,28.803327353359094,12.336007432162555,24.67201486432511,53.4753422176842
EWC_Replay,95,2.3075943065838267,4.615188613167653,0.050560168996453235,0.10112033799290651,4.71630895116056
EWC_Replay,100,2.2271695873762174,4.454339174752434,0.04846872903406616,0.09693745806813236,4.551276632820566
EWC_Replay,237,2.3293572511648137,4.6587145023296275,0.056386061546703115,0.11277212309340631,4.771486625423034
EWC_Replay,562,2.478118971130914,4.956237942261828,0.06845996811572046,0.13691993623144097,5.093157878493269
EWC_Replay,1332,2.5903443138239286,5.180688627647856,0.07557191734512644,0.15114383469025292,5.3318324623381095
LUCIR,95,3.7535822601492206,7.507164520298441,1.02069303629299,2.04138607258598,9.548550592884421
LUCIR,100,2.9734085525944827,5.946817105188965,1.170296700236698,2.340593400473396,8.287410505662361
LUCIR,237,3.1387855749018487,6.277571149803698,1.195728633062293,2.3914572661245863,8.669028415928285
LUCIR,562,3.207658823856877,6.415317647713754,1.254752672376732,2.509505344753464,8.924822992467217
LUCIR,1332,3.356317080790177,6.712634161580354,1.3338844307356825,2.667768861471365,9.38040302305172
Random,95,1.6532663098350167,3.3065326196700333,0.051301364864533086,0.10260272972906623,3.4091353493990995
Random,100,1.5912373877565067,3.1824747755130134,0.06168951690196987,0.1233790338039398,3.3058538093169534
Random,237,1.62450612935548,3.24901225871096,0.06238176499182975,0.12476352998365955,3.3737757886946196
Random,562,1.707473766439491,3.414947532878982,0.07237114631467392,0.14474229262934787,3.55968982550833
Random,1332,1.7787294263765219,3.557458852753043,0.07866895851058257,0.15733791702116523,3.714796769774208
iCaRL,95,2.581210686241587,5.162421372483174,1.040200349750618,2.080400699501236,7.24282207198441
iCaRL,100,1.8390032884230216,3.6780065768460433,1.1825756101434428,2.3651512202868856,6.043157797132929
iCaRL,237,1.8442718551307915,3.688543710261583,1.210824300069362,2.421648600138724,6.110192310400307
iCaRL,562,1.9105302482222517,3.8210604964445034,1.2766026628182996,2.553205325636599,6.374265822081103
iCaRL,1332,1.9845782742338876,3.969156548467775,1.3606828829521933,2.7213657659043866,6.690522314372162
