Exemplar_Size,Method,Task 2,Task 3
100,Random,0.9682787195379777,0.9733156322388474
195,Random,0.9600344004743623,0.9731640457229759
379,Random,0.9474372097938757,0.9598607567668194
737,Random,0.9409715085395985,0.9332046072129258
135,Random,0.9712617450988845,0.9777530793378578
100,EWC_Replay,0.9649663309849877,0.9747164276949558
195,EWC_Replay,0.9618561579237991,0.9704749004631811
379,EWC_Replay,0.9472175908723995,0.9564446166749868
737,EWC_Replay,0.9413721494949472,0.9375112609358627
135,EWC_Replay,0.970928541423211,0.9774757126437711
100,iCaRL,0.7212074214036115,0.7060537529103715
195,iCaRL,0.6207293791980415,0.506284570926644
379,iCaRL,0.5192151665567107,0.35273746358324676
737,iCaRL,0.5484574503108057,0.2902482877258981
135,iCaRL,0.756535123977751,0.6437468072156537
100,LUCIR,0.8238090936109957,0.878780669652111
195,LUCIR,0.8297976184677173,0.8743294284662668
379,LUCIR,0.8057405594608771,0.7648778430022314
737,LUCIR,0.8032014022155981,0.7613677958328997
135,LUCIR,0.8576870552252384,0.8915387077407464
100,VAE_BBox,0.9696393732524358,0.9749994691354711
195,VAE_BBox,0.9696393732524358,0.9749994691354711
379,VAE_BBox,0.9696393732524358,0.9749994691354711
737,VAE_BBox,0.9696393732524358,0.9749994691354711
135,VAE_BBox,0.9696393732524358,0.9749994691354711
100,VAE_Filter,0.9673576320473695,0.9767177145910692
195,VAE_Filter,0.9673576320473695,0.9767177145910692
379,VAE_Filter,0.9673576320473695,0.9767177145910692
737,VAE_Filter,0.9673576320473695,0.9767177145910692
135,VAE_Filter,0.9673576320473695,0.9767177145910692
100,VAE_GMM,0.9768565670160889,0.9818731851103315
195,VAE_GMM,0.9768565670160889,0.9818731851103315
379,VAE_GMM,0.9768565670160889,0.9818731851103315
737,VAE_GMM,0.9768565670160889,0.9818731851103315
135,VAE_GMM,0.9768565670160889,0.9818731851103315
