Exemplar_Size,Method,Task 2,Task 3
100,Random,0.9743533149653456,0.9766199095029309
303,Random,0.9682206736335245,0.9700845873506487
921,Random,0.9638753500514404,0.9610683059779649
2795,Random,0.9636624160983659,0.9592784824154978
135,Random,0.9737404055432911,0.9755648852280367
100,EWC_Replay,0.9748490240411793,0.9759697664378707
303,EWC_Replay,0.9662207279019008,0.9665384946023831
921,EWC_Replay,0.9619489432056489,0.9604028382208193
2795,EWC_Replay,0.9639603777235346,0.9562727454450889
135,EWC_Replay,0.9734177150277374,0.9773933972422948
100,iCaRL,0.711170194462383,0.9227356176223775
303,iCaRL,0.6651433464784909,0.9319687588225054
921,iCaRL,0.5377434585613659,0.8885526643037274
2795,iCaRL,0.37358883546059757,0.9045797178153492
135,iCaRL,0.6842271188116176,0.8927414558414853
100,LUCIR,0.9345710246196198,0.9618020333073862
303,LUCIR,0.9311938127804799,0.9598406943894549
921,LUCIR,0.868689435557817,0.949032921695034
2795,LUCIR,0.8662223102141374,0.939473060346481
135,LUCIR,0.9317234845285688,0.9588218871198061
100,VAE_BBox,0.9774608540505405,0.981380937656506
303,VAE_BBox,0.9774608540505405,0.981380937656506
921,VAE_BBox,0.9774608540505405,0.981380937656506
2795,VAE_BBox,0.9774608540505405,0.981380937656506
135,VAE_BBox,0.9774608540505405,0.981380937656506
100,VAE_Filter,0.9768926566743031,0.9809021600575615
303,VAE_Filter,0.9768926566743031,0.9809021600575615
921,VAE_Filter,0.9768926566743031,0.9809021600575615
2795,VAE_Filter,0.9768926566743031,0.9809021600575615
135,VAE_Filter,0.9768926566743031,0.9809021600575615
100,VAE_GMM,0.9775792704527925,0.9828284557422634
303,VAE_GMM,0.9775792704527925,0.9828284557422634
921,VAE_GMM,0.9775792704527925,0.9828284557422634
2795,VAE_GMM,0.9775792704527925,0.9828284557422634
135,VAE_GMM,0.9775792704527925,0.9828284557422634
