Exemplar_Size,Method,Task 2,Task 3
100,Random,0.9871963938672079,0.9847326253769508
197,Random,0.9862684113321409,0.9831966889185991
390,Random,0.986705314371035,0.9832521712920351
770,Random,0.9859981795759388,0.9825381519607171
135,Random,0.985120024707172,0.9798487275388187
100,EWC_Replay,0.99093129651247,0.9875627037802618
197,EWC_Replay,0.9856491361993236,0.9829174510816926
390,EWC_Replay,0.9885387448649829,0.9819870893350592
770,EWC_Replay,0.9864198019172054,0.9825840920584423
135,EWC_Replay,0.985498775575266,0.9794087902391413
100,iCaRL,0.7666680415331205,0.7096375063160868
197,iCaRL,0.6898408523801586,0.650867068293644
390,iCaRL,0.6503113650826707,0.46179469251685606
770,iCaRL,0.6560899401534265,0.47000834851317547
135,iCaRL,0.7806280034435312,0.709095957033618
100,LUCIR,0.9179473826710502,0.9359203872687633
197,LUCIR,0.9055815236119472,0.9284929690334321
390,LUCIR,0.948217167371263,0.9291690098890469
770,LUCIR,0.9376751427741573,0.9244446589165568
135,LUCIR,0.9035302386296428,0.9286566580661612
100,VAE_BBox,0.9854081699297679,0.9801916608486293
197,VAE_BBox,0.9854081699297679,0.9801916608486293
390,VAE_BBox,0.9854081699297679,0.9801916608486293
770,VAE_BBox,0.9854081699297679,0.9801916608486293
135,VAE_BBox,0.9854081699297679,0.9801916608486293
100,VAE_Filter,0.9853070958969288,0.9809167181264018
197,VAE_Filter,0.9853070958969288,0.9809167181264018
390,VAE_Filter,0.9853070958969288,0.9809167181264018
770,VAE_Filter,0.9853070958969288,0.9809167181264018
135,VAE_Filter,0.9853070958969288,0.9809167181264018
100,VAE_GMM,0.9866839051740263,0.9832272747896229
197,VAE_GMM,0.9866839051740263,0.9832272747896229
390,VAE_GMM,0.9866839051740263,0.9832272747896229
770,VAE_GMM,0.9866839051740263,0.9832272747896229
135,VAE_GMM,0.9866839051740263,0.9832272747896229
