Exemplar_Size,Method,Task 1,Task 2,Task 3
100,Random,0.9897870384287465,0.7101068342319922,0.4883939393939393
197,Random,0.9920874744303885,0.7489249883175222,0.5153636363636364
390,Random,0.9870133251753707,0.7517335330007188,0.5308484848484848
770,Random,0.9909438086610803,0.7512400802904232,0.5465151515151515
135,Random,0.9899652511562069,0.7265784454695633,0.5063939393939394
100,EWC_Replay,0.9873734188045588,0.7095653545383875,0.47727272727272724
197,EWC_Replay,0.9890324646978522,0.7302386628364387,0.5155454545454545
390,EWC_Replay,0.9896294251413053,0.7442711857481922,0.532060606060606
770,EWC_Replay,0.9901002464558228,0.7446440724453993,0.5481515151515152
135,EWC_Replay,0.992891027093,0.7376051926391002,0.5122727272727272
100,iCaRL,0.9911168962721743,0.6765694548152151,0.4174545454545454
197,iCaRL,0.9931166764196213,0.6897646137044936,0.43684848484848476
390,iCaRL,0.9890247694032778,0.6752536857193423,0.3834545454545454
770,iCaRL,0.9885299691843397,0.6938355487491481,0.36121212121212115
135,iCaRL,0.991215245593754,0.6962708476179519,0.42157575757575755
100,LUCIR,0.9628453634657369,0.7764428541380105,0.5399393939393939
197,LUCIR,0.9556844794625305,0.775068741769043,0.5415151515151515
390,LUCIR,0.9518539751661911,0.7979306818716121,0.574
770,LUCIR,0.9607252805176798,0.8003513527970855,0.5815454545454545
135,LUCIR,0.9596660301559365,0.7625111453328375,0.551121212121212
100,VAE_BBox,0.9900621465111255,0.8446357965521402,0.6553030303030304
197,VAE_BBox,0.9900621465111255,0.8446357965521402,0.6553030303030304
390,VAE_BBox,0.9900621465111255,0.8446357965521402,0.6553030303030304
770,VAE_BBox,0.9900621465111255,0.8446357965521402,0.6553030303030304
135,VAE_BBox,0.9900621465111255,0.8446357965521402,0.6553030303030304
100,VAE_Filter,0.9871656984457113,0.8496436399096906,0.6408787878787879
197,VAE_Filter,0.9871656984457113,0.8496436399096906,0.6408787878787879
390,VAE_Filter,0.9871656984457113,0.8496436399096906,0.6408787878787879
770,VAE_Filter,0.9871656984457113,0.8496436399096906,0.6408787878787879
135,VAE_Filter,0.9871656984457113,0.8496436399096906,0.6408787878787879
100,VAE_GMM,0.991958007857739,0.8954736070457313,0.7252121212121213
197,VAE_GMM,0.991958007857739,0.8954736070457313,0.7252121212121213
390,VAE_GMM,0.991958007857739,0.8954736070457313,0.7252121212121213
770,VAE_GMM,0.991958007857739,0.8954736070457313,0.7252121212121213
135,VAE_GMM,0.991958007857739,0.8954736070457313,0.7252121212121213
