Exemplar_Size,Method,Task 2,Task 3,Task 4
100,Random,0.6170650932810903,0.32103932096016474,0.19116018346034525
195,Random,0.6261707645158006,0.35369218663151375,0.2000081974875191
379,Random,0.6177945006445245,0.35560169990002316,0.20240071078023358
737,Random,0.6432904623130042,0.3563711036196162,0.20434430058985747
175,Random,0.6084731112115236,0.34296290627204845,0.19869914809941006
100,EWC_Replay,0.6005739616679242,0.3260900848221985,0.19378149267788355
195,EWC_Replay,0.6215790672720449,0.3490220273123465,0.20956226261016
379,EWC_Replay,0.6406208399556285,0.3505223462735495,0.20787511771989997
737,EWC_Replay,0.6456676329018766,0.3628809691389369,0.21014537490155571
175,EWC_Replay,0.5999394277418106,0.33823482829092094,0.19858546976991362
100,iCaRL,0.5235243636940907,0.3121056295537649,0.20501108975774493
195,iCaRL,0.5822622390933898,0.33405548970503146,0.1964171422634101
379,iCaRL,0.5547819939341092,0.2753545270065227,0.20095512004694863
737,iCaRL,0.5536121444626925,0.2875854975126278,0.19478959273727184
175,iCaRL,0.571730790839982,0.3295422478523389,0.1973561460781329
100,LUCIR,0.6530108320414826,0.344383798882748,0.1936657307004602
195,LUCIR,0.6483578228419464,0.3436557171972798,0.2117592581289824
379,LUCIR,0.7022451711644556,0.3705986290054029,0.207087792063014
737,LUCIR,0.6716593308107118,0.38328722230611023,0.21132872833753705
175,LUCIR,0.6379479391418421,0.35570950784599,0.19476158235143562
100,VAE_BBox,0.6109021986585894,0.3992608146809562,0.24823895186150374
195,VAE_BBox,0.6109021986585894,0.3992608146809562,0.24823895186150374
379,VAE_BBox,0.6109021986585894,0.3992608146809562,0.24823895186150374
737,VAE_BBox,0.6109021986585894,0.3992608146809562,0.24823895186150374
175,VAE_BBox,0.6109021986585894,0.3992608146809562,0.24823895186150374
100,VAE_Filter,0.6044793188983971,0.3946865126358479,0.2519691731234209
195,VAE_Filter,0.6044793188983971,0.3946865126358479,0.2519691731234209
379,VAE_Filter,0.6044793188983971,0.3946865126358479,0.2519691731234209
737,VAE_Filter,0.6044793188983971,0.3946865126358479,0.2519691731234209
175,VAE_Filter,0.6044793188983971,0.3946865126358479,0.2519691731234209
100,VAE_GMM,0.7259307076410183,0.596090571546607,0.45692619111037325
195,VAE_GMM,0.7259307076410183,0.596090571546607,0.45692619111037325
379,VAE_GMM,0.7259307076410183,0.596090571546607,0.45692619111037325
737,VAE_GMM,0.7259307076410183,0.596090571546607,0.45692619111037325
175,VAE_GMM,0.7259307076410183,0.596090571546607,0.45692619111037325
