Exemplar_Size,Method,Task 2,Task 3
100,Random,0.4688444978283521,0.24334750021487203
197,Random,0.5036369221336733,0.2608259602440562
390,Random,0.5200057799791893,0.2665038906100882
770,Random,0.545041334805674,0.2753320869992752
135,Random,0.4962288946559557,0.24734502789289453
100,EWC_Replay,0.45489851861752334,0.24523232554348665
197,EWC_Replay,0.48938744685845476,0.2633899736896948
390,EWC_Replay,0.5238477006285235,0.24689584896752115
770,EWC_Replay,0.5382573728641251,0.2705296464377974
135,EWC_Replay,0.4824148268466455,0.24434763253557162
100,iCaRL,0.5081744035627762,0.20861318310241045
197,iCaRL,0.5219360478192595,0.2112469492712608
390,iCaRL,0.5390093527666425,0.21344357607779013
770,iCaRL,0.5273906060982294,0.216177014064842
135,iCaRL,0.507514826843095,0.21418162352599432
100,LUCIR,0.6063602150101202,0.3083861215345257
197,LUCIR,0.6102186860332731,0.30436224264225054
390,LUCIR,0.632856557859608,0.2938599891567604
770,LUCIR,0.6490594037934472,0.3344834648128721
135,LUCIR,0.5876245052544983,0.30442391259111695
100,VAE_BBox,0.6487997443303278,0.5192267832745956
197,VAE_BBox,0.6487997443303278,0.5192267832745956
390,VAE_BBox,0.6487997443303278,0.5192267832745956
770,VAE_BBox,0.6487997443303278,0.5192267832745956
135,VAE_BBox,0.6487997443303278,0.5192267832745956
100,VAE_Filter,0.6762991648318943,0.5248945158313078
197,VAE_Filter,0.6762991648318943,0.5248945158313078
390,VAE_Filter,0.6762991648318943,0.5248945158313078
770,VAE_Filter,0.6762991648318943,0.5248945158313078
135,VAE_Filter,0.6762991648318943,0.5248945158313078
100,VAE_GMM,0.7904938563223285,0.6721542220108524
197,VAE_GMM,0.7904938563223285,0.6721542220108524
390,VAE_GMM,0.7904938563223285,0.6721542220108524
770,VAE_GMM,0.7904938563223285,0.6721542220108524
135,VAE_GMM,0.7904938563223285,0.6721542220108524
