Exemplar_Size,Method,Task 1,Task 2
100,Random,0.9918651093706328,0.5551054852320675
393,Random,0.9919942996391153,0.5667855772919064
1547,Random,0.9914203247766035,0.5781588032220945
6085,Random,0.9922850338176036,0.5883122362869198
95,Random,0.9917898788903982,0.5514230916762561
100,EWC_Replay,0.991719627763798,0.5542309167625624
393,EWC_Replay,0.991783451871492,0.567265055619486
1547,EWC_Replay,0.9914059207990361,0.5787073264288455
6085,EWC_Replay,0.9913138334350222,0.5851131568853087
95,EWC_Replay,0.9917776699378984,0.5510280015343306
100,iCaRL,0.9956657466282338,0.578500191791331
393,iCaRL,0.9956091860694662,0.576777905638665
1547,iCaRL,0.9956336625315972,0.5901917913310318
6085,iCaRL,0.9953322190419404,0.5801380897583429
95,iCaRL,0.9951216822930253,0.5710855389336402
100,LUCIR,0.995935159537354,0.5937514384349828
393,LUCIR,0.9961213371728077,0.6065669351745301
1547,LUCIR,0.995900039410957,0.6011699271192942
6085,LUCIR,0.9956015779678692,0.6080322209436133
95,LUCIR,0.9955210963021138,0.5916647487533563
100,VAE_BBox,0.9920066940934099,0.8033294975067127
393,VAE_BBox,0.9920066940934099,0.8033294975067127
1547,VAE_BBox,0.9920066940934099,0.8033294975067127
6085,VAE_BBox,0.9920066940934099,0.8033294975067127
95,VAE_BBox,0.9920066940934099,0.8033294975067127
100,VAE_Filter,0.9917890134752377,0.8070771001150748
393,VAE_Filter,0.9917890134752377,0.8070771001150748
1547,VAE_Filter,0.9917890134752377,0.8070771001150748
6085,VAE_Filter,0.9917890134752377,0.8070771001150748
95,VAE_Filter,0.9917890134752377,0.8070771001150748
100,VAE_GMM,0.9914158716066701,0.8779209819716148
393,VAE_GMM,0.9914158716066701,0.8779209819716148
1547,VAE_GMM,0.9914158716066701,0.8779209819716148
6085,VAE_GMM,0.9914158716066701,0.8779209819716148
95,VAE_GMM,0.9914158716066701,0.8779209819716148
