Exemplar_Size,Method,Task 2,Task 3,Task 4,Task 5
100,Random,0.347178334916253,0.16814659179995084,0.13299858475272358,0.11889387137292988
235,Random,0.3668877126239136,0.21562199942931182,0.17958755861683548,0.14609711641581444
554,Random,0.428484339100864,0.2757010975634066,0.21801220120605105,0.1948135244539418
1303,Random,0.3207094137658812,0.2622537141825052,0.2004554570702441,0.194658108397753
215,Random,0.3810720243890155,0.22510712232161545,0.1683643679650165,0.12918801899296914
100,EWC_Replay,0.2570415628612354,0.1459786951025489,0.1674250966173795,0.12013950839148452
235,EWC_Replay,0.3475642936218641,0.19681243990476124,0.18777039149936123,0.1356032393788578
554,EWC_Replay,0.34049948270590863,0.2666476585340788,0.18603615955071762,0.1720675786613798
1303,EWC_Replay,0.37170177754879474,0.25946492257829745,0.18765744683932567,0.1877289340430167
215,EWC_Replay,0.3185143224016772,0.24904050187640628,0.15526507091982691,0.11195066121132374
100,iCaRL,0.4512194596640778,0.25826083854238285,0.1628271530430876,0.14844632643584296
235,iCaRL,0.6224712893670683,0.3019438362467489,0.14633731904019714,0.1326295701231289
554,iCaRL,0.5819357414047015,0.2705465854307761,0.16802480894862312,0.10761233256998647
1303,iCaRL,0.6287516635746756,0.30974675445610433,0.1768906012318398,0.13722945220348112
215,iCaRL,0.5848488578030278,0.31268314239755984,0.19986831048462683,0.1415780780528375
100,LUCIR,0.5339050835860651,0.3863392278524512,0.22993789645431803,0.15342869960804692
235,LUCIR,0.5140871858281822,0.29816725783098336,0.2251610508602329,0.15410843311470643
554,LUCIR,0.4311843897856848,0.312587211282109,0.20036682778663428,0.18273732408934812
1303,LUCIR,0.515622831300038,0.3428988104506176,0.22035899828814015,0.19725409016356846
215,LUCIR,0.5737134762642229,0.307506414698398,0.24681554208981954,0.17512343703003272
100,VAE_BBox,0.7260048825861198,0.44982957257705425,0.3142623466414418,0.2462865131793925
235,VAE_BBox,0.7260048825861198,0.44982957257705425,0.3142623466414418,0.2462865131793925
554,VAE_BBox,0.7260048825861198,0.44982957257705425,0.3142623466414418,0.2462865131793925
1303,VAE_BBox,0.7260048825861198,0.44982957257705425,0.3142623466414418,0.2462865131793925
215,VAE_BBox,0.7260048825861198,0.44982957257705425,0.3142623466414418,0.2462865131793925
100,VAE_Filter,0.7192149894996178,0.4663220169202088,0.33076434538750615,0.24670192361789572
235,VAE_Filter,0.7192149894996178,0.4663220169202088,0.33076434538750615,0.24670192361789572
554,VAE_Filter,0.7192149894996178,0.4663220169202088,0.33076434538750615,0.24670192361789572
1303,VAE_Filter,0.7192149894996178,0.4663220169202088,0.33076434538750615,0.24670192361789572
215,VAE_Filter,0.7192149894996178,0.4663220169202088,0.33076434538750615,0.24670192361789572
100,VAE_GMM,0.8135305698257526,0.6498212317848447,0.5395568897444468,0.41584720434623873
235,VAE_GMM,0.8135305698257526,0.6498212317848447,0.5395568897444468,0.41584720434623873
554,VAE_GMM,0.8135305698257526,0.6498212317848447,0.5395568897444468,0.41584720434623873
1303,VAE_GMM,0.8135305698257526,0.6498212317848447,0.5395568897444468,0.41584720434623873
215,VAE_GMM,0.8135305698257526,0.6498212317848447,0.5395568897444468,0.41584720434623873
