Exemplar_Size,Method,Task 1,Task 2,Task 3,Task 4,Task 5
100,Random,0.9308157130868696,0.6285000419745652,0.41615726721710306,0.3310062899921168,0.2896953405017921
235,Random,0.9298955137716952,0.6181559909118906,0.43928167939026846,0.3627709025821473,0.30851254480286733
554,Random,0.9319105874989976,0.6459265946875932,0.4678925914392406,0.3837499845513583,0.3419354838709677
1303,Random,0.9336810913707082,0.5941519314227042,0.4587878461325161,0.36477506992893416,0.3345878136200717
215,Random,0.9338496507656362,0.624123828162524,0.4451525817246689,0.35552410097932946,0.29578853046594983
100,EWC_Replay,0.9318570119901474,0.5796233314096352,0.4019950000322431,0.35801048814383335,0.2913978494623655
235,EWC_Replay,0.9309870658996231,0.6084944869947474,0.4276810389045202,0.36950272651494925,0.30188172043010747
554,EWC_Replay,0.9280813511388164,0.6097776197656446,0.46324207915101234,0.3595763168644886,0.32186379928315406
1303,EWC_Replay,0.9274965742731135,0.6237933318228683,0.45267697968440174,0.3536613633350398,0.3273297491039427
215,EWC_Replay,0.9250787275093451,0.595939585025984,0.4613618831314938,0.3446828514440091,0.28324372759856625
100,iCaRL,0.9308733828931018,0.6188740451971477,0.40548057919170516,0.29023764050052114,0.2565412186379928
235,iCaRL,0.9322705749636796,0.5585919393138775,0.38129836847328685,0.2690495022505861,0.203673835125448
554,iCaRL,0.9318466782573236,0.5460839330724562,0.34072221312808953,0.21617776608982933,0.16460573476702503
1303,iCaRL,0.9327191067080759,0.5716131576324711,0.3107469522479253,0.23496563650080923,0.17965949820788527
215,iCaRL,0.9356826609593638,0.5709968794732594,0.38325047239090443,0.2564990165553106,0.21487455197132613
100,LUCIR,0.9334519042201096,0.5817225266209584,0.44356690113495356,0.3422648491674911,0.29820788530465947
235,LUCIR,0.9239371243911895,0.5315969720325756,0.40233562609133716,0.33238625201765426,0.28405017921146947
554,LUCIR,0.9271756695120289,0.5328197145821347,0.41254675706634825,0.3149802671370128,0.29560931899641574
1303,LUCIR,0.9253216036254267,0.5614855119028606,0.41637589547776976,0.3162708312964936,0.2993727598566308
215,LUCIR,0.9428857563193888,0.5738220469113197,0.40107628323699634,0.34360599143527604,0.2871863799283154
100,VAE_BBox,0.9298896259636654,0.8318389430346497,0.6132433013324525,0.4732995059595437,0.3936379928315412
235,VAE_BBox,0.9298896259636654,0.8318389430346497,0.6132433013324525,0.4732995059595437,0.3936379928315412
554,VAE_BBox,0.9298896259636654,0.8318389430346497,0.6132433013324525,0.4732995059595437,0.3936379928315412
1303,VAE_BBox,0.9298896259636654,0.8318389430346497,0.6132433013324525,0.4732995059595437,0.3936379928315412
215,VAE_BBox,0.9298896259636654,0.8318389430346497,0.6132433013324525,0.4732995059595437,0.3936379928315412
100,VAE_Filter,0.9330497064605859,0.8265361338072782,0.6239708088592635,0.485161490812547,0.3941756272401433
235,VAE_Filter,0.9330497064605859,0.8265361338072782,0.6239708088592635,0.485161490812547,0.3941756272401433
554,VAE_Filter,0.9330497064605859,0.8265361338072782,0.6239708088592635,0.485161490812547,0.3941756272401433
1303,VAE_Filter,0.9330497064605859,0.8265361338072782,0.6239708088592635,0.485161490812547,0.3941756272401433
215,VAE_Filter,0.9330497064605859,0.8265361338072782,0.6239708088592635,0.485161490812547,0.3941756272401433
100,VAE_GMM,0.929478639794531,0.877637343933343,0.7483053494807147,0.6421373822365606,0.5282974910394265
235,VAE_GMM,0.929478639794531,0.877637343933343,0.7483053494807147,0.6421373822365606,0.5282974910394265
554,VAE_GMM,0.929478639794531,0.877637343933343,0.7483053494807147,0.6421373822365606,0.5282974910394265
1303,VAE_GMM,0.929478639794531,0.877637343933343,0.7483053494807147,0.6421373822365606,0.5282974910394265
215,VAE_GMM,0.929478639794531,0.877637343933343,0.7483053494807147,0.6421373822365606,0.5282974910394265
