Exemplar_Size,Method,Task 2,Task 3,Task 4
100,Random,0.9877864874953342,0.9855701754385965,0.9869736842105262
197,Random,0.9819134716223182,0.9743201754385964,0.982837131244186
390,Random,0.9797103870788082,0.9726716614230612,0.984506752993595
770,Random,0.9723309908758825,0.9733126329416923,0.9755041541937168
175,Random,0.9822699108883319,0.9789035087719299,0.9815983887022521
100,EWC_Replay,0.9866783314669653,0.9855672203558542,0.9880921052631579
197,EWC_Replay,0.9829283314669653,0.9788968950153161,0.9834985069055618
390,EWC_Replay,0.9797909611150669,0.971464299045486,0.982748197325465
770,EWC_Replay,0.9782395335264876,0.9774462308252903,0.9778705890717616
175,EWC_Replay,0.9819164267050605,0.9839365775549986,0.980090459600538
100,iCaRL,0.7512321139728755,0.6450116648002986,0.8843361950976732
197,iCaRL,0.5758697815321226,0.5511602361487086,0.759679236507344
390,iCaRL,0.606473406956412,0.4860413571301359,0.7229780925683699
770,iCaRL,0.5596791981692515,0.4561583771868832,0.5741302881735001
175,iCaRL,0.5994460285047203,0.5501830966304649,0.7770181659823318
100,LUCIR,0.9068350092307671,0.9164035087719299,0.964759270760687
197,LUCIR,0.8879929128550761,0.8977634789762614,0.8967190591553282
390,LUCIR,0.8697775763285283,0.8696392015186067,0.9027445451864956
770,LUCIR,0.9367737562861402,0.9177012122504844,0.8708460903336076
175,LUCIR,0.9222543900601177,0.9106338149294806,0.9343975656705384
100,VAE_BBox,0.9823357003620162,0.9764365775549987,0.9805977413984134
197,VAE_BBox,0.9823357003620162,0.9764365775549987,0.9805977413984134
390,VAE_BBox,0.9823357003620162,0.9764365775549987,0.9805977413984134
770,VAE_BBox,0.9823357003620162,0.9764365775549987,0.9805977413984134
175,VAE_BBox,0.9823357003620162,0.9764365775549987,0.9805977413984134
100,VAE_Filter,0.9879643553327764,0.9773026315789474,0.9794898001504945
197,VAE_Filter,0.9879643553327764,0.9773026315789474,0.9794898001504945
390,VAE_Filter,0.9879643553327764,0.9773026315789474,0.9794898001504945
770,VAE_Filter,0.9879643553327764,0.9773026315789474,0.9794898001504945
175,VAE_Filter,0.9879643553327764,0.9773026315789474,0.9794898001504945
100,VAE_GMM,0.9921555318033646,0.9926535087719298,0.9860243249968895
197,VAE_GMM,0.9921555318033646,0.9926535087719298,0.9860243249968895
390,VAE_GMM,0.9921555318033646,0.9926535087719298,0.9860243249968895
770,VAE_GMM,0.9921555318033646,0.9926535087719298,0.9860243249968895
175,VAE_GMM,0.9921555318033646,0.9926535087719298,0.9860243249968895
