Exemplar_Size,Method,Task 2,Task 3,Task 4
100,Random,0.5924132837586119,0.2632745653841972,0.1855359629780996
197,Random,0.5395046712610866,0.26707580234904965,0.17457917751817043
390,Random,0.5318901555997166,0.26599453307498894,0.1693150263062962
770,Random,0.5776980814178239,0.28539931152059306,0.18125239831565562
175,Random,0.5672794346417115,0.2765250484024863,0.17649950735325579
100,EWC_Replay,0.5996991370117699,0.26559043837908136,0.18454311239304474
197,EWC_Replay,0.571343363840543,0.285872822908429,0.17233709265422664
390,EWC_Replay,0.5675414914364941,0.2795731915281985,0.17012460736424664
770,EWC_Replay,0.5785731714208558,0.28533170449357825,0.17907452538991894
175,EWC_Replay,0.5325034532003236,0.26317062380432205,0.172070656380898
100,iCaRL,0.5648781489932978,0.3198724129938801,0.1876793986730892
197,iCaRL,0.5820640368653408,0.31083968716524507,0.18918696452122233
390,iCaRL,0.5538958993248453,0.2986744342095488,0.21161769814574904
770,iCaRL,0.5058402511459918,0.2590127867393537,0.20223577819318683
175,iCaRL,0.5751382724628638,0.3002926699976376,0.1884958008759135
100,LUCIR,0.6508100997376227,0.29534532430691585,0.20811842758707907
197,LUCIR,0.623769561805563,0.2950382223690093,0.20330306300495846
390,LUCIR,0.6313958422435029,0.29278753931723656,0.1909737387340956
770,LUCIR,0.6308437725117174,0.3122783263460901,0.20719825620106355
175,LUCIR,0.5968960057304133,0.2926124312104267,0.19562272440985437
100,VAE_BBox,0.6843355855862197,0.4920954883890955,0.3253183687416579
197,VAE_BBox,0.6843355855862197,0.4920954883890955,0.3253183687416579
390,VAE_BBox,0.6843355855862197,0.4920954883890955,0.3253183687416579
770,VAE_BBox,0.6843355855862197,0.4920954883890955,0.3253183687416579
175,VAE_BBox,0.6843355855862197,0.4920954883890955,0.3253183687416579
100,VAE_Filter,0.6955769915365658,0.4915986820527885,0.33100906454595125
197,VAE_Filter,0.6955769915365658,0.4915986820527885,0.33100906454595125
390,VAE_Filter,0.6955769915365658,0.4915986820527885,0.33100906454595125
770,VAE_Filter,0.6955769915365658,0.4915986820527885,0.33100906454595125
175,VAE_Filter,0.6955769915365658,0.4915986820527885,0.33100906454595125
100,VAE_GMM,0.8364431389440512,0.7091681218624325,0.5770706094787476
197,VAE_GMM,0.8364431389440512,0.7091681218624325,0.5770706094787476
390,VAE_GMM,0.8364431389440512,0.7091681218624325,0.5770706094787476
770,VAE_GMM,0.8364431389440512,0.7091681218624325,0.5770706094787476
175,VAE_GMM,0.8364431389440512,0.7091681218624325,0.5770706094787476
