Exemplar_Size,Method,Task 1,Task 2
100,Random,0.9872226320302778,0.5982547993019197
299,Random,0.9888952335468976,0.6271815008726004
894,Random,0.9879914354940554,0.6573734729493892
2674,Random,0.9875777750335266,0.6928883071553229
95,Random,0.9881187477129161,0.5765270506108203
100,EWC_Replay,0.9874498587445862,0.5891361256544503
299,EWC_Replay,0.9888748889280641,0.6147469458987783
894,EWC_Replay,0.9878091453751531,0.6432373472949389
2674,EWC_Replay,0.9874817243734008,0.6927574171029669
95,EWC_Replay,0.9871823104496295,0.5960296684118673
100,iCaRL,0.9906399339708994,0.5162739965095986
299,iCaRL,0.9904772011249942,0.4643106457242583
894,iCaRL,0.9913621582361992,0.4007853403141361
2674,iCaRL,0.9905629332473268,0.3899214659685864
95,iCaRL,0.9923601017301652,0.506719022687609
100,LUCIR,0.9885077608551965,0.6730802792321117
299,LUCIR,0.9901427199289599,0.6758726003490402
894,LUCIR,0.9916643395338995,0.6900959860383945
2674,LUCIR,0.9911950651264206,0.6986910994764398
95,LUCIR,0.9899436137066382,0.6540575916230367
100,VAE_BBox,0.9881832217085417,0.8144502617801046
299,VAE_BBox,0.9881832217085417,0.8144502617801046
894,VAE_BBox,0.9881832217085417,0.8144502617801046
2674,VAE_BBox,0.9881832217085417,0.8144502617801046
95,VAE_BBox,0.9881832217085417,0.8144502617801046
100,VAE_Filter,0.9882463526339762,0.8162129144851658
299,VAE_Filter,0.9882463526339762,0.8162129144851658
894,VAE_Filter,0.9882463526339762,0.8162129144851658
2674,VAE_Filter,0.9882463526339762,0.8162129144851658
95,VAE_Filter,0.9882463526339762,0.8162129144851658
100,VAE_GMM,0.9876911113255727,0.9392931937172775
299,VAE_GMM,0.9876911113255727,0.9392931937172775
894,VAE_GMM,0.9876911113255727,0.9392931937172775
2674,VAE_GMM,0.9876911113255727,0.9392931937172775
95,VAE_GMM,0.9876911113255727,0.9392931937172775
