Exemplar_Size,Method,Task 2,Task 3,Task 4,Task 5
100,Random,0.9933252571187526,0.9936239480815862,0.9933370463435878,0.9949517232798308
191,Random,0.9961597315161282,0.9902574260205089,0.989733566098259,0.9961284501254867
366,Random,0.9949197916951175,0.9917244777962897,0.9879388999657074,0.9907843882106235
699,Random,0.9949116927199507,0.9944300256132461,0.9895071407544982,0.9851001382326253
215,Random,0.9945404592175822,0.9780781674390092,0.9767519346498056,0.9936158225524026
100,EWC_Replay,0.9942064218234568,0.9961008149807142,0.9934613464555698,0.9955523106546855
191,EWC_Replay,0.9944323881620676,0.9942022224953493,0.9949471946819132,0.9965731843880589
366,EWC_Replay,0.9934127404655906,0.9911464620945202,0.9841230300712862,0.9913990651468665
699,EWC_Replay,0.9959583830272793,0.9951548015732118,0.9918685416837371,0.9834352719283073
215,EWC_Replay,0.9946187336313452,0.9842881945392803,0.9809891242333476,0.9923346526886321
100,iCaRL,0.8800426275427369,0.8604082209719074,0.7492238329130212,0.8693760435728657
191,iCaRL,0.7432735541717119,0.717537187762695,0.6213985044777659,0.7861808950676292
366,iCaRL,0.707469607789583,0.6793742970772373,0.4917667699997269,0.7266591238084834
699,iCaRL,0.7423758182430649,0.6573676251908096,0.46061434918380534,0.5223815228045897
215,iCaRL,0.7879466438757333,0.6586512099527491,0.5618701334073811,0.7799423057080515
100,LUCIR,0.8694213348628447,0.891889891872043,0.8866168278116152,0.9264315414682702
191,LUCIR,0.8943855779823195,0.862593621118182,0.899314755384396,0.9359048106774461
366,LUCIR,0.8937025024505565,0.8902915828318417,0.8868875209776734,0.9116574903570985
699,LUCIR,0.8684174701153506,0.8919943356488437,0.9078101531939172,0.8351257446505037
215,LUCIR,0.8882211175751176,0.7800653797831372,0.7907116097196807,0.9111078062740314
100,VAE_BBox,0.9977592400392089,0.982522915357933,0.9350772494287093,0.9606140350877193
191,VAE_BBox,0.9977592400392089,0.982522915357933,0.9350772494287093,0.9606140350877193
366,VAE_BBox,0.9977592400392089,0.982522915357933,0.9350772494287093,0.9606140350877193
699,VAE_BBox,0.9977592400392089,0.982522915357933,0.9350772494287093,0.9606140350877193
215,VAE_BBox,0.9977592400392089,0.982522915357933,0.9350772494287093,0.9606140350877193
100,VAE_Filter,0.9952747915889013,0.9583287918377504,0.9657874859263711,0.9731812243374394
191,VAE_Filter,0.9952747915889013,0.9583287918377504,0.9657874859263711,0.9731812243374394
366,VAE_Filter,0.9952747915889013,0.9583287918377504,0.9657874859263711,0.9731812243374394
699,VAE_Filter,0.9952747915889013,0.9583287918377504,0.9657874859263711,0.9731812243374394
215,VAE_Filter,0.9952747915889013,0.9583287918377504,0.9657874859263711,0.9731812243374394
100,VAE_GMM,0.9989078014184397,0.9991869918699188,0.9965194739573376,0.9981351986392204
191,VAE_GMM,0.9989078014184397,0.9991869918699188,0.9965194739573376,0.9981351986392204
366,VAE_GMM,0.9989078014184397,0.9991869918699188,0.9965194739573376,0.9981351986392204
699,VAE_GMM,0.9989078014184397,0.9991869918699188,0.9965194739573376,0.9981351986392204
215,VAE_GMM,0.9989078014184397,0.9991869918699188,0.9965194739573376,0.9981351986392204
