Exemplar_Size,Method,Task 2,Task 3,Task 4,Task 5
100,Random,0.45143293565023845,0.3230124718573953,0.26879397407747946,0.2087384196243384
299,Random,0.5318443121433851,0.3851953311604779,0.25213970759144216,0.2068191793248929
894,Random,0.5865919287586414,0.3763540967707674,0.3084449805259115,0.20640747076537233
2674,Random,0.5693754435927604,0.42873262200938284,0.3079390385971366,0.24763295682448136
215,Random,0.52382025091142,0.3672107381999092,0.28961290121925654,0.24269942954699414
100,EWC_Replay,0.5394299815185999,0.3759981838810683,0.2864738797046528,0.21227412573765378
299,EWC_Replay,0.5616025296143694,0.3695353116420607,0.3040911004106634,0.23910870964987901
894,EWC_Replay,0.5788098838751221,0.3751295346722637,0.3037421169837578,0.24656220346120342
2674,EWC_Replay,0.5603084576801876,0.42385191689310237,0.31928836487781037,0.24575987024572613
215,EWC_Replay,0.5434524857391653,0.3546659389562648,0.2771330671785164,0.19428105849891583
100,iCaRL,0.49012617674777353,0.27669812522928916,0.21215421187136127,0.14696024930877863
299,iCaRL,0.5370951292897974,0.32618294580795776,0.20754066012808667,0.18852086692928569
894,iCaRL,0.5195097279994821,0.25123289049709246,0.1548141734637308,0.15699362570440964
2674,iCaRL,0.5200855705702642,0.26078689314105724,0.20783084289245765,0.13983621725002557
215,iCaRL,0.4872294546100037,0.3469860433045148,0.21431641442349303,0.18195133386456913
100,LUCIR,0.5585362286991902,0.42740931581439523,0.29800753976342237,0.21498810586235226
299,LUCIR,0.6307759065655747,0.43698231782037517,0.3129682619055861,0.24757900939900523
894,LUCIR,0.5973047762359645,0.4671127714985255,0.35015469403182087,0.24828177918014047
2674,LUCIR,0.6477377274584786,0.44057381816717567,0.3210920016179155,0.2622116863180968
215,LUCIR,0.6584402601075152,0.4217310719926925,0.3372876081323254,0.2544326603283014
100,VAE_BBox,0.80277971921475,0.5670727298013565,0.40880293054333205,0.33590313119322324
299,VAE_BBox,0.80277971921475,0.5670727298013565,0.40880293054333205,0.33590313119322324
894,VAE_BBox,0.80277971921475,0.5670727298013565,0.40880293054333205,0.33590313119322324
2674,VAE_BBox,0.80277971921475,0.5670727298013565,0.40880293054333205,0.33590313119322324
215,VAE_BBox,0.80277971921475,0.5670727298013565,0.40880293054333205,0.33590313119322324
100,VAE_Filter,0.8105813405811756,0.5475873832008847,0.38719437438610266,0.3110503663863381
299,VAE_Filter,0.8105813405811756,0.5475873832008847,0.38719437438610266,0.3110503663863381
894,VAE_Filter,0.8105813405811756,0.5475873832008847,0.38719437438610266,0.3110503663863381
2674,VAE_Filter,0.8105813405811756,0.5475873832008847,0.38719437438610266,0.3110503663863381
215,VAE_Filter,0.8105813405811756,0.5475873832008847,0.38719437438610266,0.3110503663863381
100,VAE_GMM,0.9384167502584968,0.725192976052107,0.5704746987909185,0.4972493037318273
299,VAE_GMM,0.9384167502584968,0.725192976052107,0.5704746987909185,0.4972493037318273
894,VAE_GMM,0.9384167502584968,0.725192976052107,0.5704746987909185,0.4972493037318273
2674,VAE_GMM,0.9384167502584968,0.725192976052107,0.5704746987909185,0.4972493037318273
215,VAE_GMM,0.9384167502584968,0.725192976052107,0.5704746987909185,0.4972493037318273
