Exemplar_Size,Method,Task 1,Task 2,Task 3,Task 4
100,Random,0.9599560912237776,0.6709319810949089,0.4608417598264924,0.20882103477523323
240,Random,0.9608587791397727,0.6812283743571734,0.5043621002678612,0.21391009329940625
575,Random,0.9585561331061766,0.6748462629534842,0.5258543763051848,0.23443596268023745
1378,Random,0.9586028418425467,0.6842518638034384,0.5061532646716354,0.23172179813401186
175,Random,0.9593864888267382,0.6610336389273896,0.4897646225500914,0.22315521628498722
100,EWC_Replay,0.9604205514737773,0.6652166616710395,0.47878698055951324,0.21034775233248512
240,EWC_Replay,0.9557795253259395,0.6544597339525239,0.5096019442524528,0.2145038167938931
575,EWC_Replay,0.9593975017075399,0.6910401210927095,0.4991848231487749,0.24283290924512296
1378,EWC_Replay,0.9583589400602217,0.6956582081795485,0.5050723528461741,0.25979643765903304
175,EWC_Replay,0.9563742156565707,0.6845845974872423,0.49333437214605524,0.20865139949109412
100,iCaRL,0.961704789098759,0.5508107953517296,0.2786864106648602,0.20899067005937233
240,iCaRL,0.9628300778100992,0.4742114551259259,0.26379853903007416,0.18015267175572516
575,iCaRL,0.9606544201008661,0.443359126590777,0.2131920099174994,0.16488549618320605
1378,iCaRL,0.9644804913380144,0.48757536649188266,0.22242766485658516,0.14368108566581844
175,iCaRL,0.9626133674778521,0.5260599756303587,0.2544278455615024,0.19847328244274806
100,LUCIR,0.9674216994269924,0.48467013827914207,0.4345132020190859,0.22230703986429173
240,LUCIR,0.9642862607565986,0.5001364518276065,0.48346658809314313,0.22468193384223914
575,LUCIR,0.9620961930433849,0.5366400813881842,0.45482773159716783,0.22620865139949106
1378,LUCIR,0.9644286130579081,0.5539528957791877,0.4649219559415924,0.2002544529262086
175,LUCIR,0.9621511447193432,0.5294018455215103,0.4741329765152647,0.25377438507209493
100,VAE_BBox,0.9579918213779848,0.882573224511137,0.7022587954393968,0.46931297709923664
240,VAE_BBox,0.9579918213779848,0.882573224511137,0.7022587954393968,0.46931297709923664
575,VAE_BBox,0.9579918213779848,0.882573224511137,0.7022587954393968,0.46931297709923664
1378,VAE_BBox,0.9579918213779848,0.882573224511137,0.7022587954393968,0.46931297709923664
175,VAE_BBox,0.9579918213779848,0.882573224511137,0.7022587954393968,0.46931297709923664
100,VAE_Filter,0.9576391753389842,0.8879965023293643,0.7032062355453202,0.4691772688719253
240,VAE_Filter,0.9576391753389842,0.8879965023293643,0.7032062355453202,0.4691772688719253
575,VAE_Filter,0.9576391753389842,0.8879965023293643,0.7032062355453202,0.4691772688719253
1378,VAE_Filter,0.9576391753389842,0.8879965023293643,0.7032062355453202,0.4691772688719253
175,VAE_Filter,0.9576391753389842,0.8879965023293643,0.7032062355453202,0.4691772688719253
100,VAE_GMM,0.9556903298970003,0.9116794203718914,0.7944342316075604,0.5889737065309585
240,VAE_GMM,0.9556903298970003,0.9116794203718914,0.7944342316075604,0.5889737065309585
575,VAE_GMM,0.9556903298970003,0.9116794203718914,0.7944342316075604,0.5889737065309585
1378,VAE_GMM,0.9556903298970003,0.9116794203718914,0.7944342316075604,0.5889737065309585
175,VAE_GMM,0.9556903298970003,0.9116794203718914,0.7944342316075604,0.5889737065309585
