Exemplar_Size,Method,Task 2,Task 3,Task 4
100,Random,0.451044074300685,0.34094251019233407,0.22544224529605364
299,Random,0.5370767432004233,0.4330980057832832,0.30639485018595713
894,Random,0.5920861014339078,0.36958758789968477,0.29094031568720546
2674,Random,0.584965115919313,0.44377206792546475,0.3243359692514922
175,Random,0.42295015111203077,0.38714431654377607,0.29569348728145733
100,EWC_Replay,0.4432734950117464,0.3410557695782815,0.22636616352147032
299,EWC_Replay,0.5462402458201268,0.3372852484827501,0.28327703466092785
894,EWC_Replay,0.4698910891098829,0.4252687163832209,0.27800597780484165
2674,EWC_Replay,0.5687047614256598,0.4386182313807842,0.3205969412149237
175,EWC_Replay,0.520150301780203,0.37301672634212724,0.2517528977161422
100,iCaRL,0.6254371987319889,0.29833364271319895,0.20709968277949237
299,iCaRL,0.6995443395162267,0.36150124880062506,0.18698775889008115
894,iCaRL,0.7966603569997084,0.3584058685727943,0.20150986755581698
2674,iCaRL,0.7810082277588885,0.34235607727091594,0.1697345237096698
175,iCaRL,0.5817459907786904,0.3090999936561577,0.19761886506711923
100,LUCIR,0.669201177298806,0.4369362571004913,0.30517664393650945
299,LUCIR,0.6698675721552393,0.45349366927501317,0.3370919940824377
894,LUCIR,0.7968205130946281,0.47997361689840673,0.33789886293296373
2674,LUCIR,0.6915547637382894,0.5058639595387672,0.43483988997117784
175,LUCIR,0.58804440010861,0.48320914554841404,0.3199526541342191
100,VAE_BBox,0.845674058739012,0.5675782041253888,0.47177698856409017
299,VAE_BBox,0.845674058739012,0.5675782041253888,0.47177698856409017
894,VAE_BBox,0.845674058739012,0.5675782041253888,0.47177698856409017
2674,VAE_BBox,0.845674058739012,0.5675782041253888,0.47177698856409017
175,VAE_BBox,0.845674058739012,0.5675782041253888,0.47177698856409017
100,VAE_Filter,0.8504128938056332,0.5685036661001415,0.46013861490138014
299,VAE_Filter,0.8504128938056332,0.5685036661001415,0.46013861490138014
894,VAE_Filter,0.8504128938056332,0.5685036661001415,0.46013861490138014
2674,VAE_Filter,0.8504128938056332,0.5685036661001415,0.46013861490138014
175,VAE_Filter,0.8504128938056332,0.5685036661001415,0.46013861490138014
100,VAE_GMM,0.9346624746215896,0.8394990899680329,0.7063312479443302
299,VAE_GMM,0.9346624746215896,0.8394990899680329,0.7063312479443302
894,VAE_GMM,0.9346624746215896,0.8394990899680329,0.7063312479443302
2674,VAE_GMM,0.9346624746215896,0.8394990899680329,0.7063312479443302
175,VAE_GMM,0.9346624746215896,0.8394990899680329,0.7063312479443302
