Exemplar_Size,Method,Task 2,Task 3,Task 4
100,Random,0.9667676078297535,0.9670759347655102,0.9772011522579445
300,Random,0.9650061412404926,0.964939088471342,0.9696860105741029
898,Random,0.9480042621650449,0.9575926518666851,0.9557092257999851
2692,Random,0.9466494647487154,0.9364005021521329,0.9313733282827477
175,Random,0.9688719453655885,0.9638223865576118,0.971344676462605
100,EWC_Replay,0.9642124277466988,0.972723759655842,0.9769074850125048
300,EWC_Replay,0.954182474097006,0.9637196741680606,0.9706904442186717
898,EWC_Replay,0.9514332870979669,0.9601969812019256,0.954270673930498
2692,EWC_Replay,0.9360921171991191,0.9353280912944638,0.9231658574032703
175,EWC_Replay,0.9704245778717636,0.9667036894790271,0.9705032154786815
100,iCaRL,0.8720580103994435,0.8840779663907762,0.9475928516865368
300,iCaRL,0.8921916991349842,0.9150943434877694,0.9276248742749259
898,iCaRL,0.8585611189088229,0.8299453522366259,0.9442835727969651
2692,iCaRL,0.757377933486625,0.8265863202882958,0.8592774779089094
175,iCaRL,0.8935645344086427,0.9191496258300224,0.9256181976486455
100,LUCIR,0.8745861360965489,0.9458958952731925,0.9641445911493898
300,LUCIR,0.8282690521470621,0.9305698193469188,0.949615896262893
898,LUCIR,0.764751507636147,0.8936468504876469,0.9102798527008977
2692,LUCIR,0.7493779485420345,0.8232429902628812,0.8521032297881769
175,LUCIR,0.8645295124746613,0.9457710050372834,0.9556415634352544
100,VAE_BBox,0.9763973112263268,0.9766322421831717,0.9807700614350991
300,VAE_BBox,0.9763973112263268,0.9766322421831717,0.9807700614350991
898,VAE_BBox,0.9763973112263268,0.9766322421831717,0.9807700614350991
2692,VAE_BBox,0.9763973112263268,0.9766322421831717,0.9807700614350991
175,VAE_BBox,0.9763973112263268,0.9766322421831717,0.9807700614350991
100,VAE_Filter,0.9790148431834053,0.9774767071512774,0.9811772750379791
300,VAE_Filter,0.9790148431834053,0.9774767071512774,0.9811772750379791
898,VAE_Filter,0.9790148431834053,0.9774767071512774,0.9811772750379791
2692,VAE_Filter,0.9790148431834053,0.9774767071512774,0.9811772750379791
175,VAE_Filter,0.9790148431834053,0.9774767071512774,0.9811772750379791
100,VAE_GMM,0.9785880997871175,0.9787301087032023,0.9814789639380685
300,VAE_GMM,0.9785880997871175,0.9787301087032023,0.9814789639380685
898,VAE_GMM,0.9785880997871175,0.9787301087032023,0.9814789639380685
2692,VAE_GMM,0.9785880997871175,0.9787301087032023,0.9814789639380685
175,VAE_GMM,0.9785880997871175,0.9787301087032023,0.9814789639380685
