Exemplar_Size,Method,Task 2,Task 3,Task 4
100,Random,0.33630956663692274,0.3094351023206874,0.2084174762731844
300,Random,0.3902494696031888,0.3180330176304559,0.19867735495243904
898,Random,0.427322676247087,0.3851710004157142,0.2795048161096441
2692,Random,0.44453058501803505,0.35959662583333846,0.26365567663465567
175,Random,0.42627803537024367,0.3079723897248722,0.2250362030423895
100,EWC_Replay,0.34473215490793885,0.27108286446532043,0.17139447574550878
300,EWC_Replay,0.38600197329557245,0.3194954383974603,0.2502579836325488
898,EWC_Replay,0.4107867026582956,0.3693163537444278,0.27679338904376855
2692,EWC_Replay,0.4840280317683382,0.365662322526753,0.29416978707256364
175,EWC_Replay,0.3963418034345019,0.30751788551455306,0.22442806550627473
100,iCaRL,0.3888800647751395,0.2502091953561851,0.15205306221577192
300,iCaRL,0.5290628254572333,0.3019924686724739,0.1637329014869759
898,iCaRL,0.6044654036591063,0.3146577341084937,0.14636272136528086
2692,iCaRL,0.6600621838401549,0.3239444761055635,0.13078857363591287
175,iCaRL,0.47893708064154955,0.28480792640118285,0.15576319125619928
100,LUCIR,0.37366417300656884,0.30153065965403053,0.21206234319081546
300,LUCIR,0.5234720303666524,0.37889064152306184,0.26811312354390593
898,LUCIR,0.5906341204176923,0.4055557527587078,0.274257194894101
2692,LUCIR,0.5797664040078406,0.4051237485165076,0.27721597942332094
175,LUCIR,0.4746794395252366,0.3466306352325389,0.2826033701102068
100,VAE_BBox,0.7378408254091132,0.46157683719069603,0.362905662477906
300,VAE_BBox,0.7378408254091132,0.46157683719069603,0.362905662477906
898,VAE_BBox,0.7378408254091132,0.46157683719069603,0.362905662477906
2692,VAE_BBox,0.7378408254091132,0.46157683719069603,0.362905662477906
175,VAE_BBox,0.7378408254091132,0.46157683719069603,0.362905662477906
100,VAE_Filter,0.738073400644017,0.46294756166525525,0.3657877757694238
300,VAE_Filter,0.738073400644017,0.46294756166525525,0.3657877757694238
898,VAE_Filter,0.738073400644017,0.46294756166525525,0.3657877757694238
2692,VAE_Filter,0.738073400644017,0.46294756166525525,0.3657877757694238
175,VAE_Filter,0.738073400644017,0.46294756166525525,0.3657877757694238
100,VAE_GMM,0.8797733268095821,0.7022090804106829,0.5472880674282709
300,VAE_GMM,0.8797733268095821,0.7022090804106829,0.5472880674282709
898,VAE_GMM,0.8797733268095821,0.7022090804106829,0.5472880674282709
2692,VAE_GMM,0.8797733268095821,0.7022090804106829,0.5472880674282709
175,VAE_GMM,0.8797733268095821,0.7022090804106829,0.5472880674282709
