Exemplar_Size,Method,Task 2,Task 3
100,Random,0.18888829772361887,0.12091377325745316
393,Random,0.23063282927284634,0.17978958219224764
1547,Random,0.28146084514307484,0.18667107306094477
6085,Random,0.291181135373991,0.20367788260544747
135,Random,0.18543542758573853,0.13314067558803536
100,EWC_Replay,0.1762091561187634,0.13458246228446047
393,EWC_Replay,0.2423117288979687,0.16187859127907941
1547,EWC_Replay,0.2992803930122616,0.18161115806861514
6085,EWC_Replay,0.31455332578218215,0.19651760346916572
135,EWC_Replay,0.1831359449728536,0.13081364622524644
100,iCaRL,0.23422437691428605,0.18219091816666416
393,iCaRL,0.27768275703218603,0.20353925225227923
1547,iCaRL,0.31722854727717775,0.189904995058658
6085,iCaRL,0.33015132248082923,0.18851635792882737
135,iCaRL,0.2530881333675669,0.16941626943982815
100,LUCIR,0.2960091877566746,0.18689679257205888
393,LUCIR,0.31403690777992627,0.19091444432238044
1547,LUCIR,0.33538929991013633,0.21217905138276963
6085,LUCIR,0.3426761727926047,0.23209734807352264
135,LUCIR,0.2764337454827635,0.1971283089887632
100,VAE_BBox,0.8124115327673527,0.48901853435610626
393,VAE_BBox,0.8124115327673527,0.48901853435610626
1547,VAE_BBox,0.8124115327673527,0.48901853435610626
6085,VAE_BBox,0.8124115327673527,0.48901853435610626
135,VAE_BBox,0.8124115327673527,0.48901853435610626
100,VAE_Filter,0.8057648179371385,0.5197974076660377
393,VAE_Filter,0.8057648179371385,0.5197974076660377
1547,VAE_Filter,0.8057648179371385,0.5197974076660377
6085,VAE_Filter,0.8057648179371385,0.5197974076660377
135,VAE_Filter,0.8057648179371385,0.5197974076660377
100,VAE_GMM,0.8237917335410938,0.5505495836704362
393,VAE_GMM,0.8237917335410938,0.5505495836704362
1547,VAE_GMM,0.8237917335410938,0.5505495836704362
6085,VAE_GMM,0.8237917335410938,0.5505495836704362
135,VAE_GMM,0.8237917335410938,0.5505495836704362
