Exemplar_Size,Method,Task 2,Task 3
100,Random,0.9928512377810623,0.9961819363222872
142,Random,0.9934401173874858,0.9582645288434761
201,Random,0.9941908546294511,0.9899498175638527
285,Random,0.9932123328263679,0.9798146720076545
135,Random,0.9936442959249977,0.993969032267278
100,EWC_Replay,0.996306792622582,0.9939924240801434
142,EWC_Replay,0.9943249862548108,0.9604551621218288
201,EWC_Replay,0.9957232040214496,0.9905978978785996
285,EWC_Replay,0.9930897400195646,0.9855870088326228
135,EWC_Replay,0.9957152496626182,0.9931465415675942
100,iCaRL,0.6388732015223243,0.5378429049832558
142,iCaRL,0.5802800448414484,0.4813752258138223
201,iCaRL,0.5833156680875979,0.465986568986569
285,iCaRL,0.5996372055494863,0.3969783147327007
135,iCaRL,0.6404195531563952,0.5517270955165692
100,LUCIR,0.817390549022128,0.6712848717234682
142,LUCIR,0.7538666895158123,0.5989381430784939
201,LUCIR,0.761254261008647,0.6043115695220959
285,LUCIR,0.7876527572492484,0.5530879335089861
135,LUCIR,0.7392141821790944,0.6784349977507873
100,VAE_BBox,0.9864557404908283,0.9965172189733593
142,VAE_BBox,0.9864557404908283,0.9965172189733593
201,VAE_BBox,0.9864557404908283,0.9965172189733593
285,VAE_BBox,0.9864557404908283,0.9965172189733593
135,VAE_BBox,0.9864557404908283,0.9965172189733593
100,VAE_Filter,0.9830994152046784,0.9965736563631301
142,VAE_Filter,0.9830994152046784,0.9965736563631301
201,VAE_Filter,0.9830994152046784,0.9965736563631301
285,VAE_Filter,0.9830994152046784,0.9965736563631301
135,VAE_Filter,0.9830994152046784,0.9965736563631301
100,VAE_GMM,0.9800718462823726,0.9969440267335005
142,VAE_GMM,0.9800718462823726,0.9969440267335005
201,VAE_GMM,0.9800718462823726,0.9969440267335005
285,VAE_GMM,0.9800718462823726,0.9969440267335005
135,VAE_GMM,0.9800718462823726,0.9969440267335005
