Exemplar_Size,Method,Task 2
100,EWC_Replay,0.9203539823008848
100,EWC_Replay,0.9230769230769232
100,EWC_Replay,0.9548872180451128
100,EWC_Replay,0.9306930693069309
100,EWC_Replay,0.9491525423728814
100,EWC_Replay,0.9189189189189192
100,EWC_Replay,0.8380952380952381
100,EWC_Replay,0.9327731092436976
100,EWC_Replay,0.873684210526316
100,EWC_Replay,0.9708029197080292
100,EWC_Replay,0.9021739130434784
100,EWC_Replay,0.944
100,EWC_Replay,0.9568345323741008
100,EWC_Replay,0.851851851851852
100,EWC_Replay,0.9042553191489364
100,EWC_Replay,0.9473684210526316
100,EWC_Replay,0.9369369369369368
100,EWC_Replay,0.8492063492063493
100,EWC_Replay,0.8842975206611571
100,EWC_Replay,0.9375
100,EWC_Replay,0.9481481481481484
100,EWC_Replay,0.9444444444444444
100,EWC_Replay,0.872340425531915
100,EWC_Replay,0.9021739130434784
100,EWC_Replay,0.9661016949152544
100,EWC_Replay,0.9174311926605504
100,EWC_Replay,0.9508196721311476
100,EWC_Replay,0.9306930693069309
100,EWC_Replay,0.9351851851851852
100,EWC_Replay,0.9224137931034484
237,EWC_Replay,0.9203539823008848
237,EWC_Replay,0.9134615384615384
237,EWC_Replay,0.962406015037594
237,EWC_Replay,0.9207920792079208
237,EWC_Replay,0.9322033898305084
237,EWC_Replay,0.8738738738738738
237,EWC_Replay,0.8380952380952381
237,EWC_Replay,0.9411764705882352
237,EWC_Replay,0.8105263157894738
237,EWC_Replay,0.9635036496350364
237,EWC_Replay,0.9021739130434784
237,EWC_Replay,0.92
237,EWC_Replay,0.9424460431654678
237,EWC_Replay,0.7962962962962964
237,EWC_Replay,0.8936170212765957
237,EWC_Replay,0.9385964912280702
237,EWC_Replay,0.9189189189189192
237,EWC_Replay,0.8650793650793651
237,EWC_Replay,0.9090909090909092
237,EWC_Replay,0.9464285714285714
237,EWC_Replay,0.9185185185185184
237,EWC_Replay,0.925925925925926
237,EWC_Replay,0.8829787234042553
237,EWC_Replay,0.8913043478260869
237,EWC_Replay,0.940677966101695
237,EWC_Replay,0.871559633027523
237,EWC_Replay,0.9508196721311476
237,EWC_Replay,0.9405940594059404
237,EWC_Replay,0.925925925925926
237,EWC_Replay,0.9051724137931036
562,EWC_Replay,0.9203539823008848
562,EWC_Replay,0.9230769230769232
562,EWC_Replay,0.9398496240601504
562,EWC_Replay,0.910891089108911
562,EWC_Replay,0.8983050847457628
562,EWC_Replay,0.8828828828828829
562,EWC_Replay,0.819047619047619
562,EWC_Replay,0.8823529411764706
562,EWC_Replay,0.7789473684210526
562,EWC_Replay,0.948905109489051
562,EWC_Replay,0.9021739130434784
562,EWC_Replay,0.8640000000000001
562,EWC_Replay,0.9280575539568344
562,EWC_Replay,0.8333333333333335
562,EWC_Replay,0.8510638297872339
562,EWC_Replay,0.9298245614035088
562,EWC_Replay,0.90990990990991
562,EWC_Replay,0.8650793650793651
562,EWC_Replay,0.9090909090909092
562,EWC_Replay,0.9196428571428572
562,EWC_Replay,0.9185185185185184
562,EWC_Replay,0.9351851851851852
562,EWC_Replay,0.797872340425532
562,EWC_Replay,0.8913043478260869
562,EWC_Replay,0.940677966101695
562,EWC_Replay,0.8440366972477066
562,EWC_Replay,0.9508196721311476
562,EWC_Replay,0.9207920792079208
562,EWC_Replay,0.9074074074074074
562,EWC_Replay,0.8793103448275863
1332,EWC_Replay,0.9380530973451328
1332,EWC_Replay,0.903846153846154
1332,EWC_Replay,0.9398496240601504
1332,EWC_Replay,0.9405940594059404
1332,EWC_Replay,0.940677966101695
1332,EWC_Replay,0.8468468468468469
1332,EWC_Replay,0.8095238095238095
1332,EWC_Replay,0.9327731092436976
1332,EWC_Replay,0.7789473684210526
1332,EWC_Replay,0.9343065693430656
1332,EWC_Replay,0.9021739130434784
1332,EWC_Replay,0.7840000000000003
1332,EWC_Replay,0.8992805755395683
1332,EWC_Replay,0.8425925925925926
1332,EWC_Replay,0.8404255319148938
1332,EWC_Replay,0.912280701754386
1332,EWC_Replay,0.9009009009009008
1332,EWC_Replay,0.8492063492063493
1332,EWC_Replay,0.9173553719008264
1332,EWC_Replay,0.9196428571428572
1332,EWC_Replay,0.8962962962962963
1332,EWC_Replay,0.9351851851851852
1332,EWC_Replay,0.7659574468085105
1332,EWC_Replay,0.8695652173913044
1332,EWC_Replay,0.940677966101695
1332,EWC_Replay,0.871559633027523
1332,EWC_Replay,0.9508196721311476
1332,EWC_Replay,0.9207920792079208
1332,EWC_Replay,0.925925925925926
1332,EWC_Replay,0.853448275862069
135,EWC_Replay,0.8938053097345133
