Exemplar_Size,Method,Task 2,Task 3,Task 4,Task 5,Task 6
100,Random,0.9638328431280377,0.9688023389396387,0.9651932092275343,0.9683963963963964,0.9706553130317432
240,Random,0.9516181882211631,0.9487478908485775,0.9351433978676542,0.9463333107543634,0.9414354685487409
575,Random,0.9079292731512412,0.9196943803133735,0.914764152917471,0.9081553172605805,0.8923573132943843
1378,Random,0.9156353136147186,0.9000465952159317,0.8822659051663629,0.8855791601317918,0.821190217740561
255,Random,0.942016218119193,0.9435192527252024,0.934790774391461,0.9427462123777913,0.9519842122027476
100,EWC_Replay,0.9644778433096511,0.9617839909212906,0.9635704180681298,0.9630785070785071,0.9767105263157895
240,EWC_Replay,0.9496161639296651,0.9520736140873441,0.9407654666132927,0.9447894563157722,0.9445468157573421
575,EWC_Replay,0.9266106477136227,0.9066010359442854,0.9008525582690343,0.9042122866070235,0.8955928268273806
1378,EWC_Replay,0.8848519473530916,0.9100730664529292,0.8836290977904251,0.8895256340782657,0.827335206745962
255,EWC_Replay,0.9426515512545262,0.9469152052447247,0.9391678776999144,0.9375707737813,0.9517588941696494
100,iCaRL,0.836107221071752,0.9050146867515289,0.8165844428556099,0.9249122468332995,0.9323279561780706
240,iCaRL,0.6606035863861951,0.7573148965849195,0.7102091194722775,0.7979601819864979,0.7244166827324723
575,iCaRL,0.5637052767052767,0.500078952125863,0.5195381471697262,0.5564350177244914,0.3445047233468286
1378,iCaRL,0.36409739563286475,0.525343443803398,0.5329501821080769,0.410584140531509,0.5190112781954888
255,iCaRL,0.6365527695447604,0.7546794975250354,0.6667383061513497,0.7774313651418915,0.730755254915438
100,LUCIR,0.7161572249569962,0.7668356118459093,0.7806805579059584,0.7592806461753832,0.8341453592174416
240,LUCIR,0.706500808538566,0.7485006343255771,0.7764226895313853,0.7652573724678988,0.6450721242906599
575,LUCIR,0.5337661216299661,0.49247542456581356,0.4625075434148661,0.6154683547051968,0.5078526136970073
1378,LUCIR,0.5529142801110765,0.5295932659090554,0.6031766455896891,0.4969288536656958,0.4816120275605401
255,LUCIR,0.6944458106231561,0.7406373770607181,0.7639466777235656,0.7190636301425776,0.7435779722438762
100,VAE_BBox,0.996412428182451,0.9972627462627462,0.9960844981929651,0.9968561476456214,0.9969315445805148
240,VAE_BBox,0.996412428182451,0.9972627462627462,0.9960844981929651,0.9968561476456214,0.9969315445805148
575,VAE_BBox,0.996412428182451,0.9972627462627462,0.9960844981929651,0.9968561476456214,0.9969315445805148
1378,VAE_BBox,0.996412428182451,0.9972627462627462,0.9960844981929651,0.9968561476456214,0.9969315445805148
255,VAE_BBox,0.996412428182451,0.9972627462627462,0.9960844981929651,0.9968561476456214,0.9969315445805148
100,VAE_Filter,0.9964803135924417,0.9966785602712377,0.9958021342337132,0.9975329540066382,0.9973334339192463
240,VAE_Filter,0.9964803135924417,0.9966785602712377,0.9958021342337132,0.9975329540066382,0.9973334339192463
575,VAE_Filter,0.9964803135924417,0.9966785602712377,0.9958021342337132,0.9975329540066382,0.9973334339192463
1378,VAE_Filter,0.9964803135924417,0.9966785602712377,0.9958021342337132,0.9975329540066382,0.9973334339192463
255,VAE_Filter,0.9964803135924417,0.9966785602712377,0.9958021342337132,0.9975329540066382,0.9973334339192463
100,VAE_GMM,0.9980389336352723,0.9973955226129139,0.995653632544708,0.9949164532954007,0.9937964459644094
240,VAE_GMM,0.9980389336352723,0.9973955226129139,0.995653632544708,0.9949164532954007,0.9937964459644094
575,VAE_GMM,0.9980389336352723,0.9973955226129139,0.995653632544708,0.9949164532954007,0.9937964459644094
1378,VAE_GMM,0.9980389336352723,0.9973955226129139,0.995653632544708,0.9949164532954007,0.9937964459644094
255,VAE_GMM,0.9980389336352723,0.9973955226129139,0.995653632544708,0.9949164532954007,0.9937964459644094
