Exemplar_Size,Task 1,Task 2,Task 3,Method
100,0.9664948453608248,0.6392092257001647,0.3496240601503759,EWC_Replay
100,0.983108108108108,0.6345514950166113,0.4072681704260651,EWC_Replay
100,0.990625,0.5892255892255892,0.4273182957393484,EWC_Replay
100,1.0,0.7145557655954632,0.3408521303258145,EWC_Replay
100,0.9660194174757282,0.6214689265536724,0.3270676691729323,EWC_Replay
100,0.9888475836431226,0.7676767676767676,0.3032581453634085,EWC_Replay
100,0.9741100323624596,0.8893203883495145,0.3571428571428571,EWC_Replay
100,0.953551912568306,0.5340086830680174,0.474937343358396,EWC_Replay
100,0.9609929078014184,0.5735537190082645,0.4323308270676692,EWC_Replay
100,0.9695945945945946,0.6410684474123539,0.4436090225563909,EWC_Replay
100,0.953551912568306,0.5793103448275863,0.4185463659147869,EWC_Replay
100,0.969529085872576,0.4631578947368421,0.3283208020050125,EWC_Replay
100,0.9934640522875816,0.685131195335277,0.487468671679198,EWC_Replay
100,0.9777070063694268,0.5860113421550095,0.4047619047619047,EWC_Replay
100,0.9906976744186048,0.7787162162162162,0.3408521303258145,EWC_Replay
100,0.9685863874345548,0.5791245791245792,0.3383458646616541,EWC_Replay
100,0.977961432506887,0.5734265734265734,0.4022556390977443,EWC_Replay
100,0.971830985915493,0.6355421686746988,0.2481203007518796,EWC_Replay
100,0.9966216216216216,0.6126629422718808,0.4686716791979949,EWC_Replay
100,0.9872611464968152,0.6157718120805369,0.3182957393483709,EWC_Replay
100,0.9861751152073732,0.633147113594041,0.518796992481203,EWC_Replay
100,0.9708029197080292,0.712280701754386,0.5601503759398496,EWC_Replay
100,0.9685863874345548,0.7166392092257001,0.3634085213032581,EWC_Replay
100,0.9901960784313726,0.6548821548821548,0.4536340852130325,EWC_Replay
100,0.9906976744186048,0.6685288640595903,0.3233082706766917,EWC_Replay
100,0.9755351681957186,0.6093489148580968,0.3521303258145363,EWC_Replay
100,0.970873786407767,0.6342281879194631,0.4448621553884712,EWC_Replay
100,0.9898648648648648,0.7297297297297297,0.4987468671679197,EWC_Replay
100,0.9590163934426228,0.7198795180722891,0.4360902255639097,EWC_Replay
100,0.98744769874477,0.584717607973422,0.3082706766917293,EWC_Replay
303,0.9664948453608248,0.6243822075782537,0.5588972431077694,EWC_Replay
303,0.9763513513513512,0.6910299003322259,0.3283208020050125,EWC_Replay
303,0.99375,0.5538720538720538,0.3746867167919799,EWC_Replay
303,1.0,0.6578449905482041,0.4598997493734336,EWC_Replay
303,0.9757281553398058,0.6177024482109228,0.3859649122807017,EWC_Replay
303,0.9776951672862454,0.67003367003367,0.5338345864661654,EWC_Replay
303,0.9902912621359224,0.7417475728155339,0.3571428571428571,EWC_Replay
303,0.953551912568306,0.5643994211287988,0.2556390977443609,EWC_Replay
303,0.9645390070921984,0.7487603305785124,0.3859649122807017,EWC_Replay
303,0.972972972972973,0.7545909849749582,0.4711779448621553,EWC_Replay
303,0.9590163934426228,0.4810344827586207,0.4799498746867168,EWC_Replay
303,0.9667590027700832,0.6350877192982456,0.5087719298245614,EWC_Replay
303,0.9934640522875816,0.6822157434402333,0.4360902255639097,EWC_Replay
303,0.9808917197452228,0.5482041587901701,0.3521303258145363,EWC_Replay
303,0.9906976744186048,0.8074324324324325,0.4536340852130325,EWC_Replay
303,0.9764397905759162,0.5084175084175084,0.518796992481203,EWC_Replay
303,0.975206611570248,0.5681818181818182,0.4310776942355889,EWC_Replay
303,0.971830985915493,0.5828313253012049,0.3358395989974937,EWC_Replay
303,0.9966216216216216,0.6350093109869647,0.449874686716792,EWC_Replay
303,0.9777070063694268,0.5167785234899329,0.4160401002506265,EWC_Replay
303,0.9861751152073732,0.6108007448789572,0.4335839598997493,EWC_Replay
303,0.9525547445255474,0.6877192982456141,0.5238095238095238,EWC_Replay
303,0.9738219895287958,0.5914332784184514,0.4887218045112781,EWC_Replay
303,0.9950980392156864,0.6430976430976431,0.4072681704260651,EWC_Replay
303,0.9906976744186048,0.7988826815642458,0.6278195488721805,EWC_Replay
303,0.9847094801223242,0.5492487479131887,0.424812030075188,EWC_Replay
303,0.9757281553398058,0.8456375838926175,0.568922305764411,EWC_Replay
303,0.9695945945945946,0.6739864864864865,0.5664160401002506,EWC_Replay
303,0.9562841530054644,0.6867469879518072,0.3859649122807017,EWC_Replay
303,0.98744769874477,0.8787375415282392,0.4636591478696741,EWC_Replay
921,0.9716494845360824,0.6474464579901154,0.550125313283208,EWC_Replay
921,0.9797297297297296,0.7508305647840532,0.5162907268170426,EWC_Replay
921,0.996875,0.6127946127946128,0.3997493734335839,EWC_Replay
921,0.9950980392156864,0.6275992438563327,0.4812030075187969,EWC_Replay
921,0.9757281553398058,0.623352165725047,0.3897243107769423,EWC_Replay
921,0.9776951672862454,0.6161616161616161,0.3120300751879699,EWC_Replay
921,0.9902912621359224,0.6349514563106796,0.3433583959899749,EWC_Replay
921,0.9699453551912568,0.7568740955137482,0.5401002506265664,EWC_Replay
