Exemplar_Size,Method,Task 1,Task 2,Task 3
100,Random,0.9466829466780143,0.517590388240585,0.4107932379713914
300,Random,0.9410940604558137,0.5220202023109236,0.42899869960988296
898,Random,0.9470014754242986,0.5946526764038127,0.46332899869960986
2692,Random,0.9432551973373037,0.6123533987512514,0.47520589510186384
135,Random,0.9387440985288177,0.5439592056233022,0.4407022106631989
100,EWC_Replay,0.9437481940141816,0.5090039137386275,0.3996098829648894
300,EWC_Replay,0.9444849677508349,0.5487758385728979,0.4307758994364976
898,EWC_Replay,0.9410218237044872,0.5767850812653422,0.45674035543996533
2692,EWC_Replay,0.9422765093367789,0.6007805550472681,0.46501950585175555
135,EWC_Replay,0.9441868425232883,0.5422581790405036,0.39137407889033377
100,iCaRL,0.9520521831838962,0.525887211575702,0.388990030342436
300,iCaRL,0.9498462263210214,0.514745278826655,0.3644993498049415
898,iCaRL,0.9504561500275629,0.5170447993320257,0.3458170784568704
2692,iCaRL,0.9447810252320117,0.480785294675519,0.3640225400953619
135,iCaRL,0.949909048846424,0.5267101036138017,0.38014737754659733
100,LUCIR,0.949902302493346,0.5544614431263591,0.41044646727351536
300,LUCIR,0.9530475154680929,0.5607269897173331,0.4402254009536194
898,LUCIR,0.9530936512404057,0.6024820477251625,0.43736454269614217
2692,LUCIR,0.9531903098657288,0.5715654046138421,0.45314260944950147
135,LUCIR,0.9523559483363209,0.5986086124623379,0.4547030775899436
100,VAE_BBox,0.9426211432488268,0.7333888516711986,0.5536540962288686
300,VAE_BBox,0.9426211432488268,0.7333888516711986,0.5536540962288686
898,VAE_BBox,0.9426211432488268,0.7333888516711986,0.5536540962288686
2692,VAE_BBox,0.9426211432488268,0.7333888516711986,0.5536540962288686
135,VAE_BBox,0.9426211432488268,0.7333888516711986,0.5536540962288686
100,VAE_Filter,0.9425294139276282,0.7329988163384142,0.5537667967056784
300,VAE_Filter,0.9425294139276282,0.7329988163384142,0.5537667967056784
898,VAE_Filter,0.9425294139276282,0.7329988163384142,0.5537667967056784
2692,VAE_Filter,0.9425294139276282,0.7329988163384142,0.5537667967056784
135,VAE_Filter,0.9425294139276282,0.7329988163384142,0.5537667967056784
100,VAE_GMM,0.9422640653471684,0.833469953875876,0.6975726051148677
300,VAE_GMM,0.9422640653471684,0.833469953875876,0.6975726051148677
898,VAE_GMM,0.9422640653471684,0.833469953875876,0.6975726051148677
2692,VAE_GMM,0.9422640653471684,0.833469953875876,0.6975726051148677
135,VAE_GMM,0.9422640653471684,0.833469953875876,0.6975726051148677
