Exemplar_Size,Method,Task 2,Task 3
100,Random,0.3053718211680258,0.20742177601068112
300,Random,0.3154239563214671,0.23370071752649574
898,Random,0.4286270352466085,0.28216832336905445
2692,Random,0.4599362202210846,0.3166144839245011
135,Random,0.34477436959225044,0.2450491372462304
100,EWC_Replay,0.2906211423336167,0.18908195308013578
300,EWC_Replay,0.3544599705058927,0.23484932082387525
898,EWC_Replay,0.40398630899040383,0.27345280311219267
2692,EWC_Replay,0.4503640317026315,0.2994232351542143
135,EWC_Replay,0.3402579742874256,0.17910834159591882
100,iCaRL,0.3636116214014248,0.18621429553351956
300,iCaRL,0.38130157972864914,0.17517065856723038
898,iCaRL,0.4305182774754799,0.15694235653646663
2692,iCaRL,0.406892056125115,0.20325190554341796
135,iCaRL,0.3705679109326814,0.18250474706322853
100,LUCIR,0.3820638597667851,0.20947159493336798
300,LUCIR,0.3840631610632379,0.250970491553925
898,LUCIR,0.4820653415312505,0.26044583423749684
2692,LUCIR,0.4781720917699002,0.3080120778542826
135,LUCIR,0.4536459188957149,0.27492948301255443
100,VAE_BBox,0.6267012916437339,0.4046712231358028
300,VAE_BBox,0.6267012916437339,0.4046712231358028
898,VAE_BBox,0.6267012916437339,0.4046712231358028
2692,VAE_BBox,0.6267012916437339,0.4046712231358028
135,VAE_BBox,0.6267012916437339,0.4046712231358028
100,VAE_Filter,0.6262031217538305,0.4043789279112398
300,VAE_Filter,0.6262031217538305,0.4043789279112398
898,VAE_Filter,0.6262031217538305,0.4043789279112398
2692,VAE_Filter,0.6262031217538305,0.4043789279112398
135,VAE_Filter,0.6262031217538305,0.4043789279112398
100,VAE_GMM,0.7692035604490163,0.5982009226471903
300,VAE_GMM,0.7692035604490163,0.5982009226471903
898,VAE_GMM,0.7692035604490163,0.5982009226471903
2692,VAE_GMM,0.7692035604490163,0.5982009226471903
135,VAE_GMM,0.7692035604490163,0.5982009226471903
