Exemplar_Size,Method,Task 1,Task 2,Task 3,Task 4
100,Random,0.9781926313657812,0.6187263399981043,0.4356360380425349,0.3491358024691358
142,Random,0.9814164206343804,0.5987629493233013,0.4269924175911884,0.33366255144032914
201,Random,0.9787215537519743,0.5963189054366596,0.43502739929078815,0.33234567901234563
286,Random,0.9779465996581709,0.6118365234044499,0.43739743350981275,0.3335802469135801
175,Random,0.9804300542251254,0.6044379780991928,0.435198442470611,0.3301234567901234
100,EWC_Replay,0.9811848866012672,0.5961296555567444,0.433718755344743,0.34765432098765425
142,EWC_Replay,0.9803899546650986,0.5983549605271377,0.4246725754978608,0.3306172839506172
201,EWC_Replay,0.9772038439468956,0.6085040835470475,0.43937709086348237,0.3326748971193415
286,EWC_Replay,0.9792700706325956,0.6105803489704126,0.4521585223867927,0.35037037037037033
175,EWC_Replay,0.9806830717349122,0.6054759117691629,0.4343394195308154,0.3409876543209876
100,iCaRL,0.9841795687834288,0.47517430251481113,0.3191213616156548,0.25390946502057604
142,iCaRL,0.9842785251987868,0.44839648689911554,0.29044535661392545,0.23012345679012336
201,iCaRL,0.9845991130469144,0.4434882030432004,0.29624367720855865,0.22156378600823037
286,iCaRL,0.9841132458299816,0.4443568421847429,0.2813697250949226,0.2228806584362139
175,iCaRL,0.9843678939351685,0.4361215984746662,0.2977559946638085,0.22930041152263367
100,LUCIR,0.8816448585968693,0.602007930362877,0.412165965436378,0.32576131687242793
142,LUCIR,0.8322992457719298,0.6262760137638926,0.44505326309628324,0.3487242798353909
201,LUCIR,0.8395166473658427,0.6255451355232495,0.4349291206306131,0.33991769547325096
286,LUCIR,0.8359513123455268,0.6374667281509776,0.4507724859278854,0.33893004115226333
175,LUCIR,0.8607025031014791,0.6489370910456935,0.4351812113357328,0.32403292181069954
100,VAE_BBox,0.9793563298086838,0.8449923062386602,0.5990176796182064,0.4467489711934156
142,VAE_BBox,0.9793563298086838,0.8449923062386602,0.5990176796182064,0.4467489711934156
201,VAE_BBox,0.9793563298086838,0.8449923062386602,0.5990176796182064,0.4467489711934156
286,VAE_BBox,0.9793563298086838,0.8449923062386602,0.5990176796182064,0.4467489711934156
175,VAE_BBox,0.9793563298086838,0.8449923062386602,0.5990176796182064,0.4467489711934156
100,VAE_Filter,0.9811552117942243,0.845142330434647,0.6130085275177461,0.4689711934156378
142,VAE_Filter,0.9811552117942243,0.845142330434647,0.6130085275177461,0.4689711934156378
201,VAE_Filter,0.9811552117942243,0.845142330434647,0.6130085275177461,0.4689711934156378
286,VAE_Filter,0.9811552117942243,0.845142330434647,0.6130085275177461,0.4689711934156378
175,VAE_Filter,0.9811552117942243,0.845142330434647,0.6130085275177461,0.4689711934156378
100,VAE_GMM,0.9798261362527864,0.9117101267965123,0.768563668796329,0.6102880658436214
142,VAE_GMM,0.9798261362527864,0.9117101267965123,0.768563668796329,0.6102880658436214
201,VAE_GMM,0.9798261362527864,0.9117101267965123,0.768563668796329,0.6102880658436214
286,VAE_GMM,0.9798261362527864,0.9117101267965123,0.768563668796329,0.6102880658436214
175,VAE_GMM,0.9798261362527864,0.9117101267965123,0.768563668796329,0.6102880658436214
