Exemplar_Size,Method,Task 2,Task 3,Task 4
100,Random,0.9737435897435898,0.9671259851259851,0.9754778554778555
142,Random,0.9825516705516705,0.9805625485625487,0.981028749028749
201,Random,0.9816907536907536,0.9820139860139859,0.9753411033411034
286,Random,0.9836270396270396,0.978958818958819,0.9358632478632479
175,Random,0.9731896991896992,0.9667257187257188,0.964960372960373
100,EWC_Replay,0.975020979020979,0.9776963036963037,0.9736068376068376
142,EWC_Replay,0.9842517482517483,0.9791421911421911,0.9804630924630925
201,EWC_Replay,0.9803978243978244,0.9844941724941726,0.97998001998002
286,EWC_Replay,0.9794516594516594,0.9824087024087025,0.9410784770784771
175,EWC_Replay,0.9836021756021756,0.9715182595182595,0.9635673215673216
100,iCaRL,0.4717846597846597,0.5218250638250638,0.5015639915639916
142,iCaRL,0.38240093240093237,0.3204684204684204,0.35314374514374514
201,iCaRL,0.3363394383394383,0.33779731379731376,0.2882728382728382
286,iCaRL,0.32845621045621043,0.2951315351315351,0.2524912864912865
175,iCaRL,0.3164095904095904,0.3535364635364635,0.34196581196581194
100,LUCIR,0.7189002109002108,0.6265339105339105,0.5488029748029748
142,LUCIR,0.8624537684537684,0.7924995004995005,0.7406875346875347
201,LUCIR,0.8845487845487845,0.8193411033411034,0.7505445665445666
286,LUCIR,0.8917129537129538,0.8234170274170275,0.5148629148629148
175,LUCIR,0.8934405594405594,0.6742737262737263,0.6172265512265512
100,VAE_BBox,0.9942222222222222,0.9982222222222222,0.99799222999223
142,VAE_BBox,0.9942222222222222,0.9982222222222222,0.99799222999223
201,VAE_BBox,0.9942222222222222,0.9982222222222222,0.99799222999223
286,VAE_BBox,0.9942222222222222,0.9982222222222222,0.99799222999223
175,VAE_BBox,0.9942222222222222,0.9982222222222222,0.99799222999223
100,VAE_Filter,0.9897777777777778,0.9982222222222222,0.9995555555555556
142,VAE_Filter,0.9897777777777778,0.9982222222222222,0.9995555555555556
201,VAE_Filter,0.9897777777777778,0.9982222222222222,0.9995555555555556
286,VAE_Filter,0.9897777777777778,0.9982222222222222,0.9995555555555556
175,VAE_Filter,0.9897777777777778,0.9982222222222222,0.9995555555555556
100,VAE_GMM,0.9848253968253968,0.9981269841269841,0.9990476190476191
142,VAE_GMM,0.9848253968253968,0.9981269841269841,0.9990476190476191
201,VAE_GMM,0.9848253968253968,0.9981269841269841,0.9990476190476191
286,VAE_GMM,0.9848253968253968,0.9981269841269841,0.9990476190476191
175,VAE_GMM,0.9848253968253968,0.9981269841269841,0.9990476190476191
