Exemplar_Size,Method,Task 1,Task 2,Task 3,Task 4,Task 5
100,Random,0.9812737716126292,0.7151735916475511,0.3824929934824278,0.33195760974578986,0.3005635023840485
300,Random,0.9818666769940428,0.7460100530179592,0.43825097632179344,0.35506996891922893,0.3143042912873862
898,Random,0.9804399407060556,0.7392101849837885,0.4568470975887124,0.3731807942505665,0.35266579973992196
2692,Random,0.9820989548718128,0.7636195519409783,0.49625069459883114,0.4073257756999051,0.3365409622886866
215,Random,0.9804279827190939,0.7383498924741974,0.4533235508441437,0.36026361035913596,0.3395752058951018
100,EWC_Replay,0.9812900380541155,0.7166864030841602,0.41898891053222814,0.33474585021613734,0.3084525357607282
300,EWC_Replay,0.9805025444917538,0.7356093518358076,0.4441573410155009,0.3502702875020645,0.32514087559601207
898,EWC_Replay,0.9816608316392917,0.7380198169265918,0.4758668644397789,0.3899832342877072,0.33038578240138705
2692,EWC_Replay,0.9818491407205845,0.7498234958416792,0.47470028224103794,0.3803173513561928,0.33259644560034674
215,EWC_Replay,0.9821022914465879,0.7483180022080924,0.42921216042237925,0.3825734037540503,0.3224534026874729
100,iCaRL,0.9819552298549216,0.7285253177162282,0.37939530141415917,0.3059852978527651,0.27529258777633286
300,iCaRL,0.9828548792142057,0.6936093286820155,0.41395226384008954,0.28785443026108326,0.264629388816645
898,iCaRL,0.9812664499895266,0.646265304607006,0.3843484655982129,0.2888818378656666,0.24338968357173812
2692,iCaRL,0.981710032697046,0.6282895148577226,0.34332036684505607,0.2693637191317511,0.2390550498482878
215,iCaRL,0.9817112867565897,0.7034961227361668,0.385850167549444,0.3129415342729682,0.2576939748591244
100,LUCIR,0.9844738837582162,0.6992103449055876,0.42346941936143545,0.3749473700604481,0.3051582141309059
300,LUCIR,0.9836897426149243,0.6136870352329454,0.47444440060469517,0.393137034029353,0.3431296055483311
898,LUCIR,0.9833164794465,0.606232631258199,0.4412304035259106,0.3734783788490105,0.3565669700910273
2692,LUCIR,0.9833435827175149,0.6418816446104917,0.4951360467706729,0.41080134485317515,0.35392284351972253
215,LUCIR,0.9848212509011186,0.6443446334474812,0.4386740185744148,0.3620287068980932,0.3335934113567403
100,VAE_BBox,0.9805606481256712,0.8698043870933471,0.5359443191728235,0.4121120963738557,0.36185522323363667
300,VAE_BBox,0.9805606481256712,0.8698043870933471,0.5359443191728235,0.4121120963738557,0.36185522323363667
898,VAE_BBox,0.9805606481256712,0.8698043870933471,0.5359443191728235,0.4121120963738557,0.36185522323363667
2692,VAE_BBox,0.9805606481256712,0.8698043870933471,0.5359443191728235,0.4121120963738557,0.36185522323363667
215,VAE_BBox,0.9805606481256712,0.8698043870933471,0.5359443191728235,0.4121120963738557,0.36185522323363667
100,VAE_Filter,0.9804601293264344,0.870676495280648,0.5316444844997095,0.4200130443528793,0.35614217598612913
300,VAE_Filter,0.9804601293264344,0.870676495280648,0.5316444844997095,0.4200130443528793,0.35614217598612913
898,VAE_Filter,0.9804601293264344,0.870676495280648,0.5316444844997095,0.4200130443528793,0.35614217598612913
2692,VAE_Filter,0.9804601293264344,0.870676495280648,0.5316444844997095,0.4200130443528793,0.35614217598612913
215,VAE_Filter,0.9804601293264344,0.870676495280648,0.5316444844997095,0.4200130443528793,0.35614217598612913
100,VAE_GMM,0.9805637190551689,0.9316595883845065,0.7615106489390683,0.6132419836799954,0.5050108365843086
300,VAE_GMM,0.9805637190551689,0.9316595883845065,0.7615106489390683,0.6132419836799954,0.5050108365843086
898,VAE_GMM,0.9805637190551689,0.9316595883845065,0.7615106489390683,0.6132419836799954,0.5050108365843086
2692,VAE_GMM,0.9805637190551689,0.9316595883845065,0.7615106489390683,0.6132419836799954,0.5050108365843086
215,VAE_GMM,0.9805637190551689,0.9316595883845065,0.7615106489390683,0.6132419836799954,0.5050108365843086
