Exemplar_Size,Method,Task 1,Task 2,Task 3,Task 4,Task 5
100,Random,0.9903486961406713,0.6467587956738282,0.47697789480018266,0.3681484421469145,0.3111692844677138
299,Random,0.9912221754179924,0.7402564231372231,0.4890752105901789,0.379769721790071,0.35061082024432805
894,Random,0.9927908313276419,0.7796409281824439,0.5184617378648141,0.4143817571025096,0.3325916230366492
2674,Random,0.9929132049727045,0.7213519062971916,0.5565609175072989,0.4182795260928121,0.36609947643979057
215,Random,0.9915704612142362,0.6939772815443894,0.49025585582069764,0.40128770581745443,0.3326788830715532
100,EWC_Replay,0.9929204987013367,0.6606321873825087,0.47636076216117296,0.35757276676627736,0.3107766143106457
299,EWC_Replay,0.991978745177241,0.6641877672432285,0.48048587287590644,0.40941204283072297,0.34354275741710294
894,EWC_Replay,0.9911682724782042,0.7529682506008676,0.5205133255522141,0.3938957457329517,0.3493891797556719
2674,EWC_Replay,0.9920143441579085,0.7166048419344219,0.5047389689369405,0.3970383473921536,0.3385253054101221
215,EWC_Replay,0.991999435383906,0.7027460847971468,0.4836614618127448,0.3766350380885465,0.31313263525305407
100,iCaRL,0.9930845519985388,0.6748580442457096,0.44230478714928373,0.35364495700066845,0.275174520069808
299,iCaRL,0.9936444007618591,0.7083149900259301,0.42976892364113173,0.3394460222526848,0.2681937172774869
894,iCaRL,0.9929137329443594,0.7487817240055343,0.3780448966206167,0.3051859828231061,0.25414485165794065
2674,iCaRL,0.9934734330705655,0.7051446990344051,0.41038737815788806,0.31918659395011706,0.22966841186736472
215,iCaRL,0.9929284041329345,0.6878879207231132,0.4257642209437119,0.32943344498719845,0.2631326352530541
100,LUCIR,0.9955821891163599,0.7331215170257879,0.50583946955999,0.38322647790762726,0.3553664921465968
299,LUCIR,0.9944603348789371,0.7709602147855963,0.5626777402081251,0.4219832517140439,0.36671029668411864
894,LUCIR,0.9940468869869317,0.7292838342986169,0.5686070348956946,0.43791259523569115,0.3695462478184991
2674,LUCIR,0.9944355950643224,0.7561206646446429,0.5460445816019289,0.43572834427873336,0.3834205933682373
215,LUCIR,0.9944487711944885,0.7423160743512736,0.534250335528712,0.4542771232999433,0.375043630017452
100,VAE_BBox,0.9915512265878114,0.8751092327515596,0.6546710983725447,0.5195443599831335,0.44164048865619543
299,VAE_BBox,0.9915512265878114,0.8751092327515596,0.6546710983725447,0.5195443599831335,0.44164048865619543
894,VAE_BBox,0.9915512265878114,0.8751092327515596,0.6546710983725447,0.5195443599831335,0.44164048865619543
2674,VAE_BBox,0.9915512265878114,0.8751092327515596,0.6546710983725447,0.5195443599831335,0.44164048865619543
215,VAE_BBox,0.9915512265878114,0.8751092327515596,0.6546710983725447,0.5195443599831335,0.44164048865619543
100,VAE_Filter,0.9917005145716826,0.8833583562286289,0.6593517464243656,0.5132968784611017,0.4610383944153577
299,VAE_Filter,0.9917005145716826,0.8833583562286289,0.6593517464243656,0.5132968784611017,0.4610383944153577
894,VAE_Filter,0.9917005145716826,0.8833583562286289,0.6593517464243656,0.5132968784611017,0.4610383944153577
2674,VAE_Filter,0.9917005145716826,0.8833583562286289,0.6593517464243656,0.5132968784611017,0.4610383944153577
215,VAE_Filter,0.9917005145716826,0.8833583562286289,0.6593517464243656,0.5132968784611017,0.4610383944153577
100,VAE_GMM,0.9924256282121421,0.9513116306627515,0.8072539753071436,0.6955723724803845,0.6044415357766143
299,VAE_GMM,0.9924256282121421,0.9513116306627515,0.8072539753071436,0.6955723724803845,0.6044415357766143
894,VAE_GMM,0.9924256282121421,0.9513116306627515,0.8072539753071436,0.6955723724803845,0.6044415357766143
2674,VAE_GMM,0.9924256282121421,0.9513116306627515,0.8072539753071436,0.6955723724803845,0.6044415357766143
215,VAE_GMM,0.9924256282121421,0.9513116306627515,0.8072539753071436,0.6955723724803845,0.6044415357766143
