EWC Replay - 1332,EWC Replay - 135,EWC Replay - 237,EWC Replay - 562,Random - 1332,Random - 135,Random - 237,Random - 562,iCaRL - 1332,iCaRL - 135,iCaRL - 237,iCaRL - 562,LUCIR - 1332,LUCIR - 135,LUCIR - 237,LUCIR - 562,VAE - BBox,VAE - Filter,VAE_GMM
0.2921052631578947,0.3078947368421053,0.3052631578947368,0.3763157894736842,0.3263157894736842,0.4421052631578947,0.3631578947368421,0.3105263157894737,0.0657894736842105,0.0947368421052631,0.1973684210526315,0.1947368421052631,0.3368421052631579,0.35,0.3763157894736842,0.5105263157894737,0.5257894736842105,0.4757894736842105,0.6126315789473684
0.1789473684210526,0.2184210526315789,0.3052631578947368,0.281578947368421,0.2736842105263158,0.2184210526315789,0.2078947368421052,0.3105263157894737,0.1289473684210526,0.0684210526315789,0.1631578947368421,0.15,0.281578947368421,0.2078947368421052,0.3815789473684211,0.3052631578947368,0.4136842105263157,0.4331578947368421,0.5742105263157894
0.4342105263157895,0.4263157894736842,0.3131578947368421,0.2789473684210526,0.35,0.4526315789473684,0.4394736842105263,0.4105263157894737,0.1026315789473684,0.15,0.0578947368421052,0.1026315789473684,0.45,0.3342105263157894,0.3868421052631579,0.3236842105263158,0.5657894736842105,0.6294736842105262,0.7142105263157894
0.4447368421052631,0.3921052631578947,0.4105263157894737,0.4,0.4447368421052631,0.4421052631578947,0.3710526315789473,0.3105263157894737,0.1605263157894736,0.45,0.1263157894736842,0.1921052631578947,0.4552631578947368,0.4552631578947368,0.2710526315789474,0.4710526315789474,0.5073684210526316,0.4952631578947367,0.6305263157894737
0.1973684210526315,0.2131578947368421,0.2894736842105263,0.2157894736842105,0.1973684210526315,0.2236842105263158,0.2236842105263158,0.181578947368421,0.1026315789473684,0.2289473684210526,0.0605263157894736,0.1,0.2552631578947368,0.331578947368421,0.4289473684210526,0.2,0.4799999999999998,0.4673684210526316,0.6157894736842107
0.4289473684210526,0.431578947368421,0.3394736842105263,0.3552631578947368,0.3947368421052631,0.4684210526315789,0.4710526315789474,0.4105263157894737,0.0868421052631579,0.1473684210526315,0.1894736842105263,0.1052631578947368,0.5368421052631579,0.4684210526315789,0.5026315789473684,0.4289473684210526,0.5084210526315789,0.4778947368421052,0.6699999999999999
0.4368421052631579,0.4894736842105263,0.4447368421052631,0.4684210526315789,0.4263157894736842,0.4973684210526315,0.3815789473684211,0.4157894736842105,0.0921052631578947,0.1552631578947368,0.3131578947368421,0.0973684210526315,0.3815789473684211,0.4342105263157895,0.3368421052631579,0.4684210526315789,0.616842105263158,0.5373684210526316,0.7642105263157896
0.4342105263157895,0.3789473684210526,0.3421052631578947,0.481578947368421,0.5210526315789473,0.4210526315789473,0.3421052631578947,0.4342105263157895,0.1,0.1684210526315789,0.131578947368421,0.2289473684210526,0.3868421052631579,0.4552631578947368,0.4394736842105263,0.3552631578947368,0.5768421052631579,0.5852631578947368,0.6047368421052631
0.4131578947368421,0.4631578947368421,0.3921052631578947,0.3815789473684211,0.3631578947368421,0.3789473684210526,0.3789473684210526,0.4,0.0394736842105263,0.2052631578947368,0.1026315789473684,0.1657894736842105,0.3105263157894737,0.5289473684210526,0.3973684210526316,0.3236842105263158,0.5736842105263158,0.5584210526315789,0.6921052631578948
0.3736842105263158,0.3026315789473684,0.4131578947368421,0.4184210526315789,0.4394736842105263,0.2973684210526315,0.2868421052631579,0.3078947368421053,0.1736842105263158,0.1263157894736842,0.3,0.0894736842105263,0.4394736842105263,0.2736842105263158,0.2657894736842105,0.2078947368421052,0.4773684210526315,0.5563157894736842,0.6215789473684211
0.2868421052631579,0.2526315789473684,0.2236842105263158,0.3210526315789473,0.2684210526315789,0.2973684210526315,0.331578947368421,0.3605263157894737,0.0842105263157894,0.1,0.3157894736842105,0.1921052631578947,0.2710526315789474,0.2368421052631578,0.2842105263157894,0.2,0.5468421052631578,0.5547368421052632,0.6699999999999999
0.4605263157894737,0.481578947368421,0.4921052631578947,0.5236842105263158,0.4,0.4842105263157895,0.4710526315789474,0.4657894736842105,0.2105263157894736,0.0473684210526315,0.0789473684210526,0.1789473684210526,0.4394736842105263,0.3078947368421053,0.3842105263157894,0.481578947368421,0.6436842105263159,0.6031578947368421,0.741578947368421
0.4736842105263157,0.3263157894736842,0.3684210526315789,0.3973684210526316,0.4078947368421052,0.4026315789473684,0.35,0.3815789473684211,0.1078947368421052,0.2763157894736842,0.1421052631578947,0.0973684210526315,0.4157894736842105,0.3157894736842105,0.3421052631578947,0.4236842105263158,0.4589473684210526,0.4673684210526316,0.6378947368421053
0.3473684210526316,0.4078947368421052,0.3447368421052632,0.4078947368421052,0.4131578947368421,0.4078947368421052,0.3631578947368421,0.4157894736842105,0.1184210526315789,0.3894736842105263,0.1342105263157894,0.0921052631578947,0.2052631578947368,0.3236842105263158,0.3657894736842105,0.3578947368421052,0.5478947368421052,0.5352631578947367,0.7042105263157895
0.281578947368421,0.2447368421052631,0.2684210526315789,0.3447368421052632,0.3710526315789473,0.25,0.2947368421052631,0.331578947368421,0.0973684210526315,0.1026315789473684,0.1842105263157894,0.1342105263157894,0.3447368421052632,0.3368421052631579,0.2447368421052631,0.3263157894736842,0.5552631578947368,0.5521052631578947,0.7352631578947368
0.2052631578947368,0.2631578947368421,0.2368421052631578,0.2342105263157894,0.2368421052631578,0.231578947368421,0.3684210526315789,0.2394736842105263,0.1263157894736842,0.081578947368421,0.1289473684210526,0.1,0.1605263157894736,0.3342105263157894,0.2921052631578947,0.2657894736842105,0.471578947368421,0.4910526315789473,0.6010526315789473
0.4,0.4078947368421052,0.3157894736842105,0.3368421052631579,0.3421052631578947,0.3131578947368421,0.3289473684210526,0.3105263157894737,0.0236842105263157,0.1026315789473684,0.0973684210526315,0.131578947368421,0.2394736842105263,0.3131578947368421,0.3789473684210526,0.2894736842105263,0.4952631578947368,0.5421052631578948,0.6736842105263158
0.3947368421052631,0.3605263157894737,0.4236842105263158,0.4342105263157895,0.3526315789473684,0.4342105263157895,0.2842105263157894,0.3289473684210526,0.1842105263157894,0.1736842105263158,0.05,0.0973684210526315,0.25,0.3263157894736842,0.1868421052631579,0.3026315789473684,0.5057894736842105,0.5336842105263158,0.7010526315789474
0.2868421052631579,0.331578947368421,0.2973684210526315,0.3078947368421053,0.2631578947368421,0.3078947368421053,0.2868421052631579,0.4868421052631579,0.1052631578947368,0.1684210526315789,0.0684210526315789,0.1947368421052631,0.3157894736842105,0.3,0.3131578947368421,0.2973684210526315,0.5878947368421052,0.531578947368421,0.7078947368421054
