Exemplar_Size,Method,Task 1,Task 2
100,Random,0.949555149307032,0.561047619047619
195,Random,0.9497478396279445,0.6040634920634921
379,Random,0.9502506624972118,0.6152698412698412
737,Random,0.9478385895408512,0.6493333333333333
95,Random,0.9505086764021068,0.5658730158730159
100,EWC_Replay,0.9488162593917963,0.5519999999999999
195,EWC_Replay,0.949140175126163,0.6046984126984127
379,EWC_Replay,0.9458629494767099,0.6365079365079365
737,EWC_Replay,0.9489346732948559,0.6495873015873016
95,EWC_Replay,0.9516565237132508,0.5606666666666666
100,iCaRL,0.9580285321136901,0.4903174603174603
195,iCaRL,0.9580856008985493,0.43034920634920637
379,iCaRL,0.9576932912123663,0.35752380952380947
737,iCaRL,0.9582844400115977,0.33101587301587293
95,iCaRL,0.956261213727951,0.4814603174603175
100,LUCIR,0.957617284308074,0.6321269841269841
195,LUCIR,0.9566612484761426,0.6437777777777778
379,LUCIR,0.9566384609450208,0.6139682539682539
737,LUCIR,0.9543843965862043,0.6552063492063491
95,LUCIR,0.9567569020355892,0.6342539682539683
100,VAE_BBox,0.9518325170764744,0.6946031746031747
195,VAE_BBox,0.9518325170764744,0.6946031746031747
379,VAE_BBox,0.9518325170764744,0.6946031746031747
737,VAE_BBox,0.9518325170764744,0.6946031746031747
95,VAE_BBox,0.9518325170764744,0.6946031746031747
100,VAE_Filter,0.9473046003254744,0.6886666666666666
195,VAE_Filter,0.9473046003254744,0.6886666666666666
379,VAE_Filter,0.9473046003254744,0.6886666666666666
737,VAE_Filter,0.9473046003254744,0.6886666666666666
95,VAE_Filter,0.9473046003254744,0.6886666666666666
100,VAE_GMM,0.9502060964600914,0.7713650793650794
195,VAE_GMM,0.9502060964600914,0.7713650793650794
379,VAE_GMM,0.9502060964600914,0.7713650793650794
737,VAE_GMM,0.9502060964600914,0.7713650793650794
95,VAE_GMM,0.9502060964600914,0.7713650793650794
