Exemplar_Size,Method,Task 2,Task 3,Task 4
100,Random,0.17914967352734237,0.11711384206485395,0.11005734310399658
237,Random,0.20738922154288827,0.13132068105932954,0.11595822682469722
562,Random,0.2552664107866657,0.18919594228503805,0.1536562620137974
1332,Random,0.22949401629702157,0.17703978559548308,0.16572217015251742
175,Random,0.23038204948368893,0.10106969231519337,0.10194834081848286
100,EWC_Replay,0.183936080640643,0.09083355638240928,0.09200816094400333
237,EWC_Replay,0.22478026906685025,0.1427100892280695,0.11074172674750743
562,EWC_Replay,0.27425940562126344,0.16115332332281287,0.11448389067187587
1332,EWC_Replay,0.2426294951103426,0.14949690660479106,0.12898508947892598
175,EWC_Replay,0.21569756048251335,0.14164675746715547,0.1228329205551901
100,iCaRL,0.3228884678908847,0.14832620671175942,0.1470898847778085
237,iCaRL,0.2918653505846917,0.14973410353677505,0.10928094190662586
562,iCaRL,0.32830490658775885,0.16182016313780984,0.11946472326422268
1332,iCaRL,0.2900260226630571,0.1343996502461388,0.10661609288842223
175,iCaRL,0.3104757267584397,0.16348257103238442,0.11038259927189699
100,LUCIR,0.34565947766292543,0.18730936596264897,0.1570611709202254
237,LUCIR,0.34761541606674384,0.21949199410953815,0.1743920704936759
562,LUCIR,0.3587172189847327,0.2026983690917353,0.16214107885359455
1332,LUCIR,0.3491661807985136,0.22189966195010707,0.17177294645846733
175,LUCIR,0.3653920492635579,0.18798621899249518,0.15059799833706872
100,VAE_BBox,0.6401767476166463,0.370583148212353,0.265321337244057
237,VAE_BBox,0.6401767476166463,0.370583148212353,0.265321337244057
562,VAE_BBox,0.6401767476166463,0.370583148212353,0.265321337244057
1332,VAE_BBox,0.6401767476166463,0.370583148212353,0.265321337244057
175,VAE_BBox,0.6401767476166463,0.370583148212353,0.265321337244057
100,VAE_Filter,0.6425299529944123,0.3697680580605724,0.258219356862779
237,VAE_Filter,0.6425299529944123,0.3697680580605724,0.258219356862779
562,VAE_Filter,0.6425299529944123,0.3697680580605724,0.258219356862779
1332,VAE_Filter,0.6425299529944123,0.3697680580605724,0.258219356862779
175,VAE_Filter,0.6425299529944123,0.3697680580605724,0.258219356862779
100,VAE_GMM,0.7528156570127134,0.5331267040983649,0.42824132398181863
237,VAE_GMM,0.7528156570127134,0.5331267040983649,0.42824132398181863
562,VAE_GMM,0.7528156570127134,0.5331267040983649,0.42824132398181863
1332,VAE_GMM,0.7528156570127134,0.5331267040983649,0.42824132398181863
175,VAE_GMM,0.7528156570127134,0.5331267040983649,0.42824132398181863
