Exemplar_Size,Method,Task 1,Task 2
100,Random,0.9898487338032222,0.6142713567839196
191,Random,0.990197361782591,0.6722278056951424
366,Random,0.9897183005097904,0.6927638190954774
699,Random,0.9904219841138864,0.7271691792294808
95,Random,0.9905226277602186,0.6133333333333333
100,EWC_Replay,0.9908805799932168,0.603283082077052
191,EWC_Replay,0.9901303158783504,0.6643551088777219
366,EWC_Replay,0.9900832435257477,0.6947738693467336
699,EWC_Replay,0.9906418669665291,0.7012060301507538
95,EWC_Replay,0.9901036553047763,0.6053266331658291
100,iCaRL,0.9940563163405964,0.534070351758794
191,iCaRL,0.9937958295302761,0.48860971524288105
366,iCaRL,0.9936108852045576,0.41232830820770516
699,iCaRL,0.9940894934028747,0.3795979899497487
95,iCaRL,0.9939188030814597,0.5196984924623115
100,LUCIR,0.9950311052008196,0.681105527638191
191,LUCIR,0.9945385706491173,0.7175544388609716
366,LUCIR,0.9951603073271225,0.7217085427135679
699,LUCIR,0.9943764293890418,0.7444891122278057
95,LUCIR,0.9943148215893082,0.6682747068676718
100,VAE_BBox,0.9903841776330411,0.7487102177554438
191,VAE_BBox,0.9903841776330411,0.7487102177554438
366,VAE_BBox,0.9903841776330411,0.7487102177554438
699,VAE_BBox,0.9903841776330411,0.7487102177554438
95,VAE_BBox,0.9903841776330411,0.7487102177554438
100,VAE_Filter,0.9906738791124865,0.7595979899497487
191,VAE_Filter,0.9906738791124865,0.7595979899497487
366,VAE_Filter,0.9906738791124865,0.7595979899497487
699,VAE_Filter,0.9906738791124865,0.7595979899497487
95,VAE_Filter,0.9906738791124865,0.7595979899497487
100,VAE_GMM,0.9900141257642011,0.875108877721943
191,VAE_GMM,0.9900141257642011,0.875108877721943
366,VAE_GMM,0.9900141257642011,0.875108877721943
699,VAE_GMM,0.9900141257642011,0.875108877721943
95,VAE_GMM,0.9900141257642011,0.875108877721943
