Exemplar_Size,Method,Task 2,Task 3
100,Random,0.9805307276727567,0.9886767676767677
140,Random,0.9601245464144015,0.9724545454545453
196,Random,0.9767945147713264,0.9661212121212122
274,Random,0.9768699959192713,0.978050505050505
135,Random,0.978994326553747,0.9759292929292929
100,EWC_Replay,0.9832766565694102,0.9845151515151515
140,EWC_Replay,0.9545100544115037,0.9717676767676767
196,EWC_Replay,0.9774893540168903,0.9727474747474748
274,EWC_Replay,0.9750422668045856,0.9726161616161616
135,EWC_Replay,0.9780111253212702,0.9784949494949495
100,iCaRL,0.3086244542360484,0.6376868686868686
140,iCaRL,0.25589416573764395,0.43038383838383837
196,iCaRL,0.2973085051287949,0.33174747474747474
274,iCaRL,0.2946247806943459,0.2917979797979798
135,iCaRL,0.22897823636374356,0.47505050505050506
100,LUCIR,0.7706245211578545,0.5586565656565656
140,LUCIR,0.6748549700433758,0.7104040404040404
196,LUCIR,0.777278676235198,0.6526262626262626
274,LUCIR,0.7536753786203062,0.6588686868686868
135,LUCIR,0.7838377105449569,0.7269494949494949
100,VAE_BBox,0.9900895915678524,0.9893939393939395
140,VAE_BBox,0.9900895915678524,0.9893939393939395
196,VAE_BBox,0.9900895915678524,0.9893939393939395
274,VAE_BBox,0.9900895915678524,0.9893939393939395
135,VAE_BBox,0.9900895915678524,0.9893939393939395
100,VAE_Filter,0.9937158568752771,0.9733333333333333
140,VAE_Filter,0.9937158568752771,0.9733333333333333
196,VAE_Filter,0.9937158568752771,0.9733333333333333
274,VAE_Filter,0.9937158568752771,0.9733333333333333
135,VAE_Filter,0.9937158568752771,0.9733333333333333
100,VAE_GMM,0.9892534036012297,0.9646666666666667
140,VAE_GMM,0.9892534036012297,0.9646666666666667
196,VAE_GMM,0.9892534036012297,0.9646666666666667
274,VAE_GMM,0.9892534036012297,0.9646666666666667
135,VAE_GMM,0.9892534036012297,0.9646666666666667
