Exemplar_Size,Method,Task 2,Task 3
100,Random,0.5268307773478639,0.320009117117799
191,Random,0.6172164407136662,0.3394578427861988
366,Random,0.6379057111109925,0.3034026685383936
699,Random,0.6521403000032922,0.33694690573318536
135,Random,0.5990646583302218,0.32945945898763135
100,EWC_Replay,0.5396021090947062,0.31106078102935963
191,EWC_Replay,0.5931345447329185,0.32045259290651973
366,EWC_Replay,0.6670191029878245,0.3071163776896346
699,EWC_Replay,0.6689528825542642,0.329873461421562
135,EWC_Replay,0.6150167012581335,0.3103369420228541
100,iCaRL,0.4998919087798813,0.25297490450931004
191,iCaRL,0.5576413398573423,0.2526645018318775
366,iCaRL,0.5761540812850723,0.23417345632241393
699,iCaRL,0.5482388472572951,0.24529828920095606
135,iCaRL,0.5310154576634767,0.2666107213248081
100,LUCIR,0.6854977368950639,0.3331679287290786
191,LUCIR,0.7057071434119965,0.32777920129449983
366,LUCIR,0.7339709201246656,0.324113952469938
699,LUCIR,0.7388547490456917,0.36335918613104673
135,LUCIR,0.69726379431879,0.3455795594447075
100,VAE_BBox,0.6551941212806446,0.47530516689237995
191,VAE_BBox,0.6551941212806446,0.47530516689237995
366,VAE_BBox,0.6551941212806446,0.47530516689237995
699,VAE_BBox,0.6551941212806446,0.47530516689237995
135,VAE_BBox,0.6551941212806446,0.47530516689237995
100,VAE_Filter,0.6513967474594821,0.4755681170312062
191,VAE_Filter,0.6513967474594821,0.4755681170312062
366,VAE_Filter,0.6513967474594821,0.4755681170312062
699,VAE_Filter,0.6513967474594821,0.4755681170312062
135,VAE_Filter,0.6513967474594821,0.4755681170312062
100,VAE_GMM,0.781571046475241,0.6687278039114494
191,VAE_GMM,0.781571046475241,0.6687278039114494
366,VAE_GMM,0.781571046475241,0.6687278039114494
699,VAE_GMM,0.781571046475241,0.6687278039114494
135,VAE_GMM,0.781571046475241,0.6687278039114494
