Exemplar_Size,Method,Task 1,Task 2,Task 3,Task 4,Task 5
100,Random,0.9888794492648537,0.7677673368572253,0.5177786311264129,0.4257054015613706,0.33295238095238083
195,Random,0.986853440716675,0.7697359109567141,0.5263579974574701,0.43541450662822007,0.3381269841269841
379,Random,0.9869177062457927,0.787080726672792,0.5284924894089359,0.4433749193282407,0.32336507936507936
737,Random,0.9869172796049551,0.7820737001535052,0.5403728385495,0.43352898226192027,0.31625396825396823
215,Random,0.9894413791687086,0.7590241189452105,0.5180389880120055,0.4386211278526893,0.33384126984126977
100,EWC_Replay,0.9888428154405405,0.7642576424096436,0.521526228196983,0.4222197708324158,0.3311746031746031
195,EWC_Replay,0.9883392752857828,0.7597173834190555,0.5334229844605002,0.43280658793351834,0.33215873015873015
379,EWC_Replay,0.9879450322183161,0.7894100987299242,0.5359621720176153,0.43997803218103176,0.3185396825396825
737,EWC_Replay,0.98648500358508,0.7828905892469783,0.5367924430542463,0.44130762478234803,0.3224444444444444
215,EWC_Replay,0.9870943308324669,0.7748732843672511,0.5262258931200264,0.43309236163230164,0.329047619047619
100,iCaRL,0.9896050143719978,0.7011096731779377,0.487600609908653,0.3951260094457192,0.313079365079365
195,iCaRL,0.9888654466715432,0.6793097973683578,0.4964166104307716,0.381543245338843,0.3123809523809523
379,iCaRL,0.988960124321384,0.6938910318065136,0.4235042356514361,0.34211100268988004,0.2877777777777777
737,iCaRL,0.9885019950800816,0.6925011544231668,0.4314160112420008,0.29610309897565756,0.22761904761904755
215,iCaRL,0.9890301906039513,0.6872535794925086,0.47520846532324995,0.3766076273328148,0.313111111111111
100,LUCIR,0.9846428397670609,0.7589783891433871,0.4999605162653247,0.41078940656590907,0.3154603174603174
195,LUCIR,0.9897177770635275,0.7584387706952124,0.510408190739552,0.39548258566032163,0.30469841269841264
379,LUCIR,0.985049086535248,0.779764093780674,0.5241061541250338,0.4075400501549163,0.2988571428571428
737,LUCIR,0.9869440534190317,0.7882767758764709,0.5474222376476199,0.41181532132086435,0.29450793650793644
215,LUCIR,0.9890944802210526,0.7506271199714548,0.5122934500475319,0.41199405966421554,0.30085714285714277
100,VAE_BBox,0.9876009945303788,0.7804776070703779,0.5855615564062149,0.40087841762841236,0.344
195,VAE_BBox,0.9876009945303788,0.7804776070703779,0.5855615564062149,0.40087841762841236,0.344
379,VAE_BBox,0.9876009945303788,0.7804776070703779,0.5855615564062149,0.40087841762841236,0.344
737,VAE_BBox,0.9876009945303788,0.7804776070703779,0.5855615564062149,0.40087841762841236,0.344
215,VAE_BBox,0.9876009945303788,0.7804776070703779,0.5855615564062149,0.40087841762841236,0.344
100,VAE_Filter,0.9886502397723061,0.7814968421059053,0.5943892490392327,0.3894601249435657,0.3449206349206349
195,VAE_Filter,0.9886502397723061,0.7814968421059053,0.5943892490392327,0.3894601249435657,0.3449206349206349
379,VAE_Filter,0.9886502397723061,0.7814968421059053,0.5943892490392327,0.3894601249435657,0.3449206349206349
737,VAE_Filter,0.9886502397723061,0.7814968421059053,0.5943892490392327,0.3894601249435657,0.3449206349206349
215,VAE_Filter,0.9886502397723061,0.7814968421059053,0.5943892490392327,0.3894601249435657,0.3449206349206349
100,VAE_GMM,0.9878645643108916,0.8235432717921434,0.7400194708859743,0.5860345582242895,0.5017142857142857
195,VAE_GMM,0.9878645643108916,0.8235432717921434,0.7400194708859743,0.5860345582242895,0.5017142857142857
379,VAE_GMM,0.9878645643108916,0.8235432717921434,0.7400194708859743,0.5860345582242895,0.5017142857142857
737,VAE_GMM,0.9878645643108916,0.8235432717921434,0.7400194708859743,0.5860345582242895,0.5017142857142857
215,VAE_GMM,0.9878645643108916,0.8235432717921434,0.7400194708859743,0.5860345582242895,0.5017142857142857
