Exemplar_Size,Method,Task 2,Task 3,Task 4,Task 5
100,Random,0.6720203162173752,0.37293499324290186,0.2935218483052504,0.20193825494482145
195,Random,0.6852972211201854,0.38489573094082263,0.30818361845896036,0.2092718786959195
379,Random,0.71290032777322,0.39303046397828806,0.32189291866408354,0.19479673373607184
737,Random,0.7053189968467357,0.4128856460824852,0.31761481128056535,0.1944674473984907
215,Random,0.671259468887424,0.37718626871921107,0.31359345085115387,0.20486278924368306
100,EWC_Replay,0.6724757454595045,0.37782101899962206,0.2899364944615709,0.1990509428327269
195,EWC_Replay,0.669413433762157,0.3958458264303913,0.30319719105861564,0.2012953643893818
379,EWC_Replay,0.7162364368881683,0.40684653730755316,0.3158109969150222,0.18879116502667467
737,EWC_Replay,0.7073484717284096,0.40998334585595314,0.32408011549337884,0.19990897711800898
215,EWC_Replay,0.6950740797769417,0.38432486573671043,0.3055941452540119,0.19777045472621652
100,iCaRL,0.6216778620768656,0.3689565149964809,0.2963621241796008,0.18808086883524197
195,iCaRL,0.647328058510211,0.40987476914861515,0.3061114322450427,0.20065234890737962
379,iCaRL,0.6785395993113551,0.37460818328790435,0.27834976638317616,0.19819365067479475
737,iCaRL,0.6830741852142249,0.38450012199250555,0.2687282111435971,0.19700486909728113
215,iCaRL,0.6748529389680241,0.38796838980788106,0.3049846683894691,0.2032957642241666
100,LUCIR,0.7360390021511226,0.39464810512187826,0.29699266526713824,0.20419231934176532
195,LUCIR,0.747671125225535,0.4302860401219824,0.30186968299741856,0.20038584876808793
379,LUCIR,0.7975155530758921,0.452400301662466,0.31767993275444034,0.19789372816854153
737,LUCIR,0.7974191438157234,0.4620178394811187,0.34108161163011547,0.22318672009552756
215,LUCIR,0.769775714311723,0.4284798934630894,0.32515556338203894,0.19865780132906916
100,VAE_BBox,0.6785692892674298,0.4644159815890283,0.2650332203908244,0.21231216531669397
195,VAE_BBox,0.6785692892674298,0.4644159815890283,0.2650332203908244,0.21231216531669397
379,VAE_BBox,0.6785692892674298,0.4644159815890283,0.2650332203908244,0.21231216531669397
737,VAE_BBox,0.6785692892674298,0.4644159815890283,0.2650332203908244,0.21231216531669397
215,VAE_BBox,0.6785692892674298,0.4644159815890283,0.2650332203908244,0.21231216531669397
100,VAE_Filter,0.6803377198094805,0.47461003063929147,0.25254233590504527,0.21290668077820868
195,VAE_Filter,0.6803377198094805,0.47461003063929147,0.25254233590504527,0.21290668077820868
379,VAE_Filter,0.6803377198094805,0.47461003063929147,0.25254233590504527,0.21290668077820868
737,VAE_Filter,0.6803377198094805,0.47461003063929147,0.25254233590504527,0.21290668077820868
215,VAE_Filter,0.6803377198094805,0.47461003063929147,0.25254233590504527,0.21290668077820868
100,VAE_GMM,0.7348219778906647,0.6578946424680584,0.4887381461206198,0.39994236306423486
195,VAE_GMM,0.7348219778906647,0.6578946424680584,0.4887381461206198,0.39994236306423486
379,VAE_GMM,0.7348219778906647,0.6578946424680584,0.4887381461206198,0.39994236306423486
737,VAE_GMM,0.7348219778906647,0.6578946424680584,0.4887381461206198,0.39994236306423486
215,VAE_GMM,0.7348219778906647,0.6578946424680584,0.4887381461206198,0.39994236306423486
