Exemplar_Size,Method,Task 1,Task 2
100,Random,0.9386659882161077,0.4826614651061985
300,Random,0.934685899012954,0.5186822713480711
898,Random,0.9381058983227404,0.5385782401387083
2692,Random,0.9382550278658727,0.5710446467273516
95,Random,0.9361726505946144,0.4971391417425227
100,EWC_Replay,0.9387530104543519,0.5145643693107932
300,EWC_Replay,0.9377729055385273,0.5364542696142176
898,EWC_Replay,0.9368798466277402,0.5631122670134373
2692,EWC_Replay,0.9339916900159015,0.5556133506718682
95,EWC_Replay,0.9325135960683816,0.5019505851755527
100,iCaRL,0.9449518529261992,0.46384915474642396
300,iCaRL,0.9466612087898594,0.4407022106631989
898,iCaRL,0.948095099949924,0.3520156046814044
2692,iCaRL,0.9498166996107151,0.3062418725617685
95,iCaRL,0.9497678617707852,0.44971824880797573
100,LUCIR,0.9435184297056075,0.5023407022106632
300,LUCIR,0.9489337727419355,0.5173385348938014
898,LUCIR,0.9498344795141475,0.53012570437798
2692,LUCIR,0.9493027750951986,0.5156913740788903
95,LUCIR,0.9483203834203573,0.5216731686172519
100,VAE_BBox,0.9366779008641436,0.7017078456870395
300,VAE_BBox,0.9366779008641436,0.7017078456870395
898,VAE_BBox,0.9366779008641436,0.7017078456870395
2692,VAE_BBox,0.9366779008641436,0.7017078456870395
95,VAE_BBox,0.9366779008641436,0.7017078456870395
100,VAE_Filter,0.9377634601146508,0.7061725184221933
300,VAE_Filter,0.9377634601146508,0.7061725184221933
898,VAE_Filter,0.9377634601146508,0.7061725184221933
2692,VAE_Filter,0.9377634601146508,0.7061725184221933
95,VAE_Filter,0.9377634601146508,0.7061725184221933
100,VAE_GMM,0.9388032963237666,0.8156740355439964
300,VAE_GMM,0.9388032963237666,0.8156740355439964
898,VAE_GMM,0.9388032963237666,0.8156740355439964
2692,VAE_GMM,0.9388032963237666,0.8156740355439964
95,VAE_GMM,0.9388032963237666,0.8156740355439964
