Exemplar_Size,Method,Task 1,Task 2,Task 3
100,Random,0.878262709492416,0.45282059507257594,0.2853508771929824
237,Random,0.882563173054685,0.4596238190980614,0.28122807017543855
562,Random,0.8814838443743481,0.4933855937573996,0.28675438596491226
1332,Random,0.8827289093977277,0.48162529152720424,0.30842105263157893
135,Random,0.8851991918780171,0.45617071477874777,0.2883333333333333
100,EWC_Replay,0.8790954305167713,0.4475540103458085,0.28350877192982454
237,EWC_Replay,0.8842563758040689,0.4654439973299636,0.29043859649122805
562,EWC_Replay,0.8881944341498791,0.5001337201960279,0.2986842105263158
1332,EWC_Replay,0.885614516731011,0.45818635287350606,0.2973684210526315
135,EWC_Replay,0.8779403910086278,0.4465406544120341,0.25789473684210523
100,iCaRL,0.885813376292392,0.29739985373438516,0.19228070175438594
237,iCaRL,0.8856086602921557,0.2228216357843022,0.15631578947368416
562,iCaRL,0.8875576549677949,0.18630632060055022,0.16666666666666663
1332,iCaRL,0.8852104008950392,0.20641954182318267,0.13728070175438592
135,iCaRL,0.8890060502557338,0.29760474945522286,0.1934210526315789
100,LUCIR,0.8914900230057777,0.383276279070442,0.2781578947368421
237,LUCIR,0.8914772523529905,0.35337490673160604,0.24675438596491225
562,LUCIR,0.8927950440184714,0.4050906964224486,0.2707017543859649
1332,LUCIR,0.8892166868625753,0.41101885430114726,0.2596491228070175
135,LUCIR,0.8902962042765449,0.3914435595782269,0.312719298245614
100,VAE_BBox,0.880133447288896,0.712776817840407,0.47308771929824556
237,VAE_BBox,0.880133447288896,0.712776817840407,0.47308771929824556
562,VAE_BBox,0.880133447288896,0.712776817840407,0.47308771929824556
1332,VAE_BBox,0.880133447288896,0.712776817840407,0.47308771929824556
135,VAE_BBox,0.880133447288896,0.712776817840407,0.47308771929824556
100,VAE_Filter,0.8821245019037117,0.7216051413838943,0.4745964912280701
237,VAE_Filter,0.8821245019037117,0.7216051413838943,0.4745964912280701
562,VAE_Filter,0.8821245019037117,0.7216051413838943,0.4745964912280701
1332,VAE_Filter,0.8821245019037117,0.7216051413838943,0.4745964912280701
135,VAE_Filter,0.8821245019037117,0.7216051413838943,0.4745964912280701
100,VAE_GMM,0.8796957608166589,0.8135624490105672,0.6092280701754386
237,VAE_GMM,0.8796957608166589,0.8135624490105672,0.6092280701754386
562,VAE_GMM,0.8796957608166589,0.8135624490105672,0.6092280701754386
1332,VAE_GMM,0.8796957608166589,0.8135624490105672,0.6092280701754386
135,VAE_GMM,0.8796957608166589,0.8135624490105672,0.6092280701754386
