Exemplar_Size,Method,Task 2,Task 3
100,Random,0.9010008496132095,0.9514836194214032
235,Random,0.8894456385740651,0.9313551911274897
554,Random,0.8603281585525063,0.9127698002628614
1303,Random,0.8448576669100195,0.8634041766322641
135,Random,0.8901246453134768,0.9493624279669799
100,EWC_Replay,0.8977948979054099,0.9524864500886994
235,EWC_Replay,0.8817713482178847,0.9315907542875614
554,EWC_Replay,0.8542339988122546,0.9072355571636485
1303,EWC_Replay,0.8461610333507615,0.8629890112732038
135,EWC_Replay,0.8947021582922108,0.9444138331276122
100,iCaRL,0.27973240675750943,0.5311071569428966
235,iCaRL,0.1358323425306959,0.2500229509661755
554,iCaRL,0.19051865449536684,0.29481663877634745
1303,iCaRL,0.14516376538067363,0.3198368388943313
135,iCaRL,0.25307236686908613,0.4353695627240304
100,LUCIR,0.4117783110746231,0.7958269800665966
235,LUCIR,0.48385190518805654,0.7229948658293673
554,LUCIR,0.4351343454494403,0.6087135448720784
1303,LUCIR,0.4158465214080034,0.519358315626353
135,LUCIR,0.4307795719716916,0.7812031091077842
100,VAE_BBox,0.9180893203587779,0.9562189394262842
235,VAE_BBox,0.9180893203587779,0.9562189394262842
554,VAE_BBox,0.9180893203587779,0.9562189394262842
1303,VAE_BBox,0.9180893203587779,0.9562189394262842
135,VAE_BBox,0.9180893203587779,0.9562189394262842
100,VAE_Filter,0.9192113943013911,0.9591871721660093
235,VAE_Filter,0.9192113943013911,0.9591871721660093
554,VAE_Filter,0.9192113943013911,0.9591871721660093
1303,VAE_Filter,0.9192113943013911,0.9591871721660093
135,VAE_Filter,0.9192113943013911,0.9591871721660093
100,VAE_GMM,0.9246893716333159,0.9653769231509781
235,VAE_GMM,0.9246893716333159,0.9653769231509781
554,VAE_GMM,0.9246893716333159,0.9653769231509781
1303,VAE_GMM,0.9246893716333159,0.9653769231509781
135,VAE_GMM,0.9246893716333159,0.9653769231509781
