Exemplar_Size,Task 2,Task 3,Method
100,0.8879999999999999,0.384313725490196,EWC_Replay
100,0.5916666666666667,0.22592592592592592,EWC_Replay
100,0.05714285714285714,0.2115384615384615,EWC_Replay
100,0.2814814814814815,0.19636363636363635,EWC_Replay
100,0.23448275862068968,0.13333333333333328,EWC_Replay
100,0.8400000000000001,0.38113207547169803,EWC_Replay
100,0.34482758620689646,0.10877192982456137,EWC_Replay
100,0.36296296296296293,0.32452830188679244,EWC_Replay
100,0.4230769230769231,0.5283018867924528,EWC_Replay
100,0.4444444444444445,0.27058823529411763,EWC_Replay
100,0.8240000000000001,0.2716981132075471,EWC_Replay
100,0.46153846153846156,0.3849056603773585,EWC_Replay
100,0.013333333333333319,0.2444444444444444,EWC_Replay
100,0.5,0.21090909090909088,EWC_Replay
100,0.4666666666666667,0.28301886792452824,EWC_Replay
100,0.4833333333333333,0.2941176470588235,EWC_Replay
100,0.7,0.2185185185185185,EWC_Replay
100,0.4583333333333333,0.22222222222222224,EWC_Replay
100,0.3655172413793103,0.12631578947368413,EWC_Replay
100,0.32142857142857145,0.1178571428571428,EWC_Replay
100,0.2928571428571428,0.18245614035087715,EWC_Replay
100,0.8879999999999999,0.2566037735849056,EWC_Replay
100,0.4666666666666667,0.29230769230769227,EWC_Replay
100,0.2551724137931034,0.29056603773584905,EWC_Replay
100,0.38620689655172413,0.15789473684210523,EWC_Replay
100,0.8965517241379312,0.13090909090909092,EWC_Replay
100,0.02857142857142856,0.2038461538461538,EWC_Replay
100,0.7,0.41509433962264153,EWC_Replay
100,0.11428571428571428,0.2518518518518519,EWC_Replay
100,0.4230769230769231,0.22962962962962963,EWC_Replay
142,0.8559999999999999,0.2784313725490196,EWC_Replay
142,0.6416666666666668,0.22592592592592595,EWC_Replay
142,0.0,0.20769230769230768,EWC_Replay
142,0.4,0.07999999999999993,EWC_Replay
142,0.2551724137931034,0.12280701754385963,EWC_Replay
142,0.8400000000000001,0.3773584905660377,EWC_Replay
142,0.25517241379310346,0.09473684210526312,EWC_Replay
142,0.274074074074074,0.21132075471698109,EWC_Replay
142,0.5307692307692308,0.5396226415094338,EWC_Replay
142,0.5111111111111112,0.34509803921568627,EWC_Replay
142,0.8560000000000001,0.26037735849056604,EWC_Replay
142,0.4769230769230769,0.4377358490566038,EWC_Replay
142,0.03333333333333332,0.27777777777777773,EWC_Replay
142,0.5,0.3163636363636363,EWC_Replay
142,0.5851851851851853,0.32452830188679244,EWC_Replay
142,0.4583333333333333,0.4117647058823529,EWC_Replay
142,0.6615384615384615,0.29629629629629634,EWC_Replay
142,0.475,0.2148148148148148,EWC_Replay
142,0.4137931034482759,0.17894736842105258,EWC_Replay
142,0.2642857142857143,0.06785714285714281,EWC_Replay
142,0.29999999999999993,0.26666666666666666,EWC_Replay
142,0.9119999999999999,0.32075471698113206,EWC_Replay
142,0.5166666666666666,0.24230769230769228,EWC_Replay
142,0.31034482758620685,0.3773584905660377,EWC_Replay
142,0.3793103448275862,0.06666666666666664,EWC_Replay
142,0.7103448275862069,0.17818181818181814,EWC_Replay
142,0.0,0.27307692307692305,EWC_Replay
142,0.5666666666666667,0.4754716981132076,EWC_Replay
142,0.0,0.20370370370370366,EWC_Replay
142,0.4230769230769231,0.2185185185185185,EWC_Replay
201,0.8640000000000001,0.36078431372549014,EWC_Replay
201,0.4833333333333333,0.23703703703703702,EWC_Replay
201,0.049999999999999975,0.21538461538461534,EWC_Replay
201,0.274074074074074,0.1127272727272727,EWC_Replay
201,0.27586206896551724,0.09824561403508772,EWC_Replay
201,0.8080000000000002,0.35471698113207545,EWC_Replay
201,0.27586206896551724,0.19999999999999996,EWC_Replay
201,0.34814814814814815,0.34339622641509426,EWC_Replay
201,0.5,0.5358490566037736,EWC_Replay
201,0.3925925925925926,0.31372549019607837,EWC_Replay
201,0.8320000000000001,0.2641509433962264,EWC_Replay
201,0.4230769230769231,0.4075471698113208,EWC_Replay
201,0.05333333333333332,0.24074074074074076,EWC_Replay
201,0.48461538461538467,0.2763636363636363,EWC_Replay
201,0.4518518518518519,0.3698113207547169,EWC_Replay
201,0.4583333333333333,0.43921568627450985,EWC_Replay
201,0.5153846153846153,0.2333333333333333,EWC_Replay
201,0.4833333333333333,0.28148148148148144,EWC_Replay
201,0.36551724137931035,0.18596491228070172,EWC_Replay
201,0.2571428571428571,0.09999999999999998,EWC_Replay
201,0.3142857142857142,0.2947368421052631,EWC_Replay
201,0.952,0.30943396226415093,EWC_Replay
201,0.4583333333333333,0.2461538461538461,EWC_Replay
201,0.2827586206896551,0.35471698113207545,EWC_Replay
201,0.24137931034482757,0.22807017543859645,EWC_Replay
201,0.8206896551724139,0.15272727272727266,EWC_Replay
201,0.07142857142857142,0.33846153846153837,EWC_Replay
201,0.625,0.5018867924528302,EWC_Replay
201,0.01428571428571428,0.2074074074074074,EWC_Replay
201,0.4230769230769231,0.25925925925925924,EWC_Replay
286,0.8320000000000001,0.384313725490196,EWC_Replay
286,0.4833333333333333,0.22592592592592592,EWC_Replay
286,0.0,0.2115384615384615,EWC_Replay
286,0.34814814814814815,0.1418181818181818,EWC_Replay
286,0.31034482758620696,0.08771929824561402,EWC_Replay
286,0.8560000000000001,0.4905660377358491,EWC_Replay
286,0.2689655172413793,0.16491228070175434,EWC_Replay
286,0.1925925925925926,0.3358490566037735,EWC_Replay
286,0.4230769230769231,0.5056603773584906,EWC_Replay
286,0.5111111111111111,0.34509803921568627,EWC_Replay
286,0.8399999999999999,0.33207547169811313,EWC_Replay
286,0.4615384615384615,0.4377358490566038,EWC_Replay
286,0.0,0.22962962962962963,EWC_Replay
286,0.5,0.3236363636363636,EWC_Replay
286,0.6962962962962964,0.46792452830188686,EWC_Replay
286,0.4583333333333333,0.4588235294117647,EWC_Replay
