Exemplar_Size,Method,Task 1,Task 2,Task 3,Task 4,Task 5
100,Random,0.9527459584667564,0.6403074651832286,0.4482354952228739,0.3478390799454046,0.2718405428329092
240,Random,0.9574080750186187,0.6528708517461372,0.5014863134191907,0.3586183255227819,0.29643765903307884
575,Random,0.9576920958753841,0.6476672147848028,0.4929637495488631,0.4016727602263758,0.317726887192536
1378,Random,0.9592563975951693,0.6515467846531451,0.5030096175190771,0.3785199734013521,0.29762510602205255
215,Random,0.9601115861571049,0.6640353084328939,0.4950921156689677,0.35915868249531446,0.29236641221374043
100,EWC_Replay,0.9549657491643081,0.6433072689130247,0.44281646208713055,0.3453981613921072,0.26225614927905
240,EWC_Replay,0.962322628670462,0.6644417127659832,0.4928910826245685,0.35970511639799424,0.2953350296861747
575,EWC_Replay,0.9603305092821078,0.653159289772034,0.4937240246133648,0.38168504182261725,0.2847328244274809
1378,EWC_Replay,0.9572183891220367,0.6752370541749696,0.49998305092603196,0.39914471089955667,0.30296861747243425
215,EWC_Replay,0.9549853953533477,0.6538634581693282,0.47062136283004347,0.3710299285498392,0.2843087362171331
100,iCaRL,0.9629448456184565,0.6569016396146522,0.4289615428589317,0.3170985676044983,0.22510602205258692
240,iCaRL,0.956098251703202,0.5929560570517529,0.36536530994106153,0.2603989971425197,0.2004240882103477
575,iCaRL,0.958693224388011,0.579569716092705,0.3383886207964691,0.26059313435428194,0.1536895674300254
1378,iCaRL,0.9611037654280177,0.583552669309542,0.3303280213546653,0.25361139634103375,0.16675148430873618
215,iCaRL,0.9570480920110211,0.6251407654345361,0.3882430736824549,0.2848615705643952,0.20093299406276502
100,LUCIR,0.9631542675685056,0.5709509668547137,0.43126799154495005,0.37680553516268434,0.2877862595419847
240,LUCIR,0.9627794474510942,0.5758181896788169,0.44582576507387844,0.34587107454943045,0.2726887192536047
575,LUCIR,0.9644254480809163,0.6013819808822596,0.4528389905247458,0.3593600845277934,0.25911789652247663
1378,LUCIR,0.9657826745800082,0.6217356030939128,0.470868095930774,0.3739343172264957,0.27972858354537744
215,LUCIR,0.9630540394811185,0.6199079706414476,0.4631995261051925,0.3375085838157887,0.2794741306191687
100,VAE_BBox,0.9580586950716007,0.889215702428725,0.7084043513068926,0.5596729351520443,0.4490245971162002
240,VAE_BBox,0.9580586950716007,0.889215702428725,0.7084043513068926,0.5596729351520443,0.4490245971162002
575,VAE_BBox,0.9580586950716007,0.889215702428725,0.7084043513068926,0.5596729351520443,0.4490245971162002
1378,VAE_BBox,0.9580586950716007,0.889215702428725,0.7084043513068926,0.5596729351520443,0.4490245971162002
215,VAE_BBox,0.9580586950716007,0.889215702428725,0.7084043513068926,0.5596729351520443,0.4490245971162002
100,VAE_Filter,0.9568478329079204,0.8956335646962851,0.6949269496969409,0.5499995278405996,0.4471416454622561
240,VAE_Filter,0.9568478329079204,0.8956335646962851,0.6949269496969409,0.5499995278405996,0.4471416454622561
575,VAE_Filter,0.9568478329079204,0.8956335646962851,0.6949269496969409,0.5499995278405996,0.4471416454622561
1378,VAE_Filter,0.9568478329079204,0.8956335646962851,0.6949269496969409,0.5499995278405996,0.4471416454622561
215,VAE_Filter,0.9568478329079204,0.8956335646962851,0.6949269496969409,0.5499995278405996,0.4471416454622561
100,VAE_GMM,0.9571048979720325,0.9202908206116137,0.793336226836699,0.6529147805000595,0.5447837150127227
240,VAE_GMM,0.9571048979720325,0.9202908206116137,0.793336226836699,0.6529147805000595,0.5447837150127227
575,VAE_GMM,0.9571048979720325,0.9202908206116137,0.793336226836699,0.6529147805000595,0.5447837150127227
1378,VAE_GMM,0.9571048979720325,0.9202908206116137,0.793336226836699,0.6529147805000595,0.5447837150127227
215,VAE_GMM,0.9571048979720325,0.9202908206116137,0.793336226836699,0.6529147805000595,0.5447837150127227
