Exemplar_Size,Method,Task 2,Task 3,Task 4,Task 5,Task 6
100,Random,0.25902599791386216,0.19756483440988384,0.1491403627198777,0.11200815562180269,0.10651910214444914
235,Random,0.2829879885696489,0.2168117661792545,0.17594299713392883,0.18019317297575557,0.152523899020594
554,Random,0.3188770464269988,0.253829039937221,0.18734567804179916,0.16966046086613554,0.1415610413756451
1303,Random,0.2920652978899238,0.2489146033867207,0.2002937764469368,0.1746591765909372,0.1512218735325131
255,Random,0.2926988911961886,0.2418119887576254,0.18592077386102787,0.1521555902153261,0.15193637374251717
100,EWC_Replay,0.24566520130489397,0.1800667860117673,0.14850182635472553,0.13105396097036076,0.1266784746705
235,EWC_Replay,0.2549664967238351,0.22865310862496896,0.18783018216106812,0.15477463843145098,0.13472116011301868
554,EWC_Replay,0.2979005905323298,0.2580513377258919,0.2158375571428112,0.17071180829042357,0.1601411937496412
1303,EWC_Replay,0.2959381345115152,0.24777505907066152,0.19216565566408164,0.18068707692071212,0.15723822925124317
255,EWC_Replay,0.26072219286232035,0.22739719695243277,0.1807633584672653,0.1616386724607209,0.15284847047311215
100,iCaRL,0.3158295674895689,0.22025477992502474,0.1438875952797362,0.1278068201356941,0.118589032266696
235,iCaRL,0.30686944430153085,0.2207650250923563,0.17993129987191744,0.1469016907286739,0.10971119477193289
554,iCaRL,0.27388889861102556,0.18313688802887418,0.15667952304387228,0.11564172743575715,0.10767923438165886
1303,iCaRL,0.25874109688454056,0.17939658637687422,0.12786920770354185,0.12809252842559588,0.10245777494081586
255,iCaRL,0.2974035961372356,0.24468596347943156,0.1422241201600523,0.14361217920005087,0.11833356653656511
100,LUCIR,0.3122890185132424,0.24313402532087658,0.18793747360942387,0.12800702275544043,0.1345284055789698
235,LUCIR,0.327431870334741,0.2842531993370168,0.18616097011772462,0.14941483318086723,0.14803453448110634
554,LUCIR,0.37623193112709463,0.28226531973272306,0.23122440304100197,0.17602317331446574,0.15246464623246853
1303,LUCIR,0.3387912911465682,0.28667177031589247,0.20272739780100893,0.19930800850784294,0.17452985392871528
255,LUCIR,0.3266517543684036,0.28265550707408477,0.22574457889234015,0.1797766399328112,0.15405886284444656
100,VAE_BBox,0.5354293608185171,0.3565981066508349,0.2345211300110192,0.1876905526891123,0.15428329527721316
235,VAE_BBox,0.5354293608185171,0.3565981066508349,0.2345211300110192,0.1876905526891123,0.15428329527721316
554,VAE_BBox,0.5354293608185171,0.3565981066508349,0.2345211300110192,0.1876905526891123,0.15428329527721316
1303,VAE_BBox,0.5354293608185171,0.3565981066508349,0.2345211300110192,0.1876905526891123,0.15428329527721316
255,VAE_BBox,0.5354293608185171,0.3565981066508349,0.2345211300110192,0.1876905526891123,0.15428329527721316
100,VAE_Filter,0.5354773598283438,0.3620242132467831,0.242765992550746,0.18316716071572886,0.1538887825906425
235,VAE_Filter,0.5354773598283438,0.3620242132467831,0.242765992550746,0.18316716071572886,0.1538887825906425
554,VAE_Filter,0.5354773598283438,0.3620242132467831,0.242765992550746,0.18316716071572886,0.1538887825906425
1303,VAE_Filter,0.5354773598283438,0.3620242132467831,0.242765992550746,0.18316716071572886,0.1538887825906425
255,VAE_Filter,0.5354773598283438,0.3620242132467831,0.242765992550746,0.18316716071572886,0.1538887825906425
100,VAE_GMM,0.7101015661979946,0.543663139298729,0.40822101628789237,0.3284345857061291,0.2749814747668575
235,VAE_GMM,0.7101015661979946,0.543663139298729,0.40822101628789237,0.3284345857061291,0.2749814747668575
554,VAE_GMM,0.7101015661979946,0.543663139298729,0.40822101628789237,0.3284345857061291,0.2749814747668575
1303,VAE_GMM,0.7101015661979946,0.543663139298729,0.40822101628789237,0.3284345857061291,0.2749814747668575
255,VAE_GMM,0.7101015661979946,0.543663139298729,0.40822101628789237,0.3284345857061291,0.2749814747668575
