Exemplar_Size,Method,Task 1,Task 2
100,Random,0.9908625102212125,0.6716872427983539
142,Random,0.9916227683285646,0.6624691358024691
201,Random,0.9911240377524216,0.6819753086419753
285,Random,0.9909770109586282,0.7125925925925926
95,Random,0.9925925793803219,0.6493827160493827
100,EWC_Replay,0.9915035653550213,0.676954732510288
142,EWC_Replay,0.9931035575023333,0.6772016460905349
201,EWC_Replay,0.991312116378229,0.6965432098765432
285,EWC_Replay,0.9913584775574243,0.6832921810699588
95,EWC_Replay,0.989431481250882,0.668724279835391
100,iCaRL,0.9935163647614008,0.43835390946502056
142,iCaRL,0.9945983483991194,0.45275720164609046
201,iCaRL,0.9940636827461742,0.4294650205761316
285,iCaRL,0.99415612314096,0.42855967078189294
95,iCaRL,0.9933109726894515,0.4567078189300411
100,LUCIR,0.9891408994101841,0.705925925925926
142,LUCIR,0.9695788934831866,0.6903703703703703
201,LUCIR,0.982085417050354,0.7118518518518518
285,LUCIR,0.9897661860934419,0.7044444444444444
95,LUCIR,0.9907256962241923,0.702880658436214
100,VAE_BBox,0.9919714946573909,0.8269958847736625
142,VAE_BBox,0.9919714946573909,0.8269958847736625
201,VAE_BBox,0.9919714946573909,0.8269958847736625
285,VAE_BBox,0.9919714946573909,0.8269958847736625
95,VAE_BBox,0.9919714946573909,0.8269958847736625
100,VAE_Filter,0.9911236743513332,0.8258436213991769
142,VAE_Filter,0.9911236743513332,0.8258436213991769
201,VAE_Filter,0.9911236743513332,0.8258436213991769
285,VAE_Filter,0.9911236743513332,0.8258436213991769
95,VAE_Filter,0.9911236743513332,0.8258436213991769
100,VAE_GMM,0.9927512624517749,0.8739094650205761
142,VAE_GMM,0.9927512624517749,0.8739094650205761
201,VAE_GMM,0.9927512624517749,0.8739094650205761
285,VAE_GMM,0.9927512624517749,0.8739094650205761
95,VAE_GMM,0.9927512624517749,0.8739094650205761
