Exemplar_Size,Method,Task 1,Task 2,Task 3,Task 4,Task 5
100,Random,0.9589630249143034,0.5997931452512849,0.38912651870263837,0.3225704784052929,0.30559167750325095
300,Random,0.9548269465745218,0.6265859225036775,0.45124650884235656,0.3534669568836445,0.3053749458170784
898,Random,0.9588183783643951,0.6426542384110926,0.457078928919254,0.4009139774669829,0.34161248374512354
2692,Random,0.9544877170413746,0.6181121074888771,0.4465611386915204,0.3718761366339329,0.34633723450368437
215,Random,0.9573635678619915,0.5992873638704543,0.41222099576751053,0.3206930205604667,0.3039878630255743
100,EWC_Replay,0.961165110835072,0.5920735967363033,0.38366638305600326,0.30950965040002204,0.2882531426094495
300,EWC_Replay,0.9598029385528037,0.6266081205501447,0.4367265976879798,0.3632656021303221,0.32808842652795833
898,EWC_Replay,0.9596503119746362,0.6353856833623639,0.443176082882004,0.36263270245585694,0.3274815778066753
2692,EWC_Replay,0.9575235289773496,0.6245222239068408,0.46199393286864787,0.37450098476418997,0.34789770264412656
215,EWC_Replay,0.9628823479331139,0.597679261205197,0.4381326682786498,0.3421650499168456,0.2954919809276116
100,iCaRL,0.9626109973222723,0.5703805434142759,0.380368272303076,0.3377673332793487,0.25739055049848286
300,iCaRL,0.9631176945026545,0.6650690178024781,0.392943842604656,0.2972190701375166,0.27377546597312524
898,iCaRL,0.9631488941962171,0.6577296897369601,0.36223344464966567,0.30655516638890123,0.2517988729952319
2692,iCaRL,0.9637223791276625,0.5887161040182132,0.34669714796998724,0.2873479440041101,0.23502384048547895
215,iCaRL,0.9627902610029376,0.6378665723962873,0.37670528564453876,0.32414674755037176,0.26103164282618113
100,LUCIR,0.9621632152432067,0.6178869944777411,0.4028180162727587,0.34791186161954685,0.3094495015171218
300,LUCIR,0.9670958616562088,0.6235168069631108,0.42779443013532487,0.3618638811394765,0.31200693541395746
898,LUCIR,0.9659939185600657,0.6428858375940544,0.4456226252519365,0.37213999045897733,0.3453402687472908
2692,LUCIR,0.9660020388595488,0.6212601655780505,0.44603067134391744,0.36618537819391894,0.3403120936280884
215,LUCIR,0.9659099256873688,0.6190988728988545,0.43162904447915645,0.3707129267829139,0.32605114867793666
100,VAE_BBox,0.9585416159832293,0.7903635426286277,0.5116760635572978,0.41402023408572114,0.36008669267446897
300,VAE_BBox,0.9585416159832293,0.7903635426286277,0.5116760635572978,0.41402023408572114,0.36008669267446897
898,VAE_BBox,0.9585416159832293,0.7903635426286277,0.5116760635572978,0.41402023408572114,0.36008669267446897
2692,VAE_BBox,0.9585416159832293,0.7903635426286277,0.5116760635572978,0.41402023408572114,0.36008669267446897
215,VAE_BBox,0.9585416159832293,0.7903635426286277,0.5116760635572978,0.41402023408572114,0.36008669267446897
100,VAE_Filter,0.9600191880319995,0.7950485657714472,0.5253385534221715,0.4216134800105972,0.3592371044646727
300,VAE_Filter,0.9600191880319995,0.7950485657714472,0.5253385534221715,0.4216134800105972,0.3592371044646727
898,VAE_Filter,0.9600191880319995,0.7950485657714472,0.5253385534221715,0.4216134800105972,0.3592371044646727
2692,VAE_Filter,0.9600191880319995,0.7950485657714472,0.5253385534221715,0.4216134800105972,0.3592371044646727
215,VAE_Filter,0.9600191880319995,0.7950485657714472,0.5253385534221715,0.4216134800105972,0.3592371044646727
100,VAE_GMM,0.959298288628015,0.8748274393210174,0.7346343142076311,0.5904977728598167,0.5027481577806675
300,VAE_GMM,0.959298288628015,0.8748274393210174,0.7346343142076311,0.5904977728598167,0.5027481577806675
898,VAE_GMM,0.959298288628015,0.8748274393210174,0.7346343142076311,0.5904977728598167,0.5027481577806675
2692,VAE_GMM,0.959298288628015,0.8748274393210174,0.7346343142076311,0.5904977728598167,0.5027481577806675
215,VAE_GMM,0.959298288628015,0.8748274393210174,0.7346343142076311,0.5904977728598167,0.5027481577806675
