Exemplar_Size,Method,Task 1,Task 2,Task 3,Task 4,Task 5
100,Random,0.9318610467812879,0.618550343120499,0.4083539302514545,0.3334898786261389,0.26552631578947367
237,Random,0.929790073284543,0.6302209782880791,0.44513444951149544,0.35346891467823577,0.27122807017543854
562,Random,0.9270587301617524,0.664130767623894,0.47788369390759095,0.35937441788857094,0.28552631578947363
1332,Random,0.9351108293100404,0.6737526280876694,0.464005550357612,0.3562640717589049,0.27561403508771926
215,Random,0.9272733444705437,0.6470424164651062,0.450248450454028,0.34719023030881946,0.27421052631578946
100,EWC_Replay,0.930383706764909,0.6321327524559788,0.42812014792528785,0.3537168594946373,0.26017543859649117
237,EWC_Replay,0.933797384877381,0.6524096291610342,0.45337330007566146,0.3342947837569579,0.28491228070175434
562,EWC_Replay,0.929386224005876,0.6222736742141287,0.4525529541117927,0.36636896481376596,0.28114035087719297
1332,EWC_Replay,0.9302751135026842,0.6559456298878583,0.4899907898330728,0.3692459701472662,0.2740350877192982
215,EWC_Replay,0.9301725921615382,0.6479341135495337,0.42918779204614405,0.3552580896325564,0.2903508771929824
100,iCaRL,0.9298840551311506,0.650753412200588,0.3854672500451525,0.3131251708644223,0.2396491228070175
237,iCaRL,0.9353389810608336,0.6003194117367359,0.36861645875666044,0.2868383113280512,0.1991228070175438
562,iCaRL,0.9323711354895288,0.550087410279459,0.3551494415185244,0.24124257786722877,0.1735087719298245
1332,iCaRL,0.9366789559196891,0.5591259021987903,0.33267041901778366,0.2430195936061323,0.14359649122807014
215,iCaRL,0.9344533864898942,0.5943378512267086,0.37533737201609785,0.2763304734922334,0.18324561403508768
100,LUCIR,0.9367914270130526,0.6325166720774879,0.40308128337024157,0.36542850027022933,0.29105263157894734
237,LUCIR,0.9394238579308777,0.5271676200828408,0.43248451360078205,0.3670104805920571,0.27429824561403504
562,LUCIR,0.9400574020827146,0.5651707532848848,0.4343315050912888,0.39536957120393407,0.2689473684210526
1332,LUCIR,0.9359368245451289,0.5520110123270056,0.44605533838018,0.333249024311149,0.2545614035087719
215,LUCIR,0.9391171179581214,0.6078822717946477,0.4610668694691179,0.3698927860792068,0.28377192982456134
100,VAE_BBox,0.9305833068713338,0.8449394019407207,0.6172676038604243,0.48558720953756557,0.39150877192982453
237,VAE_BBox,0.9305833068713338,0.8449394019407207,0.6172676038604243,0.48558720953756557,0.39150877192982453
562,VAE_BBox,0.9305833068713338,0.8449394019407207,0.6172676038604243,0.48558720953756557,0.39150877192982453
1332,VAE_BBox,0.9305833068713338,0.8449394019407207,0.6172676038604243,0.48558720953756557,0.39150877192982453
215,VAE_BBox,0.9305833068713338,0.8449394019407207,0.6172676038604243,0.48558720953756557,0.39150877192982453
100,VAE_Filter,0.9321026344622848,0.8484866402606648,0.6217614004753336,0.4719443065073761,0.3895087719298245
237,VAE_Filter,0.9321026344622848,0.8484866402606648,0.6217614004753336,0.4719443065073761,0.3895087719298245
562,VAE_Filter,0.9321026344622848,0.8484866402606648,0.6217614004753336,0.4719443065073761,0.3895087719298245
1332,VAE_Filter,0.9321026344622848,0.8484866402606648,0.6217614004753336,0.4719443065073761,0.3895087719298245
215,VAE_Filter,0.9321026344622848,0.8484866402606648,0.6217614004753336,0.4719443065073761,0.3895087719298245
100,VAE_GMM,0.929497101349167,0.9017041659322013,0.7660820835870928,0.6275767299955786,0.545
237,VAE_GMM,0.929497101349167,0.9017041659322013,0.7660820835870928,0.6275767299955786,0.545
562,VAE_GMM,0.929497101349167,0.9017041659322013,0.7660820835870928,0.6275767299955786,0.545
1332,VAE_GMM,0.929497101349167,0.9017041659322013,0.7660820835870928,0.6275767299955786,0.545
215,VAE_GMM,0.929497101349167,0.9017041659322013,0.7660820835870928,0.6275767299955786,0.545
