Exemplar_Size,Method,Task 2,Task 3,Task 4,Task 5
100,Random,0.9233042612513489,0.9138629366959139,0.9327138220481144,0.9222598782362521
237,Random,0.8939620266506166,0.9015012346569821,0.9182097756441883,0.9033196611866849
562,Random,0.8906790588107989,0.8814378235161394,0.9021086113814288,0.8733269772779942
1332,Random,0.8989188900305238,0.8928059642348046,0.8867011570028069,0.8286495673234829
215,Random,0.9034160364291142,0.9063296039970797,0.9182067772384084,0.9003750267265581
100,EWC_Replay,0.9193308664393649,0.9212984393474173,0.9295137370423752,0.9257226692881766
237,EWC_Replay,0.8893746820722163,0.9018428333049754,0.9171671588772082,0.8966074921561529
562,EWC_Replay,0.9059470477335635,0.8918238375955589,0.9021095330515995,0.8677985344071899
1332,EWC_Replay,0.9043813532646536,0.8894445632808436,0.8865323526019763,0.8382393225738597
215,EWC_Replay,0.9000163912664109,0.9033845895271819,0.9234347520950191,0.9054161338753889
100,iCaRL,0.7556556607114341,0.700109388059539,0.7082391463187491,0.6265791662490143
237,iCaRL,0.5530518885645882,0.5400717931463724,0.5952228157150332,0.3905653599209218
562,iCaRL,0.5365963800013943,0.4632392461597782,0.4305538877992904,0.3482404393897499
1332,iCaRL,0.4770556347961674,0.40340224579879286,0.45817945361412377,0.25350342930834163
215,iCaRL,0.6553104645841846,0.5373637684141391,0.5822221098800305,0.5045404508937437
100,LUCIR,0.669053745306823,0.6271043400883661,0.7820951754962238,0.8021403412088238
237,LUCIR,0.5524871298201962,0.6570971900327903,0.8290379983995881,0.7342103852554135
562,LUCIR,0.5430821296031623,0.608386824230095,0.7693374054155661,0.66223403078878
1332,LUCIR,0.5733381646223792,0.662173480423987,0.7295269623676403,0.6234143569647533
215,LUCIR,0.6821704440499899,0.752167775445604,0.7415063054130843,0.7493531528009915
100,VAE_BBox,0.9473725024217002,0.9507473841147939,0.9514218602748613,0.9423544466079702
237,VAE_BBox,0.9473725024217002,0.9507473841147939,0.9514218602748613,0.9423544466079702
562,VAE_BBox,0.9473725024217002,0.9507473841147939,0.9514218602748613,0.9423544466079702
1332,VAE_BBox,0.9473725024217002,0.9507473841147939,0.9514218602748613,0.9423544466079702
215,VAE_BBox,0.9473725024217002,0.9507473841147939,0.9514218602748613,0.9423544466079702
100,VAE_Filter,0.9462179219854129,0.9492637116480368,0.9503118398750771,0.938238759877594
237,VAE_Filter,0.9462179219854129,0.9492637116480368,0.9503118398750771,0.938238759877594
562,VAE_Filter,0.9462179219854129,0.9492637116480368,0.9503118398750771,0.938238759877594
1332,VAE_Filter,0.9462179219854129,0.9492637116480368,0.9503118398750771,0.938238759877594
215,VAE_Filter,0.9462179219854129,0.9492637116480368,0.9503118398750771,0.938238759877594
100,VAE_GMM,0.9507485292420825,0.9482537773505931,0.9517562570554458,0.9431705213865748
237,VAE_GMM,0.9507485292420825,0.9482537773505931,0.9517562570554458,0.9431705213865748
562,VAE_GMM,0.9507485292420825,0.9482537773505931,0.9517562570554458,0.9431705213865748
1332,VAE_GMM,0.9507485292420825,0.9482537773505931,0.9517562570554458,0.9431705213865748
215,VAE_GMM,0.9507485292420825,0.9482537773505931,0.9517562570554458,0.9431705213865748
