Exemplar_Size,Method,Task 2,Task 3,Task 4,Task 5
100,Random,0.3157041672853101,0.15604851318606358,0.13515046010672563,0.08444396643657018
237,Random,0.36839173833873423,0.21820003767319676,0.1674253102746074,0.09781297633889775
562,Random,0.4431061932005346,0.27724357326397353,0.18109602310344555,0.12419223104087748
1332,Random,0.44977947235374244,0.2519989367834778,0.18067103854773425,0.1250308670887812
215,Random,0.3898130236775193,0.22622741441799316,0.16001604014109608,0.10162964294973818
100,EWC_Replay,0.35155835427524146,0.18278820394031778,0.1635630625353049,0.07692408501371166
237,EWC_Replay,0.4077038592995205,0.2273166982614909,0.1437547572130744,0.11609089534317027
562,EWC_Replay,0.3419759754719072,0.23566862512589118,0.18723499217449943,0.11891188543744576
1332,EWC_Replay,0.4090969605562582,0.291300877747371,0.1972387259848255,0.11898647170709613
215,EWC_Replay,0.3971848971453583,0.19581237085351014,0.16818383362953862,0.12178043827174993
100,iCaRL,0.532765099301946,0.2228682864913808,0.17836363145287082,0.1351082652461226
237,iCaRL,0.6325645025874571,0.2780743629386946,0.18077020892890175,0.1470058934765882
562,iCaRL,0.542670761575186,0.2885063622132601,0.17742208484185815,0.12836327561247105
1332,iCaRL,0.6360368624174536,0.2972889377357131,0.17448456853178346,0.1175495995366944
215,iCaRL,0.5102406017248389,0.2892276812930093,0.17811007240562896,0.09601721654820862
100,LUCIR,0.5920116736245429,0.28955591521934515,0.22337415767447413,0.14983301051248726
237,LUCIR,0.5016663433164672,0.32209928148794414,0.21290006402481768,0.14989636278221816
562,LUCIR,0.5790602125820448,0.3470924371980334,0.2694042133417545,0.15981835502513078
1332,LUCIR,0.5224052609438553,0.337467354216494,0.19732621613446125,0.15370765686096613
215,LUCIR,0.5397337696090589,0.3172871959501532,0.24016644985057412,0.1550169612114924
100,VAE_BBox,0.7488700492036987,0.45231785851338974,0.3333026324409847,0.24042290208458567
237,VAE_BBox,0.7488700492036987,0.45231785851338974,0.3333026324409847,0.24042290208458567
562,VAE_BBox,0.7488700492036987,0.45231785851338974,0.3333026324409847,0.24042290208458567
1332,VAE_BBox,0.7488700492036987,0.45231785851338974,0.3333026324409847,0.24042290208458567
215,VAE_BBox,0.7488700492036987,0.45231785851338974,0.3333026324409847,0.24042290208458567
100,VAE_Filter,0.7561098801496116,0.45889549772293475,0.3149274001926267,0.23887151485014674
237,VAE_Filter,0.7561098801496116,0.45889549772293475,0.3149274001926267,0.23887151485014674
562,VAE_Filter,0.7561098801496116,0.45889549772293475,0.3149274001926267,0.23887151485014674
1332,VAE_Filter,0.7561098801496116,0.45889549772293475,0.3149274001926267,0.23887151485014674
215,VAE_Filter,0.7561098801496116,0.45889549772293475,0.3149274001926267,0.23887151485014674
100,VAE_GMM,0.8502980730549321,0.6759245143143536,0.5210053931388188,0.435470568088082
237,VAE_GMM,0.8502980730549321,0.6759245143143536,0.5210053931388188,0.435470568088082
562,VAE_GMM,0.8502980730549321,0.6759245143143536,0.5210053931388188,0.435470568088082
1332,VAE_GMM,0.8502980730549321,0.6759245143143536,0.5210053931388188,0.435470568088082
215,VAE_GMM,0.8502980730549321,0.6759245143143536,0.5210053931388188,0.435470568088082
