Exemplar_Size,Method,Task 2,Task 3
100,Random,0.9926506969382268,0.9993491819207161
390,Random,0.990446375740451,0.9973732898617038
1520,Random,0.9908097460319341,0.995080481127427
5928,Random,0.9902072329985606,0.9939248290764312
135,Random,0.9914139430000838,0.9993757188455297
100,EWC_Replay,0.9929818554844974,0.9995105276810874
390,EWC_Replay,0.9912943948522571,0.9975281735483574
1520,EWC_Replay,0.9905459069321749,0.993755713560095
5928,EWC_Replay,0.9899141785521529,0.9935741790330967
135,EWC_Replay,0.9919593460218159,0.9990969465952889
100,iCaRL,0.9856705908236071,0.9900520036996616
390,iCaRL,0.9614905904238784,0.9928189977370144
1520,iCaRL,0.9655728404771914,0.9891654314102346
5928,iCaRL,0.9496444216766052,0.9948412846665443
135,iCaRL,0.9828721224183095,0.997560270232387
100,LUCIR,0.9940751374220795,0.9996830702254266
390,LUCIR,0.9928850723342368,0.9989943688718429
1520,LUCIR,0.9959228305597834,0.9986411830544305
5928,LUCIR,0.9942608738381922,0.9960658518967839
135,LUCIR,0.995679746362832,0.999548230111359
100,VAE_BBox,0.9956951933863923,0.9999280609197084
390,VAE_BBox,0.9956951933863923,0.9999280609197084
1520,VAE_BBox,0.9956951933863923,0.9999280609197084
5928,VAE_BBox,0.9956951933863923,0.9999280609197084
135,VAE_BBox,0.9956951933863923,0.9999280609197084
100,VAE_Filter,0.9955753974656677,0.9999488942530417
390,VAE_Filter,0.9955753974656677,0.9999488942530417
1520,VAE_Filter,0.9955753974656677,0.9999488942530417
5928,VAE_Filter,0.9955753974656677,0.9999488942530417
135,VAE_Filter,0.9955753974656677,0.9999488942530417
100,VAE_GMM,0.9927545325080444,0.9998120584287236
390,VAE_GMM,0.9927545325080444,0.9998120584287236
1520,VAE_GMM,0.9927545325080444,0.9998120584287236
5928,VAE_GMM,0.9927545325080444,0.9998120584287236
135,VAE_GMM,0.9927545325080444,0.9998120584287236
