Exemplar_Size,Method,Task 2,Task 3
100,Random,0.9193066008049858,0.9157459183323049
237,Random,0.9127436728806372,0.9005391548080953
562,Random,0.8980739581225784,0.8724778936362142
1332,Random,0.894211254296663,0.8478454699877964
135,Random,0.9208007215986587,0.913038678673286
100,EWC_Replay,0.9246900553569993,0.9180089581947602
237,EWC_Replay,0.9145235877050722,0.898603037422432
562,EWC_Replay,0.8995480795771218,0.8767253765965571
1332,EWC_Replay,0.8944721654529367,0.8557739523032433
135,EWC_Replay,0.9199998591698526,0.9118433417736882
100,iCaRL,0.35321758615110527,0.1940983281621806
237,iCaRL,0.2066391722623099,0.1468082064190854
562,iCaRL,0.26586224220951044,0.13868785217267093
1332,iCaRL,0.19297324828983686,0.06749350946949338
135,iCaRL,0.2700513814364254,0.22017116903791167
100,LUCIR,0.48494288816569586,0.5758389578662837
237,LUCIR,0.5175878381105926,0.6181087415230025
562,LUCIR,0.5117904171676441,0.6857492410467941
1332,LUCIR,0.45651676372394634,0.6285077853926089
135,LUCIR,0.5066324386521537,0.6061358488743464
100,VAE_BBox,0.9356494286251017,0.9214252457792937
237,VAE_BBox,0.9356494286251017,0.9214252457792937
562,VAE_BBox,0.9356494286251017,0.9214252457792937
1332,VAE_BBox,0.9356494286251017,0.9214252457792937
135,VAE_BBox,0.9356494286251017,0.9214252457792937
100,VAE_Filter,0.937258697989805,0.921740261047718
237,VAE_Filter,0.937258697989805,0.921740261047718
562,VAE_Filter,0.937258697989805,0.921740261047718
1332,VAE_Filter,0.937258697989805,0.921740261047718
135,VAE_Filter,0.937258697989805,0.921740261047718
100,VAE_GMM,0.9405924792589858,0.9281825389159611
237,VAE_GMM,0.9405924792589858,0.9281825389159611
562,VAE_GMM,0.9405924792589858,0.9281825389159611
1332,VAE_GMM,0.9405924792589858,0.9281825389159611
135,VAE_GMM,0.9405924792589858,0.9281825389159611
